N	3gram	Ircho_Kome_2	Analitik
1	о том что	4	6
2	в том что	5	6
3	по отношению к	3	4
4	так и не	1	4
5	с одной стороны	2	4
6	у него на	1	4
7	к тому же	10	4
8	мы имеем дело	1	3
9	на себя внимание	5	3
10	обращает на себя	5	3
11	того или иного	1	3
12	в самом начале	2	3
13	той или иной	1	3
14	тем не менее	1	3
15	в обоих случаях	2	2
16	в этом смысле	2	2
17	в ответ на	2	2
18	в соответствии с	1	2
19	с точки зрения	1	2
20	в то же	3	2
21	можно было бы	2	2
22	едва ли не	5	2
23	не только в	1	2
24	если говорить о	1	2
25	в отличие от	2	2
26	с другой стороны	1	2
27	в частности в	2	2
28	то же время	3	2
29	и в самом	1	2
30	в поле зрения	2	2
31	не в состоянии	1	1
32	одних и тех	2	1
33	ни о чем	1	1
34	должна была бы	1	1
35	в тех случаях	1	1
36	а затем и	2	1
37	более или менее	1	1
38	это было в	1	1
39	никак не может	1	1
40	имеется в виду	1	1
41	как это было	1	1
42	и во всех	1	1
43	но и в	1	1
44	не последнюю роль	1	1
45	в углу комнаты	1	1
46	как будто он	1	1
47	одна из них	1	1
48	тому же в	3	1
49	по себе мало	1	1
50	вместе с ними	1	1
51	и тех же	2	1
52	себя внимание что	1	1
53	в этой связи	1	1
54	в полной мере	1	1
55	вложены в уста	1	1
56	из них в	1	1
57	на этот раз	4	1
58	имеем дело с	1	1
59	так или иначе	3	1
60	в свою очередь	1	1
61	в связи с	3	1
62	так и на	1	1
63	так как будто	1	1
64	и частной жизни	1	1
65	в первую очередь	3	1
66	в целом ряде	1	1
67	попадает в поле	1	1
68	внешней и внутренней	1	1
69	там и здесь	1	1
70	не может быть	1	1
71	в самом деле	1	1
72	речь идет о	2	1
73	за единственным исключением	1	1
74	во второй половине	1	1
75	тех случаях когда	1	1
76	к тому что	2	1
77	друг с другом	2	1
78	точно так же	1	1
