N	2gram	Bakhtin_Pr_2	Myslijsy
1	то есть	4	34
2	в слове	5	32
3	в том	6	32
4	и в	43	30
5	может быть	23	28
6	то же	8	23
7	не только	11	21
8	только в	4	21
9	для нас	2	20
10	но и	14	19
11	того что	2	18
12	том что	2	18
13	то что	7	18
14	не есть	2	17
15	что в	4	17
16	в себе	5	16
17	по себе	11	16
18	и не	29	15
19	не в	11	15
20	в сознании	1	15
21	а не	7	15
22	таким образом	5	14
23	что и	3	13
24	так как	4	13
25	если бы	3	12
26	вместе с	1	12
27	а в	5	12
28	так и	3	11
29	этого слова	2	11
30	есть уже	1	11
31	как в	2	10
32	в этом	13	10
33	как и	14	10
34	в то	7	10
35	и что	5	10
36	мы не	4	9
37	из этих	2	9
38	в нем	12	9
39	было бы	5	9
40	тогда когда	1	9
41	между тем	3	9
42	для него	8	9
43	и то	2	8
44	в самом	7	8
45	что не	2	8
46	есть не	1	7
47	с одной	1	7
48	но не	5	7
49	и без	2	7
50	тем что	3	7
51	как мы	10	7
52	в сознание	1	7
53	так что	5	7
54	слова в	12	7
55	в языке	1	7
56	вовсе не	5	7
57	с другой	4	7
58	смысле этого	1	7
59	к тому	4	7
60	например в	2	6
61	то это	2	6
62	с этим	2	6
63	между собою	4	6
64	с ним	3	6
65	не имеет	1	6
66	указывает на	2	6
67	те же	1	6
68	что он	13	6
69	уже не	3	6
70	то и	2	6
71	из них	2	6
72	и слово	1	6
73	душевной жизни	1	6
74	но оно	1	6
75	не может	18	6
76	но это	4	6
77	если б	1	5
78	человека и	2	5
79	художественного произведения	1	5
80	сам по	5	5
81	и т	13	5
82	слово не	8	5
83	еще не	9	5
84	по отношению	5	5
85	в своем	4	5
86	и как	2	5
87	не следует	1	5
88	к одному	6	5
89	одно и	2	5
90	с другими	1	5
91	и тем	1	5
92	в них	4	5
93	я как	1	5
94	что я	6	5
95	по крайней	1	5
96	же время	5	5
97	слове и	1	5
98	как на	1	5
99	языка в	1	5
100	не могут	4	5
101	не менее	3	5
102	слово может	4	5
103	крайней мере	1	5
104	словом и	2	5
105	уже в	2	5
106	слово как	4	5
107	отношению к	5	5
108	должно быть	4	5
109	слова и	12	5
110	сказать что	2	5
111	мысли а	1	4
112	тем же	2	4
113	в каждой	2	4
114	от нашего	1	4
115	не было	1	4
