N	2gram	Nazirov_Tv_2	Psycholo
1	то что	3	44
2	и в	20	33
3	в этом	8	28
4	и что	2	25
5	как бы	11	25
6	все время	2	24
7	потому что	7	24
8	том что	4	22
9	может быть	8	22
10	что в	7	21
11	в том	8	21
12	о том	5	20
13	что он	6	20
14	и мы	3	15
15	как это	1	14
16	что это	1	13
17	таким образом	10	13
18	то есть	5	13
19	так же	5	13
20	и не	9	13
21	все это	6	13
22	сказать что	1	13
23	самом деле	2	12
24	в самом	3	12
25	было бы	1	12
26	к тому	1	12
27	этого рассказа	1	12
28	так как	3	12
29	в гамлете	1	11
30	он не	3	11
31	что все	1	11
32	говорит что	1	10
33	на то	1	10
34	что она	4	10
35	если бы	4	10
36	в его	10	10
37	как она	1	10
38	не может	7	10
39	то же	7	9
40	в этой	5	9
41	и если	2	9
42	по себе	1	9
43	как раз	1	9
44	в конце	6	8
45	гамлета и	2	8
46	как будто	1	8
47	в рассказе	3	8
48	вместе с	3	8
49	характера и	3	8
50	не только	13	7
51	в нем	3	7
52	так что	2	7
53	и только	2	7
54	когда он	4	7
55	для нас	1	7
56	и т	13	6
57	что они	4	6
58	перед нами	1	6
59	все эти	4	6
60	в себе	3	6
61	после этого	1	6
62	и вот	1	6
63	во время	1	6
64	всякий раз	1	6
65	но он	1	6
66	тому что	1	6
67	же после	1	6
68	это не	7	6
69	мы видим	4	6
70	трагедии и	1	6
71	у него	6	6
72	а не	6	6
73	как на	1	6
74	это и	1	5
75	мы уже	1	5
76	мы не	4	5
77	в целом	6	5
78	и на	5	5
79	о смерти	1	5
80	с этим	1	5
81	все же	5	5
82	и как	1	5
83	ясно что	1	5
84	как и	6	5
85	самого начала	1	5
86	никогда не	11	5
87	и его	9	5
88	и это	3	5
89	с самого	1	5
90	казалось бы	3	5
91	с ним	3	5
92	заключается в	1	5
93	что для	1	5
94	вовсе не	2	5
95	фабулы и	2	5
96	связь с	2	5
97	из этого	2	5
98	и есть	2	4
99	той же	1	4
100	в которой	2	4
101	я не	2	4
102	не то	1	4
103	что автор	1	4
104	том чтобы	1	4
105	в своей	6	4
106	знаем что	1	4
107	одна из	3	4
108	на него	2	4
109	а в	4	4
110	у нас	2	4
111	так например	3	4
112	как мы	1	4
113	и о	1	4
114	что у	4	4
115	можно было	1	4
116	жизнь и	1	4
117	об этом	4	4
118	о нем	1	4
119	утверждает что	1	4
120	не просто	1	4
121	этот вопрос	3	4
122	только в	2	4
123	себя в	2	4
124	в жизни	1	4
125	при помощи	2	4
126	и других	2	4
127	из них	2	4
128	по поводу	1	4
129	от этих	1	4
130	что не	3	4
131	в частности	2	4
132	гамлету и	1	4
133	мы узнаем	2	4
134	с этой	3	4
135	первый раз	1	4
136	совершенно не	1	4
137	к этому	3	4
138	в таком	3	4
139	речь идет	1	3
140	например в	5	3
141	же как	3	3
142	совершенно новый	1	3
143	и до	1	3
144	и за	1	3
145	это совершенно	1	3
146	что если	1	3
147	в первый	1	3
148	говорить о	2	3
149	как я	1	3
150	событий и	1	3
151	то это	1	3
152	и он	2	3
153	что его	2	3
154	это означало	1	3
155	но не	5	3
156	к которой	1	3
157	значение имеет	1	3
158	как в	4	3
159	не можем	1	3
160	из этой	2	3
161	его в	3	3
162	должен был	1	3
163	ни в	1	3
164	этого слова	1	3
165	должно быть	1	3
166	но если	2	3
167	в которых	3	3
168	в дневнике	3	3
169	т п	2	3
170	их в	2	3
171	что этот	2	3
172	тем самым	4	3
173	она не	1	3
174	в то	10	3
175	в основе	2	3
176	ли это	1	3
177	и для	1	3
178	нет ни	1	3
179	во все	1	3
180	он видит	1	3
181	в пределах	1	3
182	в мире	5	3
183	так и	6	3
184	к анализу	2	3
185	и здесь	1	3
186	в драме	1	3
187	что и	1	3
188	том как	1	3
189	или его	1	3
190	с одной	1	3
191	в виде	2	3
192	был бы	1	3
193	тому же	2	3
194	всяком случае	2	3
195	в одном	2	3
196	сами по	1	3
197	из нее	1	3
198	этой трагедии	1	3
199	тем что	3	3
200	до сих	3	3
201	но и	8	3
202	на этот	2	3
203	не было	2	3
204	эти слова	1	3
205	он говорит	1	3
206	здравого смысла	2	3
207	сих пор	3	3
208	что оно	1	3
209	указывает на	1	3
210	тот же	1	3
211	за этим	1	3
212	и вдруг	2	3
213	рассказа это	1	3
214	в своих	3	3
215	точно так	1	3
216	во всяком	2	3
217	событий в	1	3
218	нем нет	1	2
219	из его	1	2
220	почти всегда	1	2
