N	2gram	Potebnia_M_3	Problema
1	то есть	34	39
2	то что	18	38
3	вовсе не	7	37
4	и не	15	37
5	и в	30	35
6	не есть	17	33
7	не только	21	24
8	сказать что	5	24
9	знак и	1	21
10	том что	18	19
11	что такое	2	18
12	о том	2	18
13	может быть	28	18
14	в этом	10	17
15	и вообще	3	16
16	но и	19	16
17	в языке	7	15
18	что мы	8	14
19	только в	21	14
20	не менее	5	13
21	потому что	46	13
22	не может	6	13
23	и что	10	13
24	во всяком	1	13
25	тем не	3	12
26	того что	18	12
27	в том	32	12
28	не будет	3	11
29	никак не	3	11
30	значения и	1	11
31	и даже	2	11
32	так что	7	11
33	прежде всего	3	11
34	что в	17	11
35	в таком	3	11
36	таком случае	2	10
37	и то	8	10
38	говорить о	3	10
39	еще не	5	10
40	ничего не	1	10
41	и с	2	10
42	а не	15	10
43	в данном	1	10
44	да и	1	10
45	тем более	4	10
46	есть знак	1	10
47	едва ли	1	9
48	в этой	2	9
49	для себя	3	9
50	если мы	1	9
51	только на	3	9
52	что же	2	9
53	для нас	20	9
54	тут же	2	8
55	все же	2	8
56	по себе	16	8
57	есть только	5	8
58	ясно что	1	8
59	в виду	1	8
60	было бы	9	8
61	уже не	6	8
62	при помощи	1	8
63	есть нечто	4	7
64	совсем не	1	7
65	все эти	1	7
66	тоже не	1	7
67	те или	1	7
68	и значения	1	7
69	мы не	9	7
70	тем самым	7	7
71	не имеет	6	7
72	не является	1	7
73	так и	11	7
74	в его	4	7
75	так как	13	7
76	и т	5	6
77	есть не	7	6
78	с другой	7	6
79	но как	2	6
80	а только	3	6
81	относится к	4	6
82	но в	1	6
83	так или	2	6
84	на то	2	6
85	т д	3	6
86	что все	3	6
87	был бы	2	6
88	по крайней	5	6
89	мы можем	3	6
90	крайней мере	5	6
91	когда мы	2	6
92	же самое	1	6
93	другими словами	1	6
94	можно сказать	3	6
95	в виде	2	6
96	ни в	2	6
97	в области	2	6
98	или иначе	1	6
99	но это	6	6
100	не существует	3	6
101	в то	10	6
102	то же	23	5
103	по своему	2	5
104	с этим	6	5
105	в самом	8	5
106	в себе	16	5
107	с другими	5	5
108	как и	10	5
109	и без	7	5
110	есть именно	1	5
111	и более	1	5
112	раз и	1	5
113	для меня	4	5
114	под этим	1	5
115	это то	1	5
116	связи с	2	5
117	указывает на	6	5
118	и это	4	5
119	как мы	7	5
120	данном случае	1	5
121	языка и	2	5
122	и на	3	5
123	с одной	7	5
124	одной стороны	3	5
125	еще и	1	5
126	что не	8	5
127	другой стороны	4	5
128	так же	3	5
129	и все	3	5
130	есть то	2	5
131	предполагает что	1	4
132	самом деле	2	4
133	на самом	1	4
134	и есть	3	4
135	что если	1	4
136	не вполне	1	4
137	но не	7	4
138	не все	4	4
139	сама по	2	4
140	в своем	5	4
141	и той	2	4
142	и как	5	4
143	более или	3	4
144	что она	3	4
145	но именно	1	4
146	же именно	1	4
147	их в	2	4
148	таким образом	14	4
149	заключается в	1	4
