N	2gram	Losev_Dial_2	Myslijsy
1	потому что	14	49
2	и в	19	24
3	в душе	7	23
4	может быть	20	23
5	то что	14	20
6	и не	30	19
7	в том	14	18
8	а не	16	18
9	что в	7	16
10	не только	19	15
11	по себе	18	15
12	того же	1	14
13	при этом	4	13
14	не в	8	13
15	было бы	3	13
16	то же	12	12
17	но не	6	12
18	мы можем	1	12
19	не может	9	12
20	мы не	1	11
21	таким образом	4	11
22	вместе с	2	11
23	что и	5	11
24	что мы	2	11
25	только в	5	11
26	как в	2	10
27	в себе	15	10
28	и проч	1	10
29	тогда когда	6	10
30	так что	7	10
31	так как	14	10
32	независимо от	4	9
33	в нем	10	9
34	вовсе не	13	9
35	то и	1	9
36	но и	12	9
37	как бы	14	9
38	точно так	1	9
39	и на	1	8
40	а только	3	8
41	в этом	8	8
42	более или	2	8
43	том что	10	8
44	или менее	2	8
45	в одно	5	8
46	могут быть	4	8
47	а в	4	8
48	в чем	3	7
49	во всех	2	7
50	с этим	3	7
51	мысль о	1	7
52	как и	10	7
53	между собою	3	7
54	всяком случае	2	7
55	зрения и	1	7
56	того как	2	7
57	не могут	4	7
58	быть может	1	7
59	прежде всего	8	7
60	сами по	3	7
61	тем что	2	7
62	того что	6	7
63	во всяком	2	7
64	и т	17	6
65	между двумя	1	6
66	что если	3	6
67	и как	10	6
68	в состоянии	2	6
69	одного и	1	6
70	тем не	2	6
71	в то	6	6
72	не имеет	1	6
73	связи с	4	6
74	есть только	4	6
75	между тем	2	6
76	и только	4	6
77	на другие	1	6
78	в одном	4	6
79	с другой	5	6
80	не было	3	6
81	не есть	47	6
82	только как	3	6
83	что они	6	5
84	все остальные	1	5
85	все же	4	5
86	мертвых душ	1	5
87	уже в	4	5
88	на то	1	5
89	есть не	7	5
90	и уже	3	5
91	не от	1	5
92	не менее	3	5
93	по крайней	9	5
94	с ним	4	5
95	так и	10	5
96	по мере	1	5
97	о том	5	5
98	а потому	2	5
99	крайней мере	9	5
100	тот же	1	5
101	бы ни	2	5
102	из них	3	5
103	от того	4	5
104	в них	1	5
105	что не	6	5
106	и их	3	5
107	только для	1	5
108	или не	2	5
109	же в	2	5
110	в которой	2	5
111	сам по	3	4
112	в самом	5	4
113	время как	7	4
114	еще не	4	4
115	но в	2	4
116	уже не	3	4
117	из этих	1	4
118	одно время	3	4
119	только один	1	4
120	как он	4	4
121	так сказать	1	4
122	главным образом	1	4
123	и если	4	4
124	в звуках	1	4
125	с тем	2	4
126	в котором	1	4
127	том смысле	4	4
128	сих пор	2	4
129	стало быть	10	4
130	они не	3	4
131	для меня	1	4
132	и другое	1	4
133	образом в	1	4
134	подобно тому	1	4
135	одна из	1	4
136	от их	2	4
137	мере того	1	4
138	должны быть	3	4
139	в некоторых	2	4
140	то время	4	4
141	никогда не	9	4
142	и что	5	4
143	что он	6	4
144	с одной	2	4
145	которые могут	1	4
146	и вместе	1	4
147	в других	1	4
148	до сих	2	4
149	души и	2	4
150	там где	1	4
151	тому как	1	4
152	чувства и	1	4
153	это последнее	1	4
154	что оно	4	4
155	во время	2	4
156	мысли о	1	4
157	себе не	3	4
158	в таком	4	4
159	говоря о	1	3
160	например в	2	3
161	человека и	2	3
162	и то	7	3
163	этого последнего	2	3
164	тем же	2	3
165	мы называем	1	3
166	есть нечто	8	3
167	но она	1	3
168	но даже	1	3
169	то это	2	3
170	внешних причин	1	3
171	только тогда	7	3
172	если в	2	3
173	очевидно что	2	3
174	в нас	1	3
175	которые не	2	3
176	на нас	1	3
177	что это	10	3
178	в целом	1	3
179	чем бы	1	3
180	во многих	1	3
181	с чем	1	3
182	что она	14	3
183	т д	15	3
184	слова а	1	3
185	не как	2	3
186	оно должно	2	3
187	и может	6	3
188	его не	2	3
189	на все	2	3
190	его в	3	3
191	это не	10	3
192	и тем	1	3
193	далеко не	1	3
194	и тогда	3	3
195	в эту	1	3
196	в этих	3	3
197	и при	2	3
198	в ней	2	3
199	и притом	7	3
200	на него	2	3
201	в каком	4	3
202	об одном	1	3
203	оно не	1	3
204	если мы	2	3
205	как не	2	3
206	те же	1	3
207	мог бы	1	3
208	том как	2	3
209	мы в	2	3
210	и вообще	6	3
211	но мы	2	3
212	можно заметить	1	3
213	от них	1	3
214	и во	1	3
215	состояние души	1	3
216	одно из	4	3
217	от другого	1	3
218	т п	2	3
219	это будет	1	3
220	что на	2	3
221	на ней	1	3
222	только по	1	3
223	одной стороны	1	3
224	есть явление	1	3
225	мы говорим	3	3
226	слова и	1	3
227	но это	7	3
228	и от	3	3
229	и человек	2	3
230	то не	3	3
231	и все	12	3
232	или нет	3	3
233	только что	5	3
234	с ними	2	3
235	все что	1	3
236	как на	1	3
237	на предмет	1	2
238	также что	2	2
239	таком случае	3	2
240	самом деле	4	2
241	на самом	2	2
242	самый предмет	1	2
243	и есть	4	2
244	потом уже	2	2
245	не во	2	2
246	вопрос о	3	2
247	не понятно	3	2
248	явление не	1	2
249	разницы между	1	2
250	совсем не	1	2
251	они имеют	1	2
252	не то	5	2
253	только потому	2	2
254	что за	1	2
255	не все	1	2
256	в общем	2	2
257	за пределы	4	2
258	сама по	7	2
259	в животном	1	2
260	его на	1	2
261	общего с	1	2
262	все эти	2	2
263	но на	1	2
264	как оно	1	2
265	выражается в	1	2
266	время и	2	2
267	а скорее	1	2
268	равно и	1	2
269	всех этих	3	2
270	смысле как	1	2
271	и по	4	2
272	на этом	2	2
273	что душа	1	2
274	одно и	4	2
275	но все	2	2
276	в каждом	2	2
277	факт что	1	2
278	связанные с	1	2
279	в другом	4	2
280	разница между	2	2
281	может стать	1	2
282	в жизни	2	2
283	ни с	4	2
284	мы знаем	1	2
285	должно быть	7	2
286	что такое	3	2
287	остается только	2	2
288	мы находим	3	2
289	но он	4	2
290	их в	2	2
291	не должно	2	2
292	тому что	2	2
293	что есть	2	2
294	некоторых случаях	1	2
295	и его	5	2
296	что с	2	2
297	есть прежде	1	2
298	с теми	1	2
299	сказать что	10	2
300	самого начала	2	2
301	что ему	1	2
302	но только	3	2
303	же время	5	2
304	этих последних	2	2
305	на природу	1	2
306	во всем	1	2
307	и чувства	1	2
308	совмещает в	1	2
309	не знали	1	2
310	превращается в	1	2
311	пространство и	1	2
312	когда мы	3	2
313	во все	2	2
314	его с	3	2
315	существует только	1	2
316	и это	5	2
317	оно может	1	2
318	что все	1	2
319	и образ	1	2
320	в собственном	1	2
321	с самого	2	2
322	что у	2	2
323	и здесь	1	2
324	и поэтому	1	2
325	внимание на	1	2
326	нас в	1	2
327	это было	3	2
328	которой мы	1	2
329	различие в	1	2
330	и следовательно	5	2
331	если это	1	2
332	ощущение боли	2	2
333	в организме	1	2
334	эти последние	1	2
335	этом смысле	1	2
336	мы видим	2	2
337	в какой	2	2
338	во времени	4	2
339	в теле	1	2
340	кроме этого	1	2
341	есть в	2	2
342	с нею	3	2
343	и они	2	2
344	а это	1	2
345	допустим что	1	2
346	в пространстве	1	2
347	друг друга	1	2
348	но что	7	2
349	у него	1	2
350	само по	2	2
351	связано с	1	2
352	такие которые	1	2
353	к которому	1	2
354	себя и	1	2
355	и мертвых	1	2
356	по направлению	1	2
357	ничем не	1	2
358	не на	2	2
359	зависит от	2	2
360	в связи	4	2
361	имея в	1	2
362	с первого	2	2
363	так же	2	2
364	и потому	5	2
365	как это	7	2
366	его содержание	1	2
367	или по	2	2
368	не дают	1	2
369	она есть	9	2
370	быть только	2	2
371	можно принять	1	2
372	все это	4	2
373	из себя	1	2
374	в его	1	2
375	или в	2	2
376	о котором	3	2
377	другого рода	2	2
378	а к	1	2
379	сходство между	1	2
380	мы должны	2	2
381	хотя бы	4	2
382	но если	1	2
383	другой стороны	4	2
384	при других	1	2
385	взгляда на	2	2
386	но эти	1	2
387	даже и	1	2
388	можно назвать	1	2
389	я и	2	1
390	этим только	1	1
391	слова которые	1	1
392	чтобы не	6	1
393	и действительно	1	1
394	есть форма	2	1
395	он может	2	1
396	тех же	1	1
397	которой начинается	1	1
398	мере в	2	1
399	и до	1	1
400	от всяких	1	1
401	должна быть	5	1
402	уже по	1	1
403	мы уже	8	1
404	им самим	1	1
405	для своего	1	1
406	себе как	3	1
407	которую мы	1	1
408	уже более	1	1
409	не была	1	1
410	подобные тем	1	1
411	только это	1	1
412	на мой	1	1
413	оно есть	3	1
414	каждом человеке	1	1
415	как я	2	1
416	мы и	1	1
417	восприятия во	1	1
418	всех сторон	1	1
419	не иметь	1	1
420	изменение то	1	1
421	двух или	1	1
422	быть в	4	1
423	бы то	1	1
424	дают нам	1	1
425	не без	1	1
426	бы она	1	1
427	в ее	4	1
428	мысли если	1	1
429	мы будем	1	1
430	но как	5	1
431	есть своя	1	1
432	себе и	3	1
433	быть так	1	1
434	отличие от	1	1
435	разница в	1	1
436	в оценке	1	1
437	только путем	1	1
438	не давать	1	1
439	на тот	1	1
440	в истории	2	1
441	в одной	4	1
442	этих примерах	1	1
443	если она	2	1
444	что именно	1	1
445	чем мы	1	1
446	дает нам	1	1
447	по которому	1	1
448	стороны и	1	1
449	она как	1	1
450	однако не	1	1
451	перед нами	2	1
452	по форме	1	1
453	которое и	1	1
454	и понимания	1	1
455	что по	2	1
