N	3gram	Voloshinov_1	StatiiOP
1	в том что	1	16
2	о том что	2	11
3	в этом отношении	1	9
4	до сих пор	3	5
5	вместе с тем	1	5
6	для того чтобы	1	5
7	дело в том	1	4
8	так же как	2	3
9	во всяком случае	3	3
10	с самого начала	4	3
11	с точки зрения	6	2
12	бы то ни	1	2
13	совершенно так же	1	2
14	то ни было	1	2
15	и в этом	2	2
16	всяком случае не	1	2
17	так и в	1	2
18	в самом деле	2	2
19	в том смысле	1	2
20	в главном в	1	1
21	было связано с	1	1
22	на самом деле	4	1
23	в этом смысле	3	1
24	том смысле какой	1	1
25	предположение о том	1	1
26	что до меня	1	1
27	и пр в	1	1
28	из того же	1	1
29	в данном случае	1	1
30	в высшей степени	1	1
31	никаких сомнений в	1	1
32	чего же более	1	1
33	очень близко к	1	1
34	по сравнению с	3	1
35	с нею и	1	1
36	в связи с	1	1
37	но вместе с	1	1
38	прежде всего к	1	1
39	в свое время	1	1
40	на вопрос о	1	1
41	ли все это	1	1
42	каких бы то	1	1
43	из этих принципов	1	1
44	не оставляет никаких	1	1
45	по его мнению	1	1
46	и быть не	1	1
47	и что он	1	1
48	оставляет никаких сомнений	1	1
49	если б он	1	1
