N	3gram	Losev_Prob_3	FransuaR
1	в то же	4	10
2	до сих пор	2	8
3	в том что	9	6
4	как и в	1	4
5	в настоящее время	2	3
6	таким образом и	1	3
7	в той же	1	3
8	в связи с	7	3
9	образом и в	1	2
10	в те времена	1	2
11	более или менее	1	2
12	с точки зрения	2	2
13	бы то ни	4	2
14	как мы видели	2	2
15	в данном случае	7	2
16	с одной стороны	1	2
17	дело в том	3	2
18	вовсе еще не	1	2
19	в то время	4	2
20	о том что	3	2
21	не только не	1	2
22	можно сказать что	2	2
23	с другой стороны	5	2
24	для того чтобы	1	2
25	не может быть	5	2
26	значение то есть	1	1
27	таким образом что	1	1
28	это уже не	2	1
29	точка зрения на	1	1
30	сказать что в	1	1
31	в чем же	1	1
32	здесь перед нами	2	1
33	том что море	2	1
34	на самом деле	2	1
35	пор мы рассматривали	1	1
36	то что обычно	1	1
37	в самом деле	1	1
38	но в его	1	1
39	же самое нужно	1	1
40	он не только	1	1
41	между собой в	1	1
42	в таких случаях	2	1
43	у гоголя и	2	1
44	в отличие от	2	1
45	во всей его	1	1
46	самое нужно сказать	1	1
47	но и в	2	1
48	на самом же	4	1
49	нужно сказать и	1	1
50	но он не	1	1
51	том или ином	2	1
52	в той или	2	1
53	может быть и	3	1
54	из которых мы	1	1
55	ни о какой	1	1
56	и то что	7	1
57	и могут быть	1	1
58	и во всем	1	1
59	то есть на	1	1
60	и в частности	2	1
61	о том как	2	1
62	если же мы	1	1
63	что это за	3	1
64	как мы сказали	1	1
65	он вовсе не	1	1
66	если бы мы	1	1
67	сих пор мы	1	1
68	имел в виду	1	1
69	мы находим и	1	1
70	то ни было	3	1
71	так и в	1	1
72	но при этом	1	1
73	быть и речи	1	1
74	они вовсе не	1	1
75	и в этом	6	1
76	по сравнению с	2	1
77	мертвые души это	1	1
78	политической и исторической	1	1
79	самом деле и	1	1
80	в том или	2	1
81	все же не	1	1
82	как впрочем и	1	1
83	смысле слова но	1	1
84	друг к другу	1	1
85	самом же деле	4	1
86	потому что они	2	1
87	во всех этих	1	1
88	только то что	2	1
89	к другу и	1	1
90	то есть с	2	1
91	таким образом в	1	1
92	мы не можем	1	1
93	и как бы	2	1
94	не был бы	1	1
95	той или другой	4	1
96	сказать и о	1	1
97	мы не будем	2	1
98	и ни о	1	1
99	заключается в том	3	1
100	речь идет о	1	1
101	как бы ни	1	1
102	это требует и	1	1
103	все новое и	1	1
104	ни о каком	2	1
105	только в контексте	1	1
106	тоже своего рода	1	1
107	иначе чем это	1	1
108	в результате этого	1	1
109	можно было бы	3	1
110	уже не просто	1	1
111	и все они	1	1
112	но если бы	1	1
113	к тому же	1	1
114	то он не	1	1
115	то же самое	7	1
116	той или иной	8	1
117	и только в	2	1
