N	2gram	Medvedev_F_1	Dialekti
1	не есть	2	54
2	т е	34	48
3	и не	20	27
4	а не	10	26
5	точки зрения	16	25
6	и т	12	24
7	и в	24	24
8	значит что	1	24
9	это значит	1	24
10	не только	7	23
11	т д	8	23
12	что такое	2	21
13	по себе	5	20
14	не может	16	19
15	ничего не	2	17
16	и есть	1	16
17	и что	2	15
18	с точки	13	14
19	то что	8	14
20	таким образом	13	13
21	что он	3	13
22	вовсе не	10	13
23	может быть	14	13
24	и даже	3	13
25	в мифе	1	13
26	есть только	1	12
27	того что	5	12
28	есть и	1	12
29	не менее	11	11
30	не имеет	1	11
31	что же	1	11
32	отнюдь не	6	10
33	тем не	1	10
34	только не	2	10
35	она есть	2	10
36	ни в	2	9
37	но и	7	9
38	в этом	15	8
39	и как	3	8
40	учение о	4	8
41	отличается от	3	8
42	так что	1	8
43	в виде	1	8
44	прежде всего	22	8
45	том что	1	8
46	если же	2	8
47	это и	3	7
48	в самом	5	7
49	как и	11	7
50	никогда не	4	7
51	как раз	2	7
52	потому что	1	7
53	что оно	1	7
54	ясно что	3	7
55	другими словами	1	7
56	только на	5	7
57	но что	1	7
58	даже и	2	7
59	в особенности	3	7
60	ничем не	3	7
61	что в	4	7
62	самом деле	6	6
63	должна быть	7	6
64	то же	10	6
65	и с	8	6
66	возможно только	1	6
67	вещей и	3	6
68	оно не	4	6
69	если бы	4	6
70	что и	2	6
71	так как	1	6
72	даже не	1	6
73	и пр	17	6
74	не на	2	6
75	и все	6	6
76	все это	9	6
77	кроме того	1	6
78	от всего	1	6
79	вопрос о	2	5
80	точка зрения	2	5
81	хотя и	1	5
82	и к	4	5
83	есть ли	1	5
84	от чего	2	5
85	сущности и	1	5
86	он не	3	5
87	так и	18	5
88	было бы	6	5
89	в них	3	5
90	мы не	3	5
91	и тогда	1	5
92	в том	6	5
93	в то	9	5
94	и притом	1	5
95	и сама	1	5
96	и его	10	5
97	только в	2	5
98	уже не	2	5
99	что не	1	5
100	что для	1	5
101	как это	6	5
102	с этой	4	5
103	но это	3	5
104	только как	2	5
105	жизни и	7	5
106	как на	4	5
107	чего не	1	4
108	явления и	1	4
109	говорить о	1	4
110	мы и	1	4
111	в чем	1	4
112	нет и	2	4
113	сама по	2	4
114	во что	2	4
115	в истории	4	4
116	конечно не	4	4
117	это не	2	4
118	тому что	1	4
119	как о	4	4
120	но только	1	4
121	если только	1	4
122	от того	2	4
123	не могут	1	4
124	есть объект	1	4
125	и это	2	4
126	жизнь и	3	4
127	к тому	3	4
128	с другой	5	4
129	для него	3	4
130	если оно	1	4
131	или иной	1	4
132	у нас	5	4
133	так же	4	4
134	при всем	1	4
135	сознания и	1	4
136	хотя бы	5	4
137	только что	1	4
138	е в	1	4
139	сказать что	1	4
140	себя как	1	3
141	была бы	2	3
142	диалектический материализм	1	3
143	из самых	1	3
144	мы уже	1	3
145	той же	1	3
146	но даже	1	3
147	зависимости от	3	3
148	и на	8	3
149	как таковая	1	3
150	и всякий	2	3
151	за пределы	2	3
152	с этим	2	3
153	в своем	11	3
154	все же	3	3
155	перед нами	1	3
156	как таковое	2	3
157	все эти	6	3
158	тем более	1	3
159	на то	1	3
160	в нем	14	3
161	не значит	1	3
162	он должен	3	3
163	в силу	1	3
164	того или	2	3
165	к природе	1	3
166	бытие и	1	3
167	он и	1	3
168	как целое	1	3
169	должно быть	11	3
170	и без	1	3
171	не в	8	3
172	особого рода	1	3
173	есть еще	1	3
174	раз и	2	3
175	из которых	1	3
176	тем самым	3	3
177	она не	6	3
178	одна из	2	3
179	в основе	3	3
180	на себя	1	3
181	же время	8	3
182	во всем	2	3
183	уже и	1	3
184	должны быть	5	3
185	и о	1	3
186	всего и	1	3
187	движения и	1	3
188	если мир	1	3
189	к нему	1	3
190	все время	2	3
191	быть и	4	3
192	или же	3	3
193	и ее	10	3
194	вопрос об	2	3
195	с одной	4	3
196	из них	1	3
197	мы знаем	1	3
198	мир в	1	3
199	сами по	2	3
200	друг друга	4	3
201	именно как	12	3
202	и сознание	1	3
203	эти две	1	3
204	не было	3	3
205	его как	3	3
206	ни на	3	3
207	одной стороны	4	3
208	как бы	6	3
209	только одна	1	3
210	и от	7	3
211	мира и	1	3
212	и ни	1	3
213	ни к	1	3
214	не знает	1	3
215	вещах и	2	3
216	также не	1	3
217	в слове	1	3
218	также и	1	2
219	например в	1	2
220	же как	2	2
221	в частности	4	2
222	или к	1	2
223	и позитивизм	2	2
224	в первом	1	2
225	в зависимости	2	2
226	его не	2	2
227	что если	1	2
228	в ней	10	2
229	еще не	6	2
230	всего этого	2	2
231	бы то	3	2
232	с его	4	2
233	но не	3	2
234	его на	1	2
235	и всякой	1	2
236	целый ряд	3	2
237	и понимания	1	2
238	но в	5	2
239	то в	1	2
240	в условиях	1	2
241	ни один	1	2
242	из этих	1	2
243	думать что	3	2
244	в себе	3	2
245	и если	2	2
246	вообще не	1	2
247	при этом	5	2
248	сами эти	1	2
249	перестает быть	3	2
250	что нужно	1	2
251	и вот	2	2
252	что у	1	2
253	и по	1	2
254	на этом	1	2
255	людей и	1	2
256	и чтобы	1	2
257	только одно	1	2
258	она и	1	2
259	этого не	1	2
260	и уже	1	2
261	несмотря на	1	2
262	как таковой	6	2
263	она была	2	2
264	же они	2	2
265	к истории	1	2
266	всяком случае	4	2
267	в их	11	2
268	от его	1	2
269	и эти	1	2
270	отличен от	1	2
271	бы быть	2	2
272	история в	1	2
273	иной раз	1	2
274	не меньше	1	2
275	на котором	1	2
276	сама она	1	2
277	следовательно и	2	2
278	а для	1	2
279	только и	4	2
280	о ней	1	2
281	учения о	2	2
282	и является	2	2
283	же он	1	2
284	фактов и	2	2
285	уже о	1	2
286	могут быть	1	2
287	как мы	5	2
288	более не	1	2
289	и сами	1	2
290	говоря уже	1	2
291	так в	1	2
292	как с	2	2
293	для этого	4	2
294	и здесь	6	2
295	и во	1	2
296	явление есть	1	2
297	смысле не	1	2
298	ее от	2	2
299	или сознание	1	2
300	в его	23	2
301	хорошо но	1	2
302	тех пор	1	2
303	не мешает	1	2
304	и тем	1	2
305	тот или	2	2
306	со всеми	3	2
307	себя в	1	2
308	не можем	2	2
309	же в	3	2
310	и чисто	2	2
311	они могли	1	2
312	как последнее	1	2
313	никто не	1	2
314	руки и	1	2
315	не о	3	2
316	у него	1	2
317	и никакой	1	2
318	он один	1	2
319	как историю	1	2
320	так или	1	2
321	со стороны	5	2
322	или иначе	2	2
323	именно в	8	2
324	а именно	1	2
325	бытия в	3	2
326	своего собственного	1	2
327	быть только	1	2
328	у человека	1	2
329	зависит от	1	2
330	однако не	2	2
331	меньше чем	1	2
332	и потому	9	2
333	пространства и	1	2
334	в данном	1	2
335	по существу	2	2
336	но для	3	2
337	в смысле	1	2
338	она должна	3	2
339	тех или	1	2
340	и для	1	2
341	или в	1	2
342	для нас	1	2
343	лишь как	5	2
344	из себя	1	2
345	бы в	3	2
346	зрения в	1	2
347	а в	6	2
348	может и	2	2
349	не говоря	1	2
350	другой стороны	1	2
351	обычно не	1	2
352	совершенно не	1	2
353	о себе	1	2
354	от поэзии	1	2
355	или иного	3	2
356	из этого	1	2
357	природы или	2	2
358	к этой	4	2
359	ее в	1	2
360	в своих	2	2
361	они не	3	2
362	во всяком	4	2
363	этой точки	1	2
364	новое время	1	1
365	от этой	1	1
366	его моменты	1	1
367	ту же	1	1
368	этого в	1	1
369	в применении	2	1
370	отношения к	6	1
371	самого принципа	1	1
372	чтобы не	2	1
