N	3gram	Bakhtin_Pr_4	TeoriaLi
1	по отношению к	5	8
2	в отличие от	3	7
3	в том что	2	6
4	то же время	5	6
5	в то же	5	6
6	в данном случае	1	5
7	более или менее	3	4
8	эстетическое отношение к	1	3
9	с другой стороны	3	3
10	можно сказать что	2	3
11	той или иной	2	3
12	в этом смысле	2	3
13	по своей природе	2	2
14	и не могло	1	2
15	с точки зрения	9	2
16	не могло быть	1	2
17	с одной стороны	1	2
18	не в самом	1	2
19	и то же	1	2
20	так или иначе	1	2
21	одно и то	1	2
22	сама по себе	2	2
23	не может быть	8	2
24	как и в	3	2
25	но прежде всего	1	1
26	и в сущности	2	1
27	а между тем	1	1
28	в самом наличии	1	1
29	в той или	1	1
30	противопоставлены в произведении	1	1
31	на себя внимание	2	1
32	дело в том	2	1
33	имеем в виду	3	1
34	ивана карамазова в	1	1
35	в том числе	4	1
36	никак не может	1	1
37	не только люди	1	1
38	в этом случае	1	1
39	они сопоставлены или	1	1
40	не было и	1	1
41	и в то	1	1
42	под каким диалогическим	1	1
43	принадлежащих к различным	1	1
44	не входит в	1	1
45	речи и соответственно	1	1
46	самим собой как	1	1
47	ведь это не	1	1
48	в соответствии со	1	1
49	том числе и	3	1
50	с самим собою	3	1
51	человека с человеком	1	1
52	в том под	1	1
53	никогда не бывает	1	1
54	может быть и	1	1
55	в значительной степени	1	1
56	ибо и в	1	1
57	углом они сопоставлены	1	1
58	не совпадает с	1	1
59	стилей социальных диалектов	1	1
60	к своему собственному	1	1
61	по себе еще	2	1
62	таким образом и	1	1
63	это возможно в	1	1
64	личности и его	1	1
65	в отношении к	2	1
66	но в отличие	1	1
67	каким диалогическим углом	1	1
68	не только к	1	1
69	в связи с	1	1
70	языковых стилей социальных	1	1
71	главного героя и	1	1
72	отношение между ними	1	1
73	перед тем как	1	1
74	во втором эпизоде	1	1
75	или противопоставлены в	1	1
76	чужой речи и	1	1
77	как бы в	3	1
78	так же как	1	1
79	жизни то есть	1	1
80	том под каким	1	1
81	не менее чем	1	1
82	диалогическим углом они	1	1
83	сопоставлены или противопоставлены	1	1
84	о том что	2	1
85	в себе самом	2	1
86	но в то	2	1
87	самом наличии определенных	1	1
88	мы имеем в	3	1
89	определенных языковых стилей	1	1
90	наличии определенных языковых	1	1
91	в этих случаях	2	1
92	в большинстве случаев	8	1
93	у нее нет	1	1
94	но дело в	1	1
95	дело не в	1	1
96	и т.д как	1	1
97	том что он	1	1
98	к тому же	1	1
99	себе еще не	2	1
100	было и не	1	1
