1	и в	18	35
2	как бы	11	31
3	и не	30	27
4	что он	11	24
5	в его	3	21
6	но в	6	19
7	не может	12	18
8	как и	2	18
9	о себе	1	17
10	то есть	1	16
11	в нем	16	16
12	к другому	1	16
13	то же	10	15
14	и все	3	15
15	для него	2	14
16	в этом	12	14
17	и его	1	14
18	все это	11	14
19	может быть	17	14
20	но и	7	14
21	с другим	1	13
22	к нему	8	13
23	он не	3	13
24	что я	3	13
25	и к	1	12
26	прежде всего	10	12
27	в другом	2	12
28	и с	5	12
29	в то	6	11
30	же время	4	10
31	а я	1	10
32	то что	13	10
33	не в	6	10
34	самом деле	3	10
35	не только	13	10
36	на самом	3	9
37	в отношении	5	9
38	потому что	14	8
39	я не	5	8
40	о мире	1	8
41	самого начала	1	8
42	и для	2	8
43	как мы	4	8
44	мы уже	1	8
45	так и	9	8
46	с самого	1	8
47	все же	5	8
48	в виде	2	7
49	точки зрения	17	7
50	с ним	6	7
51	и наконец	1	7
52	а в	5	7
53	вовсе не	7	7
54	себе и	2	7
55	еще не	2	7
56	так же	4	7
57	что же	3	7
58	отношении к	3	7
59	там где	1	7
60	и сам	1	7
61	таким образом	1	7
62	стремится к	2	6
63	отношение к	5	6
64	от него	4	6
65	он с	1	6
66	на меня	1	6
67	что в	13	6
68	к тому	4	6
69	у меня	1	6
70	что у	1	6
71	и что	12	6
72	но не	4	6
73	не знает	2	6
74	только в	3	6
75	он сам	5	6
76	в самом	3	6
77	но это	8	6
78	в каждом	2	6
79	что они	3	6
80	к своему	1	5
81	он и	2	5
82	к самому	2	5
83	да и	6	5
84	так что	15	5
85	его с	3	5
86	и даже	13	5
87	в конце	4	5
88	с ними	2	5
89	даже в	3	5
90	я вам	1	5
91	и то	9	5
92	и это	2	5
93	себе самом	2	5
94	в том	9	5
95	от себя	1	5
96	в себе	11	5
97	как в	2	5
98	что это	11	4
99	в такой	1	4
100	как будто	1	4
101	а не	14	4
102	где он	1	4
103	но он	1	4
104	с другом	1	4
105	же не	1	4
106	но все	3	4
107	и так	2	4
108	в своей	2	4
109	все его	1	4
110	та же	3	4
111	той или	7	4
112	во всем	2	4
113	во всяком	4	4
114	он как	1	4
115	не о	4	4
116	никогда не	9	4
117	и у	2	4
118	бы в	3	4
119	с другой	6	4
120	или иной	3	4
121	тотчас же	1	4
122	ну так	1	4
123	я в	2	4
124	и без	1	4
125	меня не	1	4
126	только на	3	4
127	его в	1	4
128	сознания и	3	4
129	человек и	1	4
130	с которым	1	4
131	все время	1	4
132	по себе	25	4
133	нет и	1	4
134	как раз	4	4
135	всяком случае	2	4
136	в той	1	4
137	он это	1	4
138	друг с	1	4
139	же и	2	4
140	в мире	2	4
141	что не	7	4
142	между тем	1	4
143	в них	3	4
144	друг другу	3	4
145	еще в	1	4
146	в чем	6	4
147	и вот	6	4
148	его слово	1	4
149	у него	1	4
150	но как	2	4
151	так как	11	4
152	вот я	1	3
153	это я	4	3
154	в ее	1	3
155	было бы	12	3
156	к одному	1	3
157	а с	2	3
158	все эти	2	3
159	ни было	2	3
160	тому же	2	3
161	и говорит	1	3
162	уже не	2	3
163	нет в	1	3
164	в реальном	1	3
165	в виду	5	3
166	сказать что	10	3
167	том что	9	3
168	уже в	1	3
169	друг к	2	3
170	его к	1	3
171	только что	3	3
172	или как	1	3
173	но только	3	3
174	конце концов	3	3
175	с этим	2	3
176	должно быть	3	3
177	такой же	2	3
178	ничего не	17	3
179	во всех	1	3
180	только с	3	3
181	него и	1	3
182	в него	2	3
183	когда он	1	3
184	в котором	4	3
185	это как	1	3
186	не как	2	3
187	к другу	2	3
188	а он	3	3
189	даже и	3	3
190	он только	1	3
191	говорить о	5	3
192	и от	2	3
193	со всеми	1	3
194	вы как	1	3
195	совсем не	1	3
196	а между	1	3
197	этом смысле	3	3
198	нуждается в	3	3
199	одно и	4	3
200	этого не	1	3
201	того что	2	3
202	из них	2	3
203	но так	2	3
204	не могу	4	3
205	что и	3	3
206	мы должны	5	3
207	раз и	2	3
208	другой стороны	4	3
209	это и	4	3
210	это не	9	3
211	и другого	2	2
212	я уже	1	2
213	что оно	5	2
214	его слова	1	2
215	то все	1	2
216	мы можем	4	2
217	о том	4	2
218	а просто	2	2
219	всю жизнь	1	2
220	если и	2	2
221	всех этих	3	2
222	хотя и	4	2
223	с точки	12	2
224	я и	1	2
225	в которой	1	2
226	этого и	1	2
227	мне не	2	2
228	не знаю	1	2
229	по которому	1	2
230	при этом	1	2
231	например в	1	2
232	мире и	1	2
233	почему же	1	2
234	а как	1	2
235	характер и	1	2
236	и та	3	2
237	это уже	1	2
238	и вообще	4	2
239	в душе	1	2
240	как можно	2	2
241	кажется а	1	2
242	так в	1	2
243	в сторону	1	2
244	вместе с	1	2
245	но что	3	2
246	есть только	5	2
247	что вы	1	2
248	и по	1	2
249	и вы	3	2
250	к ней	4	2
251	говорит о	5	2
252	ни в	15	2
253	конечно не	3	2
254	когда она	1	2
255	и тут	3	2
256	мы увидим	2	2
257	к другим	1	2
258	вопрос о	2	2
259	можем сказать	2	2
260	для этого	2	2
261	проникает в	1	2
262	и внешнего	6	2
263	и он	5	2
264	в душу	4	2
265	как все	1	2
266	в дальнейшем	5	2
267	и этот	1	2
268	ли это	3	2
269	и как	7	2
270	этих двух	1	2
271	что тут	2	2
272	я этого	1	2
273	такое же	1	2
274	столь же	1	2
275	это было	2	2
276	уже и	3	2
277	той же	1	2
278	но уже	2	2
279	себя в	1	2
280	что даже	2	2
281	другой как	1	2
282	что все	1	2
283	другу как	3	2
284	с другими	2	2
285	здесь он	1	2
286	его собственные	1	2
287	но эта	3	2
288	вы не	1	2
289	время как	2	2
290	от другого	1	2
291	то в	7	2
292	если я	1	2
293	показать что	1	2
294	но ни	1	2
295	на этом	2	2
296	одна и	2	2
297	в ней	3	2
298	как он	4	2
299	на нее	1	2
300	сам по	6	2
301	себя за	1	2
302	внутреннего и	9	2
303	ни на	6	2
304	бы не	1	2
305	и об	4	2
306	кто же	1	2
307	в своем	5	2
308	не менее	2	2
309	бы и	2	2
310	вообще не	1	2
311	быть и	4	2
312	уже с	1	2
313	сущности не	1	2
314	но я	1	2
315	и ни	6	2
316	тогда и	1	2
317	в последнем	1	2
318	но конечно	2	2
319	с этой	2	2
320	нет ни	2	2
321	он есть	4	2
322	переходит в	1	2
323	из этого	1	2
324	мог бы	2	2
325	чтобы не	2	2
326	но для	1	2
327	в жизни	1	2
328	совсем другое	1	2
329	кажется что	1	2
330	которых я	1	2
331	быть в	2	2
332	жизнь и	3	2
333	себе но	2	2
334	бы они	1	2
335	можно было	5	2
336	хотя бы	6	2
337	на всю	4	2
338	да еще	1	2
339	здесь в	2	2
340	времени и	1	2
341	в которых	2	2
342	эта особенность	1	2
343	в этих	5	2
344	мы с	1	2
345	по своей	1	2
346	сознание и	1	2
347	но именно	1	2
348	мысли в	2	2
349	тому что	3	2
350	и отчасти	1	2
351	точек зрения	3	2
352	не просто	7	2
353	все равно	3	2
354	о них	1	2
355	вас в	1	1
356	его так	1	1
357	он больше	1	1
358	не говорит	4	1
359	как не	2	1
360	не находил	1	1
361	и между	1	1
362	а тогда	1	1
363	этом я	1	1
364	у которого	1	1
365	реально не	2	1
366	кто его	2	1
367	им слов	1	1
368	том или	2	1
369	с самой	1	1
370	и жизнь	1	1
