N	3gram	Bakhtin_Pr_1	KulturaY
1	и т п	13	18
2	для того чтобы	2	15
3	в том что	3	15
4	и т д	1	14
5	с точки зрения	6	9
6	по отношению к	19	8
7	в самом деле	3	7
8	с другой стороны	4	6
9	в этом отношении	2	5
10	до сих пор	1	4
11	не в том	1	4
12	хотя бы в	1	4
13	тем не менее	3	4
14	в этом смысле	3	3
15	о том как	1	3
16	того или иного	2	3
17	можно было бы	3	3
18	в связи с	1	3
19	в свою очередь	1	3
20	не может быть	11	3
21	на самом деле	3	2
22	на то что	1	2
23	в том и	1	2
24	в иных случаях	3	2
25	языка в его	2	2
26	так и в	2	2
27	в свое время	1	2
28	именно в том	1	2
29	а в том	1	2
30	то же время	3	2
31	хотя бы и	1	2
32	и в самом	1	2
33	в то же	3	2
34	к тому что	1	2
35	и может быть	1	1
36	только в этих	1	1
37	что иное как	1	1
38	язык в его	1	1
39	и должны быть	2	1
40	в какой мере	2	1
41	совершенно еще не	1	1
42	иметь в виду	1	1
43	не может но	1	1
44	и является как	1	1
45	не говоря уже	1	1
46	форма должна быть	1	1
47	в настоящее время	1	1
48	в самом широком	1	1
49	идет речь в	1	1
50	имеется в виду	1	1
51	можно и должно	1	1
52	с одной стороны	3	1
53	и в то	2	1
54	в таких случаях	1	1
55	только в той	1	1
56	сами по себе	1	1
57	в отличие от	5	1
58	в строгом смысле	2	1
59	и не столь	1	1
60	вследствие того что	1	1
61	следует что в	1	1
62	всего то что	1	1
63	на этот вопрос	1	1
64	ни в какой	1	1
65	тех пределах в	1	1
66	т п и	1	1
67	в противном случае	3	1
68	и ничего не	1	1
69	и не в	1	1
70	в известной мере	1	1
71	отнюдь не является	1	1
72	позицию по отношению	4	1
73	таким образом есть	1	1
74	в применении к	3	1
75	которые могли бы	1	1
76	в первом случае	1	1
77	не только в	2	1
78	приходится иметь дело	2	1
79	и с точки	1	1
80	к вопросу о	1	1
81	и в его	1	1
82	целом и в	1	1
83	на том основании	1	1
84	с помощью которого	1	1
85	отношению к которому	1	1
86	в тех пределах	1	1
87	ясно что в	1	1
88	притом не только	1	1
89	к своему предмету	1	1
90	в том смысле	1	1
91	а вовсе не	1	1
92	та или иная	1	1
93	не для того	1	1
94	не может возникнуть	1	1
95	только в его	1	1
96	себя самого это	1	1
97	при этом в	1	1
98	лицом к лицу	1	1
99	пределах в каких	1	1
100	между тем как	5	1
101	прежде всего от	1	1
102	том основании что	1	1
103	том смысле что	1	1
104	по аналогии с	1	1
105	далеко не всегда	3	1
106	мы сказали бы	1	1
107	в ее целом	1	1
108	с тем что	1	1
109	и тем самым	2	1
110	языка как такового	1	1
111	той или иной	2	1
112	смысле этого слова	1	1
113	к которому он	1	1
114	или иного отдельного	1	1
115	в большинстве случаев	5	1
116	не что иное	1	1
117	таким образом в	1	1
118	первом и втором	1	1
119	самом широком смысле	1	1
120	все то что	3	1
121	и с его	2	1
122	возможно лишь после	1	1
123	есть таким образом	2	1
124	является как бы	1	1
125	все это можно	1	1
