N	2gram	Tiupa_Anal_2	Dialekti
1	не есть	2	40
2	и не	12	30
3	по себе	2	25
4	т е	2	25
5	и т	1	21
6	и в	16	18
7	точки зрения	4	17
8	ничего не	9	17
9	может быть	6	17
10	в нем	1	16
11	ни в	1	15
12	не имеет	2	15
13	так что	3	15
14	потому что	1	14
15	а не	10	14
16	не только	16	13
17	и даже	9	13
18	то что	7	13
19	что в	2	13
20	в этом	18	12
21	было бы	3	12
22	с точки	2	12
23	если бы	3	12
24	и что	1	12
25	не может	4	12
26	в себе	7	11
27	так как	1	11
28	как бы	10	11
29	все это	4	11
30	то же	4	10
31	несмотря на	3	10
32	прежде всего	3	10
33	сказать что	2	10
34	и то	3	9
35	отнюдь не	8	9
36	стало быть	2	9
37	так и	15	9
38	это не	1	9
39	том что	12	9
40	никогда не	3	9
41	в том	12	9
42	сама по	1	8
43	но это	1	8
44	к нему	1	8
45	совершенно не	1	8
46	также и	1	7
47	и как	1	7
48	что она	2	7
49	как она	1	7
50	той или	3	7
51	вовсе не	2	7
52	но и	12	7
53	его не	1	6
54	хотя бы	1	6
55	в чем	1	6
56	но в	6	6
57	с другой	6	6
58	не в	4	6
59	она не	2	6
60	в то	2	6
61	с ним	2	6
62	никак не	2	6
63	можно сказать	4	6
64	ни с	2	6
65	да и	1	6
66	говорить о	6	5
67	я не	1	5
68	и он	2	5
69	мифа но	1	5
70	в своем	4	5
71	себе не	2	5
72	в противоположность	2	5
73	на то	2	5
74	идеи и	1	5
75	в этих	2	5
76	но если	1	5
77	в отношении	1	5
78	ни о	3	5
79	в виду	1	5
80	можно было	3	5
81	не с	4	5
82	мы должны	1	5
83	говорит о	5	5
84	об отношении	1	5
85	а в	3	5
86	как он	1	4
87	одно и	1	4
88	тут не	1	4
89	об этом	1	4
90	но лишь	1	4
91	нисколько не	1	4
92	по крайней	3	4
93	и более	1	4
94	миф и	2	4
95	только и	1	4
96	же время	2	4
97	не о	2	4
98	к тому	7	4
99	как мы	3	4
100	только то	1	4
101	о том	7	4
102	от него	1	4
103	крайней мере	3	4
104	мы видим	1	4
105	но не	4	4
106	не мешает	1	4
107	в котором	2	4
108	в конце	4	4
109	не говорит	1	4
110	как раз	4	4
111	как это	6	4
112	хотя и	4	4
113	собственно говоря	2	4
114	так же	2	4
115	может и	1	4
116	другой стороны	2	4
117	отношения к	2	3
118	самом деле	1	3
119	действительности и	1	3
120	есть не	1	3
121	все равно	1	3
122	стороны и	1	3
123	более или	1	3
124	но эта	2	3
125	в самом	6	3
126	он не	2	3
127	всех этих	1	3
128	содержит в	3	3
129	что ни	1	3
130	в одну	2	3
131	этом смысле	2	3
132	обе стороны	1	3
133	в них	1	3
134	всегда и	1	3
135	или менее	1	3
136	в их	3	3
137	что я	1	3
138	при условии	1	3
139	даже в	2	3
140	тому что	1	3
141	вплоть до	1	3
142	на себе	3	3
143	но только	1	3
144	в разных	1	3
145	в сознании	4	3
146	только с	1	3
147	уже и	2	3
148	могут быть	10	3
149	указывает на	1	3
150	и о	1	3
151	жизнь и	1	3
152	нуждается в	1	3
153	что и	3	3
154	один из	2	3
155	только в	4	3
156	только на	3	3
157	или иной	3	3
158	даже не	1	3
159	и из	1	3
160	еще и	1	3
161	и потому	1	3
162	в данном	8	3
163	что же	1	3
164	в его	2	3
165	тех или	2	3
166	не является	1	3
167	и все	3	3
168	или нет	1	3
169	бы в	3	3
170	еще более	2	3
171	только что	1	3
172	отношении к	1	3
173	состоит из	1	3
174	была бы	2	3
175	о чем-то	1	3
176	и больше	1	2
177	почти все	1	2
178	в полной	1	2
179	мне не	1	2
180	быть в	1	2
181	как один	1	2
182	из этих	1	2
183	и всякий	1	2
184	себе и	1	2
185	этой стороны	1	2
186	что касается	3	2
187	о самом	1	2
188	светом и	1	2
189	бы и	1	2
190	не был	3	2
191	все эти	1	2
192	к самому	1	2
193	тому же	4	2
194	в первую	1	2
195	не как	1	2
196	на этом	4	2
197	в каждом	1	2
198	в мире	6	2
199	это было	2	2
200	мы имеем	3	2
201	с этой	1	2
202	как и	14	2
203	и тогда	1	2
204	со всей	1	2
205	и при	1	2
206	в своей	2	2
207	то он	1	2
208	ко всему	1	2
209	не должна	1	2
210	для нее	2	2
211	не знает	3	2
212	раз и	1	2
213	не менее	4	2
214	и другое	1	2
215	как о	3	2
216	дело не	2	2
217	к ним	1	2
218	и является	4	2
219	из того	1	2
220	этом отношении	3	2
221	отличается от	1	2
222	сторону и	2	2
223	в другом	1	2
224	есть миф	1	2
225	но к	1	2
226	метафизика и	1	2
227	каждом из	1	2
228	том или	2	2
229	грань между	2	2
230	вслед за	2	2
231	того что	2	2
232	что здесь	1	2
233	ничего нового	1	2
234	зная что	1	2
235	с ними	3	2
236	с одной	5	2
237	в качестве	11	2
238	же и	1	2
239	уже не	4	2
240	то и	1	2
241	как более	1	2
242	из них	3	2
243	для него	4	2
244	и их	2	2
245	со стороны	3	2
246	как у	1	2
247	тот кто	2	2
248	именно в	3	2
249	здесь в	2	2
250	с той	2	2
251	с ней	1	2
252	а главное	1	2
253	о чем	2	2
254	он и	2	2
255	в частности	16	2
256	объекта и	2	2
257	как в	4	2
258	одной стороны	4	2
259	еще не	2	2
260	такой же	1	2
261	и для	2	2
262	я всегда	2	2
263	просто не	1	2
264	тем более	1	2
265	не будучи	1	2
266	ни к	1	2
267	я в	3	2
268	а о	1	2
269	они были	1	2
270	в отдельности	1	2
271	что даже	1	2
272	точно так	1	2
273	к этому	2	2
274	этой точки	1	2
275	и наиболее	1	1
276	я и	3	1
277	а между	1	1
278	как известно	1	1
279	речь идет	2	1
280	неотделима от	1	1
281	не становится	1	1
282	как миф	1	1
283	выражения в	1	1
284	при чтении	1	1
285	бы для	1	1
286	мере в	1	1
287	перед лицом	2	1
288	тем же	1	1
289	к другому	1	1
290	и до	2	1
291	то самое	1	1
292	той же	2	1
293	а как	2	1
294	из этого	1	1
295	почему мы	1	1
296	что иное	1	1
297	на себя	5	1
298	почти исключительно	1	1
299	но даже	1	1
300	частный случай	1	1
301	проявляется в	3	1
302	на последнем	1	1
303	и самого	1	1
304	иное как	1	1
305	столь же	4	1
306	от себя	1	1
307	во всех	4	1
308	во внешнем	1	1
309	в ее	1	1
310	не требует	1	1
311	совсем не	1	1
312	в сторону	5	1
313	один и	1	1
314	что хотя	1	1
315	себя за	1	1
316	данный момент	1	1
317	из уст	1	1
318	в связи	1	1
319	дело мне	1	1
320	во вне	1	1
321	когда он	1	1
322	этого ни	1	1
323	и наконец	1	1
324	его к	1	1
325	а со	1	1
326	и к	5	1
327	если наконец	1	1
328	следующим образом	1	1
329	не приходится	1	1
330	в которой	1	1
331	так или	1	1
332	бы не	1	1
333	он состоит	1	1
334	по преимуществу	4	1
335	с их	2	1
336	говорит не	1	1
337	проникает в	1	1
338	если он	1	1
339	в наших	1	1
340	и если	3	1
341	вообще не	2	1
342	с чем	1	1
343	при этом	10	1
344	было с	1	1
345	зрительный образ	1	1
346	и эти	1	1
347	в понимании	1	1
348	свою собственную	1	1
349	к одному	1	1
350	не к	1	1
351	в силу	1	1
352	полной мере	1	1
353	и по	1	1
354	так например	2	1
355	или иных	2	1
356	таким образом	2	1
357	по его	1	1
358	я вам	1	1
359	что все	2	1
360	же не	2	1
361	в состоянии	2	1
362	здесь он	1	1
363	мы уже	1	1
364	них не	2	1
365	по смыслу	1	1
366	то есть	9	1
367	его в	2	1
368	ли он	1	1
369	за собою	2	1
370	первую очередь	1	1
371	то все	1	1
372	с жизнью	1	1
373	и тем	4	1
374	в жизни	1	1
375	как самостоятельное	1	1
376	далеко не	1	1
377	в этой	9	1
378	этого не	1	1
379	место и	1	1
380	со своими	1	1
381	в сон	1	1
382	говорится о	1	1
383	жизни но	2	1
384	сказал он	1	1
385	христианской мифологии	1	1
386	сосредоточиться на	1	1
387	но я	1	1
388	имеет место	4	1
389	взгляд на	1	1
390	вдумаемся в	1	1
391	в такой	1	1
392	с идеей	1	1
393	ли и	1	1
394	место в	3	1
395	миф о	1	1
396	показалось странным	1	1
397	которые в	1	1
398	сами по	1	1
399	тем не	3	1
400	еще раз	1	1
401	ставит себя	1	1
402	зрения и	1	1
