N	3gram	Bakhtin_Pr_3	Tvorches
1	преступлении и наказании	2	10
2	в преступлении и	2	10
3	то же время	5	7
4	в то же	5	7
5	в братьях карамазовых	2	6
6	в соответствии с	2	4
7	в творчестве достоевского	5	4
8	легенда о великом	1	3
9	по отношению к	1	3
10	в записках из	1	3
11	до сих пор	5	3
12	записках из подполья	1	3
13	о великом инквизиторе	1	3
14	не может быть	1	3
15	в одной из	1	2
16	и не может	1	2
17	и в то	2	2
18	в отличие от	1	2
19	в произведениях достоевского	1	2
20	по крайней мере	1	2
21	в известной мере	2	2
22	в xix веке	1	2
23	во всяком случае	1	2
24	с другой стороны	1	2
25	записки из подполья	2	2
26	так и в	2	2
27	о том что	2	2
28	в целом и	1	2
29	в том что	3	2
30	нет и не	1	1
31	хотя и не	1	1
32	мы уже говорили	2	1
33	записок из подполья	1	1
34	в том числе	11	1
35	сих пор еще	2	1
36	в конце рассказа	1	1
37	творчестве достоевского в	1	1
38	гофмана и др	1	1
39	в нем и	1	1
40	также восходит к	1	1
41	в дальнейшем мы	1	1
42	он ни был	1	1
43	и далее я	1	1
44	например в романе	1	1
45	является одним из	1	1
46	а не то	1	1
47	и в дальнейшем	2	1
48	а может быть	1	1
49	нужно сказать что	2	1
50	униженных и оскорбленных	1	1
51	можно было бы	1	1
52	отношение к этому	1	1
53	об этом не	1	1
54	не то что	3	1
55	в применении к	1	1
56	в них нет	1	1
57	но в то	1	1
58	полное представление о	1	1
59	но при этом	1	1
60	достоевский строит в	1	1
61	князя мышкина и	1	1
62	это одна из	1	1
63	ивана карамазова с	2	1
64	это своего рода	2	1
65	той или иной	1	1
66	в связи с	1	1
67	у достоевского мы	1	1
68	в мире и	1	1
69	при всей их	1	1
70	у достоевского можно	1	1
71	потому что они	1	1
72	а у достоевского	1	1
73	в иване карамазове	1	1
74	в рассказе бобок	1	1
75	человечества и в	1	1
76	в нем нет	3	1
77	в этих сценах	1	1
78	и никогда не	1	1
79	с самого начала	3	1
80	в униженных и	1	1
81	именно потому что	1	1
82	том числе и	10	1
83	или во всяком	1	1
84	бы он ни	1	1
85	себя самого в	1	1
86	то есть его	1	1
87	xviii века и	2	1
88	в каждом из	3	1
89	и прежде всего	5	1
90	в предисловии к	1	1
91	большое влияние на	2	1
92	в какой-то мере	4	1
93	как и в	3	1
94	одной из форм	1	1
