N	3gram	Potebnia_M_3	Literetu
1	то же время	5	9
2	в то же	5	9
3	не может быть	3	7
4	с одной стороны	3	6
5	в том что	16	5
6	с другой стороны	4	4
7	в этом отношении	2	3
8	в данном случае	1	3
9	в том чтобы	2	3
10	по отношению к	5	3
11	на наш взгляд	1	3
12	о том что	1	2
13	не говоря уже	1	2
14	подобно тому как	2	2
15	говоря уже о	1	2
16	и т п	2	2
17	за то что	1	2
18	по крайней мере	5	2
19	одно и то	5	2
20	в первый раз	1	2
21	и то же	5	2
22	в свое время	1	2
23	в разговоре с	1	2
24	тем не менее	3	2
25	нам остается только	1	1
26	которые не могут	1	1
27	с мудростью и	1	1
28	то же самое	1	1
29	одной стороны и	1	1
30	тем что в	1	1
31	вместе с тем	4	1
32	если б мы	1	1
33	что он не	3	1
34	только то что	1	1
35	не могут быть	2	1
36	из того что	1	1
37	состоит не в	1	1
38	вместе с ним	1	1
39	до тех пор	1	1
40	и то что	1	1
41	ничего общего с	1	1
42	но мы чувствуем	1	1
43	меняется вместе с	1	1
44	потому что а	1	1
45	не в том	5	1
46	пути по которому	1	1
47	это и не	1	1
48	все то что	1	1
49	а в том	5	1
50	и в новом	1	1
51	мы не можем	2	1
52	имея в виду	1	1
53	в свою очередь	3	1
54	что в ней	2	1
55	на самом деле	1	1
56	то же в	1	1
57	том что этот	1	1
58	не только не	2	1
59	после того как	1	1
60	к тому что	2	1
61	то он легко	1	1
62	быть не может	1	1
63	для того чтобы	3	1
64	в себе не	2	1
65	том что только	1	1
66	можно сказать и	1	1
67	как мы видели	1	1
68	и не менее	1	1
