N	3gram	Losev_Dial_1	Myslijsy
1	то что я	2	7
2	в том что	7	7
3	по крайней мере	4	5
4	не может быть	3	5
5	само по себе	5	5
6	о том что	2	5
7	а между тем	1	4
8	то же самое	1	4
9	до сих пор	2	4
10	и т п	2	4
11	сам по себе	6	4
12	и в этом	3	4
13	можно сказать что	3	4
14	на то что	4	4
15	для того чтобы	1	4
16	тем не менее	1	4
17	на самом деле	2	3
18	с точки зрения	12	3
19	во всяком случае	2	3
20	и т д	19	3
21	когда мы говорим	1	3
22	то же время	4	3
23	не есть только	1	3
24	в то же	4	3
25	что иное как	1	2
26	только потому что	3	2
27	что если бы	1	2
28	то и другое	2	2
29	бы не было	1	2
30	только в том	1	2
31	если бы не	1	2
32	до известной степени	1	2
33	сами по себе	1	2
34	в этих случаях	1	2
35	и это есть	1	2
36	есть то что	1	2
37	мы имеем дело	1	2
38	можно сравнить с	1	2
39	так или иначе	1	2
40	не в том	1	2
41	это не значит	1	2
42	то что она	1	2
43	а в том	1	2
44	мы говорим не	2	2
45	не что иное	1	2
46	можем сказать что	2	2
47	но уже и	2	1
48	заметим только что	1	1
49	и есть то	1	1
50	хотя и не	1	1
51	так что не	1	1
52	что же касается	1	1
53	в себе никаких	1	1
54	если бы все	1	1
55	мы говорим что	2	1
56	дело в том	1	1
57	и той же	1	1
58	но так как	1	1
59	так что в	1	1
60	и еще более	1	1
61	и то и	2	1
62	то что человек	1	1
63	все это происходит	1	1
64	в виду что	1	1
65	можно говорить о	1	1
66	и быть может	1	1
67	не имеет никакого	3	1
68	и та же	2	1
69	не было бы	2	1
70	в этом отношении	2	1
71	того и другого	1	1
72	что в нем	3	1
73	нет различия между	1	1
74	точно так же	2	1
75	другой стороны в	1	1
76	что все это	1	1
77	нечто совсем другое	1	1
78	если же он	1	1
79	и не в	1	1
80	значит одно а	1	1
81	может быть и	3	1
82	сказать что в	1	1
83	ничего общего с	3	1
84	если бы мы	1	1
85	с одной стороны	2	1
86	стало быть и	1	1
87	на первый взгляд	1	1
88	в связи с	1	1
89	если она и	1	1
90	как один из	2	1
91	и в отношении	1	1
92	то стало быть	1	1
93	незаметно для нас	1	1
94	а о том	1	1
95	бы это было	1	1
96	но так что	1	1
97	друг к другу	2	1
98	он есть нечто	1	1
99	одна и та	2	1
100	с другой стороны	4	1
101	на что не	2	1
102	такое же отношение	1	1
103	той или другой	4	1
104	сих пор не	1	1
105	это было бы	1	1
106	и стало быть	2	1
107	есть не что	1	1
108	иметь в виду	3	1
109	было бы совершенно	1	1
110	стало быть в	1	1
111	в то время	1	1
112	сказать что эти	1	1
113	в том чтобы	1	1
114	никогда не может	2	1
115	идеального и реального	1	1
116	с самого начала	1	1
117	только сказать что	1	1
118	что это не	1	1
119	если бы они	1	1
120	друг от друга	1	1
121	заметить что в	1	1
122	к тому что	2	1
123	образа и идеи	1	1
124	одной и той	1	1
125	том что такое	1	1
126	мы замечаем что	1	1
127	дело не в	1	1
128	в сравнении с	1	1
129	в них не	1	1
130	тех и других	1	1
131	точки зрения той	1	1
132	но и к	1	1
