N	2gram	Vygotskiy__2	Analitik
1	литературного произведения	1	41
2	в качестве	1	31
3	может быть	18	29
4	в том	37	27
5	не может	17	22
6	и не	10	21
7	в частности	3	19
8	и в	32	18
9	но и	10	17
10	а не	7	17
11	отнюдь не	5	15
12	не только	12	15
13	художественного впечатления	2	14
14	не в	8	14
15	в этом	13	13
16	как и	10	13
17	в его	2	13
18	при этом	13	12
19	том что	21	12
20	в себе	2	11
21	то есть	21	11
22	состоит в	3	11
23	эстетического объекта	2	11
24	но не	2	10
25	то же	13	9
26	иначе говоря	4	9
27	в то	5	9
28	а в	4	9
29	произведение искусства	1	9
30	есть не	4	8
31	в принципе	1	8
32	но в	3	8
33	в той	1	8
34	не есть	1	8
35	том чтобы	3	7
36	произведения как	2	7
37	тем самым	1	7
38	к тому	7	7
39	художественного восприятия	1	7
40	этого слова	1	7
41	мы имеем	4	6
42	в сущности	7	6
43	отличие от	2	6
44	в самом	12	6
45	это не	2	6
46	далеко не	5	6
47	точки зрения	17	6
48	в своей	3	6
49	в отличие	1	6
50	в основе	11	6
51	должен быть	1	6
52	в себя	1	6
53	времени и	1	6
54	же время	2	6
55	только в	7	6
56	то что	21	6
57	прежде всего	1	6
58	художественного произведения	5	5
59	в их	3	5
60	что иное	1	5
61	и на	5	5
62	иное как	1	5
63	и как	7	5
64	в произведении	4	5
65	в целом	4	5
66	в этой	6	5
67	и его	7	5
68	о том	6	5
69	сводится к	2	5
70	и того	1	5
71	между тем	4	5
72	такого рода	1	5
73	как бы	6	5
74	художественное произведение	6	5
75	что в	20	5
76	того же	2	4
77	не что	1	4
78	из того	2	4
79	столь же	4	4
80	более чем	1	4
81	все же	4	4
82	сознания в	1	4
83	тому же	1	4
84	не следует	1	4
85	с другими	2	4
86	с точки	10	4
87	и другого	3	4
88	и более	4	4
89	по себе	12	4
90	имеем дело	1	4
91	в области	1	4
92	ни в	2	4
93	могут быть	4	4
94	так и	3	4
95	не с	1	4
96	в другом	1	4
97	на вопрос	2	4
98	с другой	3	4
99	в конечном	3	4
100	искусства в	5	4
101	того что	8	4
102	дело с	8	4
103	уже не	1	4
104	конечном счете	3	4
105	для того	13	4
106	с другим	1	4
107	именно в	1	4
108	себя и	1	4
109	вместе с	2	4
110	из которых	2	4
111	исходя из	1	4
112	как предмет	1	4
113	не более	1	4
114	ни было	1	4
115	как известно	1	3
116	и т	10	3
117	одним из	1	3
118	таком случае	1	3
119	мере в	1	3
120	место в	2	3
121	бы то	2	3
122	если в	2	3
123	в художественном	6	3
124	что как	1	3
125	однако не	2	3
126	и к	3	3
127	в нашем	1	3
128	как он	2	3
129	в нем	4	3
130	он не	6	3
131	вследствие этого	1	3
132	в силу	1	3
133	подобно тому	2	3
134	таким образом	21	3
135	то ни	2	3
136	не будет	1	3
137	того или	3	3
138	смысл и	2	3
139	в котором	1	3
140	разного рода	1	3
141	всякий раз	2	3
142	при рассмотрении	1	3
143	однако в	1	3
144	дело не	1	3
145	того чтобы	14	3
146	т п	8	3
147	того и	2	3
148	о нем	1	3
149	в таком	2	3
150	как будто	7	3
151	не могут	3	3
152	в собственном	1	3
153	если бы	6	3
154	означает что	1	3
155	к нему	2	3
156	с его	2	3
157	еще не	2	3
158	это означает	2	3
159	с одной	1	3
160	вопроса о	1	3
161	обратиться к	1	3
162	что и	17	3
163	одной стороны	1	3
164	а с	2	3
165	что не	3	3
166	смысла и	1	3
167	произведения искусства	4	3
168	тому как	3	3
169	быть не	1	3
170	что мы	1	3
171	произведении искусства	1	3
172	она может	1	3
173	и все	4	3
174	хотя бы	3	3
175	будто бы	1	3
176	читателя не	1	3
177	что он	13	3
178	или иного	2	3
179	говоря о	1	2
180	отношения к	1	2
181	не остается	2	2
182	самом деле	16	2
183	на самом	5	2
184	он может	1	2
185	в первом	1	2
186	едва ли	4	2
187	также и	2	2
188	той же	8	2
189	а как	1	2
190	на место	1	2
191	и то	3	2
192	и эстетики	1	2
193	данном случае	4	2
194	искусство в	2	2
195	отношение к	2	2
196	не просто	1	2
197	за пределы	1	2
198	как говорит	3	2
199	и процессы	2	2
200	что именно	3	2
