N	2gram	Tiupa_Narr_1	Problema
1	то есть	9	39
2	то что	9	38
3	и не	23	37
4	и в	11	35
5	не только	31	24
6	сказать что	2	24
7	том что	7	19
8	у нас	3	18
9	о том	4	18
10	может быть	15	18
11	в этом	12	17
12	и вообще	1	16
13	но и	27	16
14	такого рода	10	15
15	что мы	2	14
16	только в	12	14
17	не менее	3	13
18	потому что	5	13
19	не может	8	13
20	во всяком	2	13
21	также и	3	12
22	тем не	3	12
23	того что	4	12
24	в том	8	12
25	хотя бы	2	12
26	не просто	1	11
27	не будет	2	11
28	никак не	2	11
29	значения и	2	11
30	и даже	2	11
31	прежде всего	4	11
32	что в	3	11
33	в таком	2	11
34	и то	3	10
35	еще не	4	10
36	всяком случае	2	10
37	ничего не	2	10
38	и с	3	10
39	а не	13	10
40	в данном	11	10
41	да и	2	10
42	тем более	1	10
43	есть знак	1	10
44	едва ли	3	9
45	в этой	6	9
46	пока еще	1	9
47	только на	2	9
48	для нас	1	9
49	этого термина	1	8
50	значение и	1	8
51	тут же	1	8
52	все же	4	8
53	по себе	4	8
54	ясно что	1	8
55	в виду	1	8
56	уже не	8	8
57	как раз	6	8
58	только о	1	8
59	тоже не	1	7
60	мы не	3	7
61	тем самым	5	7
62	не имеет	2	7
63	не является	3	7
64	в конце	2	7
65	так и	5	7
66	казалось бы	2	7
67	в его	6	7
68	так как	1	7
69	и т	1	6
70	мы и	1	6
71	с другой	2	6
72	но как	3	6
73	а только	1	6
74	но в	7	6
75	на то	2	6
76	т д	1	6
77	по крайней	1	6
78	можно ли	1	6
79	мы можем	2	6
80	не о	2	6
81	как будто	3	6
82	крайней мере	1	6
83	же самое	2	6
84	можно сказать	5	6
85	в области	2	6
86	а именно	1	6
87	о чем	4	6
88	но это	1	6
89	при условии	1	6
90	и для	2	6
91	не существует	3	6
92	в то	4	6
93	то же	8	5
94	между собой	2	5
95	по своему	2	5
96	отнюдь не	2	5
97	с этим	1	5
98	в самом	6	5
99	в себе	6	5
100	с другими	1	5
101	но уже	1	5
102	как и	13	5
103	и уж	1	5
104	раз и	1	5
105	это то	1	5
106	связи с	2	5
107	будто бы	1	5
108	той или	5	5
109	указывает на	1	5
110	как мы	2	5
111	данном случае	8	5
112	и на	5	5
113	с одной	1	5
114	одной стороны	1	5
115	или иной	4	5
116	еще и	1	5
117	что не	2	5
118	другой стороны	2	5
119	в частности	14	5
120	так же	1	5
121	в связи	2	5
122	или другой	1	5
123	и все	3	5
124	самом деле	3	4
125	на самом	1	4
126	человеческой речи	1	4
127	и есть	1	4
128	не вполне	2	4
129	и самого	2	4
130	но не	4	4
131	не все	1	4
132	в своем	3	4
133	и как	3	4
134	более или	1	4
135	что она	1	4
136	но именно	3	4
137	их в	3	4
138	таким образом	1	4
139	и тем	4	4
140	далеко не	1	4
141	которой он	1	4
142	или менее	1	4
143	в этих	2	4
144	для каждого	1	4
145	до сих	2	4
146	что на	4	4
147	и о	3	4
148	если бы	7	4
149	и здесь	1	4
150	и только	2	4
151	значение в	1	4
152	тот же	1	4
153	что он	3	4
154	не можем	1	4
155	то и	1	4
156	представить себе	1	4
157	случае не	1	4
158	нами не	2	4
159	тем что	1	4
160	ни о	2	4
161	если не	2	4
162	как бы	6	4
163	слова и	1	4
164	сих пор	2	4
165	все это	1	4
166	тут тоже	1	4
167	в результате	2	4
168	а в	13	4
169	не говоря	1	4
170	это и	1	3
171	в их	1	3
172	мы уже	1	3
173	язык как	2	3
174	что иное	1	3
175	но даже	1	3
176	мы еще	1	3
177	не отличается	1	3
178	в нашем	3	3
179	нельзя было	1	3
180	хотя и	4	3
181	не было	3	3
182	и к	1	3
183	что слово	1	3
184	только то	1	3
185	в целом	3	3
186	бы не	1	3
187	из этих	4	3
188	но ведь	1	3
189	и тот	1	3
190	в случае	2	3
191	при этом	19	3
192	и по	1	3
193	то ни	1	3
194	лишь в	3	3
195	его в	1	3
196	для них	2	3
197	все равно	2	3
198	с тем	1	3
199	в слове	3	3
200	лет назад	1	3
201	и тоже	1	3
202	и того	2	3
203	или точнее	1	3
204	оказывается что	1	3
205	должны были	1	3
206	тому что	1	3
207	одна из	4	3
208	и притом	2	3
209	слова как	1	3
210	и является	2	3
211	мы бы	1	3
212	не знаем	1	3
213	не знает	1	3
214	оно не	2	3
215	если же	1	3
216	она не	2	3
217	на том	1	3
218	он сам	3	3
219	для этого	1	3
220	иное как	1	3
221	внимание на	4	3
222	в значительной	1	3
223	нас в	2	3
224	которые мы	1	3
225	и наконец	1	3
226	предмета и	1	3
227	один из	6	3
228	ли он	1	3
229	и всякий	1	3
230	уже в	1	3
231	или даже	1	3
232	указание на	1	3
233	для того	3	3
234	это будет	1	3
235	даже не	1	3
236	же о	1	3
237	что для	1	3
238	без которых	1	3
239	как именно	1	3
240	тому как	3	3
241	структура и	1	3
242	к тому	6	3
243	и от	2	3
244	о котором	1	3
245	то не	1	3
246	точно так	1	3
247	все что	2	3
248	речь идет	3	2
249	чтобы не	1	2
250	не имел	1	2
251	в зависимости	2	2
252	той же	1	2
253	и само	1	2
254	связаны между	1	2
255	из которых	1	2
256	зависимости от	2	2
257	в ней	4	2
258	но при	3	2
259	столько же	2	2
260	представляет собой	8	2
261	здесь не	2	2
262	бы то	1	2
263	во всех	1	2
264	от его	1	2
265	не то	1	2
266	друг от	1	2
267	один и	2	2
268	которые не	1	2
269	в той	2	2
270	знак предполагает	1	2
271	перед нами	5	2
272	отношение между	1	2
273	значения как	1	2
274	тут и	1	2
275	роль в	2	2
276	не годится	1	2
277	во многих	1	2
278	человек не	1	2
279	он не	3	2
280	языка как	1	2
281	в корне	1	2
282	содержит в	1	2
