N	2gram	Vygotskiy__1	Tvorches
1	и в	31	20
2	и т	26	13
3	не только	13	13
4	т д	8	11
5	никогда не	8	11
6	как бы	5	11
7	таким образом	20	10
8	в то	5	10
9	в его	6	10
10	и его	7	9
11	там же	2	9
12	с там	1	9
13	и не	16	9
14	при этом	19	8
15	и с	2	8
16	в том	30	8
17	может быть	22	8
18	в этом	12	8
19	прежде всего	4	8
20	но и	2	8
21	то же	5	7
22	это не	1	7
23	представление о	3	7
24	потому что	10	7
25	не может	17	7
26	что в	23	7
27	в целом	5	6
28	как и	16	6
29	в своей	3	6
30	что он	7	6
31	так и	3	6
32	в конце	3	6
33	у него	4	6
34	именно в	1	6
35	а не	13	6
36	все это	8	6
37	например в	3	5
38	еще не	1	5
39	и на	1	5
40	но не	3	5
41	все же	5	5
42	в этой	3	5
43	в мире	1	5
44	то есть	26	5
45	о том	7	5
46	и даже	6	5
47	в творчестве	1	5
48	но это	3	5
49	так же	12	5
50	мы не	12	4
51	что они	2	4
52	отнюдь не	6	4
53	как в	9	4
54	хотя и	3	4
55	когда он	2	4
56	но в	3	4
57	за собой	1	4
58	не в	11	4
59	на его	1	4
60	что она	6	4
61	что у	3	4
62	об этом	1	4
63	соответствии с	1	4
64	показывает что	5	4
65	в черновиках	1	4
66	если бы	6	4
67	тем самым	2	4
68	литературной традиции	3	4
69	ничего не	2	4
70	в духе	1	4
71	в известной	1	4
72	в чем	2	4
73	мы видим	5	4
74	а в	6	4
75	и потому	2	4
76	и от	2	4
77	том что	16	4
78	но у	1	4
79	же как	4	3
80	человека и	2	3
81	по мнению	2	3
82	х годов	5	3
83	самой своей	1	3
84	а с	1	3
85	тогда как	1	3
86	в одной	3	3
87	в себе	4	3
88	в нем	2	3
89	он не	3	3
90	евгения онегина	1	3
91	у пушкина	3	3
92	человека в	1	3
93	а затем	1	3
94	его в	2	3
95	и мы	1	3
96	в самом	11	3
97	в котором	4	3
98	в их	1	3
99	однако этот	1	3
100	в которых	3	3
101	своего рода	1	3
102	одна из	4	3
103	казалось бы	2	3
104	и это	3	3
105	быть может	1	3
106	с ним	2	3
107	до сих	3	3
108	между тем	4	3
109	уже не	2	3
110	для него	1	3
111	так как	18	3
112	то что	32	3
113	как у	1	3
114	и др	1	3
115	в рассказе	1	3
116	в свете	1	3
117	вместе с	8	3
118	в область	2	3
119	несколько раз	1	3
120	с этой	4	3
121	сих пор	3	3
122	один из	4	3
123	не является	5	3
124	по самой	2	3
125	жизни в	1	3
126	одной из	1	3
127	в своих	4	3
128	к этому	4	3
129	в таком	3	3
130	таком случае	2	2
131	самом деле	9	2
132	от этой	1	2
133	и есть	5	2
134	по преимуществу	1	2
135	этот факт	1	2
136	я не	1	2
137	в ее	5	2
138	нет и	1	2
139	так что	5	2
140	и поэтому	2	2
141	и наконец	1	2
142	от ее	1	2
143	имеет в	2	2
144	в которой	4	2
145	очень важным	1	2
146	т п	16	2
147	тому же	3	2
148	во многих	1	2
149	и если	4	2
150	идей и	1	2
151	в статье	1	2
152	едва ли	1	2
153	и сколько	1	2
154	и по	3	2
155	по словам	1	2
156	том же	2	2
157	говорил что	1	2
158	при помощи	20	2
159	особенно в	1	2
160	он же	2	2
161	которой он	1	2
162	такой же	2	2
163	эстетический эффект	1	2
164	и еще	1	2
165	в такой	2	2
166	в отличие	3	2
167	что я	4	2
168	одном из	2	2
169	точку зрения	3	2
170	их в	2	2
171	не могли	1	2
172	что этот	1	2
173	между людьми	1	2
174	эффект это	1	2
175	не менее	2	2
176	из нас	2	2
177	как о	1	2
178	в процессе	5	2
179	другой стороны	5	2
180	что на	3	2
181	у нас	4	2
182	могут быть	11	2
183	ли не	1	2
184	как по	1	2
185	действия и	2	2
186	приводит к	2	2
187	роль в	3	2
188	только через	1	2
189	глубже в	1	2
190	действующих лиц	1	2
191	сводится к	1	2
192	и что	8	2
