N	3gram	Tiupa_Disk_1	Myshleni
1	в том что	13	31
2	заключается в том	1	14
3	с точки зрения	1	11
4	с одной стороны	9	9
5	в этом смысле	1	8
6	с другой стороны	3	8
7	то же самое	2	7
8	в этом отношении	1	7
9	одно и то	1	6
10	и то же	1	6
11	и того же	2	5
12	одного и того	2	5
13	и тому же	1	4
14	тем же словом	1	4
15	в первую очередь	1	4
16	на то что	1	4
17	к одному и	1	4
18	одному и тому	1	4
19	состоит в том	2	3
20	в этом случае	1	3
21	вместе с тем	1	3
22	в равной мере	1	3
23	одним и тем	1	3
24	и тем же	1	3
25	во всяком случае	1	3
26	в связи с	1	3
27	о том что	5	3
28	и те же	1	3
29	речь идет о	1	3
30	одни и те	1	3
31	в том числе	2	2
32	одной стороны и	2	2
33	и не только	2	2
34	только в том	2	2
35	в отличие от	4	2
36	к тому или	1	2
37	том числе и	2	2
38	а с другой	3	2
39	в целом и	1	2
40	содержит в себе	1	2
41	в данном случае	2	2
42	в том чтобы	2	2
43	то что они	1	2
44	в следующей главе	1	2
45	в целом ряде	1	2
46	в свое время	1	2
47	между собой и	1	2
48	в свою очередь	3	2
49	подобно тому как	2	2
50	тому или иному	1	2
51	как мы видели	1	2
52	по своей природе	2	1
53	том что в	2	1
54	на том что	1	1
55	тому на что	1	1
56	представляет собой не	1	1
57	потому что в	1	1
58	прежде всего в	1	1
59	далеко не все	1	1
60	не говоря уже	2	1
61	на самом деле	1	1
62	идти этим путем	1	1
63	и даже не	1	1
64	том что на	1	1
65	внимание на то	1	1
66	о том как	1	1
67	том случае если	1	1
68	что он не	1	1
69	и т.п но	3	1
70	до сих пор	1	1
71	что с помощью	1	1
72	лежат в основе	1	1
73	здесь в области	1	1
74	значении этого слова	1	1
75	говоря уже о	2	1
76	следующим образом в	1	1
77	в том случае	1	1
78	не совпадают с	1	1
79	мысли и ее	2	1
80	далеко не всегда	1	1
81	не только в	2	1
82	по своему происхождению	2	1
83	при этом он	1	1
84	мы имеем дело	2	1
85	и как бы	3	1
86	имея в виду	1	1
87	имеем дело с	1	1
88	что к этому	1	1
89	одновременно с этим	1	1
90	равной мере и	1	1
91	к тому же	4	1
92	таким же образом	1	1
93	особое внимание на	1	1
94	согласно которому в	1	1
95	не может быть	3	1
96	едва ли не	2	1
97	ситуации в которой	1	1
98	по себе не	2	1
99	при этом как	1	1
100	только то что	1	1
101	по отношению к	9	1
102	так например в	1	1
103	интересуют в первую	1	1
104	в этом же	1	1
105	выступает в качестве	1	1
106	с самого начала	1	1
107	в данной главе	1	1
108	но все же	1	1
109	можно сказать что	2	1
110	к которому он	1	1
111	оно имеет свою	1	1
112	тех или иных	1	1
113	тем не менее	1	1
114	том что он	1	1
115	по мере его	1	1
116	том что хотя	1	1
117	может быть в	1	1
118	как и в	1	1
119	но и к	1	1
