N	3gram	Tiupa_Anal_3	Psycholo
1	для того чтобы	1	19
2	в том что	7	14
3	с одной стороны	2	12
4	в сущности говоря	1	8
5	в зависимости от	1	6
6	о том что	5	6
7	заключается в том	1	6
8	в самом деле	1	5
9	до сих пор	1	5
10	с другой стороны	5	5
11	тот факт что	1	4
12	а с другой	1	4
13	и как бы	1	4
14	не только не	3	4
15	сам по себе	1	3
16	на этот вопрос	1	3
17	в этом отношении	3	3
18	и того же	3	2
19	что иное как	1	2
20	и той же	2	2
21	одного и того	3	2
22	в этом случае	1	2
23	с точки зрения	2	2
24	в отличие от	2	2
25	обратить внимание на	1	2
26	есть одна из	1	2
27	одной и той	2	2
28	том что мы	1	2
29	в данном случае	3	2
30	в том чтобы	1	2
31	не только в	1	2
32	само по себе	1	2
33	не может быть	1	2
34	вопрос о том	1	2
35	не что иное	1	2
36	той или иной	3	2
37	можно сказать что	2	2
38	до тех пор	1	2
39	друг от друга	1	2
40	совершенно очевидно что	2	2
41	как бы в	1	2
42	на самом деле	1	2
43	именно потому что	1	2
44	и в сущности	1	1
45	мы будем иметь	1	1
46	дело в том	2	1
47	ощущать себя в	1	1
48	из этих трех	1	1
49	по отношению к	7	1
50	требует от нас	1	1
51	одной из этих	1	1
52	в этом смысле	1	1
53	одном из двух	1	1
54	том что он	2	1
55	а в том	2	1
56	до известной степени	3	1
57	что он не	1	1
58	естественно вытекают из	1	1
59	каждом отдельном случае	1	1
60	с ними в	1	1
61	в основе своей	1	1
62	по крайней мере	4	1
63	как если бы	1	1
64	в эстетический объект	1	1
65	в применении к	1	1
66	в противоречие с	1	1
67	и тот же	1	1
68	в себя и	1	1
69	принадлежат к числу	1	1
70	в произведении искусства	1	1
71	не могут быть	1	1
72	и в этой	1	1
73	имеем дело с	1	1
74	едва ли не	2	1
75	то есть не	1	1
76	а не как	1	1
77	именно в этом	1	1
78	один и тот	1	1
79	того или иного	1	1
80	то что не	1	1
81	в свою очередь	4	1
82	с первых же	1	1
83	в конечном счете	2	1
84	речь идет о	1	1
85	в каждом отдельном	1	1
86	том что по	2	1
87	в самом центре	1	1
88	совпадают с теми	1	1
89	в ответ на	2	1
90	мы имеем дело	4	1
91	и все же	1	1
92	в полной мере	1	1
93	они как бы	1	1
94	в стихе как	1	1
95	обратим внимание на	1	1
96	в русской литературе	3	1
