N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	40
2	то есть	1	18
3	и его	17	17
4	прежде всего	2	16
5	в этом	14	15
6	мы уже	1	13
7	не только	5	13
8	в его	40	13
9	и не	26	13
10	вовсе не	7	12
11	что в	4	12
12	как и	5	11
13	но и	9	11
14	и т.п	1	10
15	он не	6	9
16	может быть	45	9
17	и все	7	9
18	и до	1	8
19	той же	1	8
20	и на	3	8
21	отношение к	5	8
22	все эти	10	8
23	и с	1	8
24	в том	6	8
25	но в	5	8
26	то же	5	7
27	в своем	16	7
28	культуры и	5	7
29	он и	2	7
30	в виду	3	7
31	в ту	2	7
32	в одном	4	7
33	и др	1	7
34	в духе	1	7
35	во всех	11	6
36	в самом	1	6
37	в этих	1	6
38	в то	3	6
39	же время	2	6
40	связь с	1	6
41	и других	2	6
42	до конца	3	6
43	в своей	10	6
44	к этому	2	6
45	в нем	28	5
46	со всеми	2	5
47	в основе	5	5
48	и для	9	5
49	в литературе	1	5
50	мы видим	1	5
51	для него	8	5
52	то что	7	5
53	не было	8	5
54	а не	17	5
55	как раз	1	5
56	в своих	3	5
57	смысле слова	1	4
58	также и	1	4
59	жизни и	8	4
60	из всех	1	4
61	в ней	3	4
62	в истории	1	4
63	в нашем	1	4
64	жизнью и	1	4
65	в мире	6	4
66	было бы	8	4
67	ни в	12	4
68	том что	4	4
69	в эту	1	4
70	в их	8	4
71	того чтобы	2	4
72	в области	2	4
73	о том	3	4
74	и о	1	4
75	особенно в	1	4
76	и здесь	7	4
77	и во	1	4
78	один из	2	4
79	только на	1	4
80	так как	1	4
81	за этим	1	4
82	и даже	1	4
83	здесь в	1	4
84	и потому	2	4
85	в данном	2	4
86	не касается	1	4
87	все это	10	4
88	еще более	2	4
89	самом деле	3	3
90	на самом	3	3
91	и есть	9	3
92	поэтому он	1	3
93	только для	1	3
94	с его	1	3
95	по отношению	26	3
96	в этой	2	3
97	и как	2	3
98	и наконец	1	3
99	и к	1	3
100	шире и	1	3
101	истины и	2	3
102	было ни	1	3
103	в себе	21	3
104	но ведь	5	3
105	при этом	4	3
106	всех этих	3	3
107	об этом	1	3
108	тон этого	1	3
109	эти моменты	2	3
110	их в	1	3
111	для этого	2	3
112	дело не	2	3
113	одна из	1	3
114	между жизнью	1	3
115	во всем	7	3
116	и мысли	1	3
117	о нем	4	3
118	но все	5	3
119	правда не	1	3
120	здесь не	3	3
121	в ее	16	3
122	не подлежит	1	3
123	если бы	8	3
124	в другом	3	3
125	другими словами	1	3
126	в значительной	1	3
127	связь между	1	3
128	между тем	4	3
129	нуждается в	1	3
130	что и	7	3
131	во всей	4	3
132	еще не	4	3
133	только в	16	3
134	поэтому и	1	3
135	так и	2	3
136	же и	1	3
137	одно из	1	3
138	тем что	3	3
139	для того	3	3
140	там где	5	3
141	жизнь в	1	3
142	для этой	3	3
143	не может	27	3
144	вместе с	1	3
145	как в	2	3
146	во все	1	3
147	как бы	9	3
148	и смерти	1	3
149	и от	1	3
150	но это	6	3
151	а в	4	3
152	между ними	1	3
153	они не	1	3
154	того же	1	2
155	это и	2	2
156	тем же	1	2
157	и этот	3	2
158	включая и	1	2
159	мы не	3	2
160	хотя бы	4	2
161	быть в	4	2
162	не был	1	2
163	но конечно	3	2
164	но не	12	2
165	думать что	2	2
166	что он	2	2
167	все же	5	2
168	его к	2	2
169	в этот	1	2
170	в которой	1	2
171	в целом	10	2
172	на его	1	2
173	в первой	1	2
174	не к	1	2
175	в корне	2	2
176	актера и	1	2
177	на этом	1	2
178	значительной степени	1	2
179	здесь мы	4	2
180	лишь в	8	2
181	форму и	1	2
182	характер и	1	2
183	в один	1	2
184	точки зрения	12	2
185	в котором	24	2
186	но он	1	2
187	том же	1	2
188	этот мир	2	2
189	и очень	1	2
190	не менее	3	2
191	не раз	1	2
192	ее не	1	2
193	как о	1	2
194	дело в	2	2
195	на волю	2	2
196	до того	1	2
197	представляется нам	1	2
198	и такие	1	2
199	должны быть	1	2
200	этой книги	1	2
201	той или	3	2
202	целом в	1	2
203	и это	12	2
204	и средневековых	1	2
205	момент в	7	2
206	на основе	7	2
207	следовательно и	1	2
208	времени и	4	2
209	здесь нет	2	2
210	поэтому в	1	2
211	даны в	2	2
212	приводит его	1	2
213	можно сказать	1	2
214	но здесь	3	2
215	тона и	1	2
216	образом в	1	2
217	основе своей	2	2
218	эти стороны	1	2
219	это не	10	2
220	к нему	12	2
221	и так	1	2
222	включает в	2	2
223	но как	5	2
224	и ее	2	2
225	конечно не	7	2
226	слова в	2	2
227	него и	1	2
228	как его	4	2
229	рядом с	3	2
230	со всем	5	2
231	или иной	2	2
232	именно в	5	2
233	нового времени	1	2
234	средние века	1	2
235	с этим	1	2
236	это есть	2	2
237	смысл в	3	2
238	этого слова	2	2
239	слова и	1	2
240	и сама	1	2
241	потому что	2	2
242	одной из	1	2
243	в последнем	1	2
244	одновременно и	1	2
245	отношению к	22	2
246	ко всему	5	2
247	это в	1	2
248	все что	1	2
249	жизнь человека	1	1
250	говоря о	1	1
251	отношения к	1	1
252	утверждение что	1	1
253	в средние	1	1
254	этого мира	3	1
255	от своей	5	1
256	из его	3	1
257	исходит из	1	1
258	она требует	1	1
259	особенно часто	1	1
260	и высокой	1	1
261	мы имеем	5	1
262	этом тоне	1	1
263	и лицо	1	1
264	конечно все	1	1
265	и тут	1	1
266	не делает	1	1
267	и момент	4	1
268	что уже	1	1
269	науки и	1	1
270	ни во	1	1
271	каждый отдельный	2	1
272	не была	1	1
273	целом не	2	1
274	вместо того	1	1
275	жизни как	5	1
276	конечно и	1	1
277	выхода в	1	1
278	ведь один	1	1
279	и он	1	1
280	своей причастности	1	1
281	во мне	3	1
282	и ценность	2	1
283	смысл и	6	1
284	быть понято	1	1
285	и временной	1	1
286	не найдем	1	1
287	бы то	2	1
288	этим не	1	1
289	за свое	4	1
290	тем как	3	1
291	а следовательно	3	1
292	для жизни	1	1
293	и всякий	1	1
294	свою жизнь	2	1
295	менее всего	6	1
296	нет и	3	1
297	в оценке	1	1
298	относится к	1	1
299	и я	5	1
300	такова же	1	1
301	все остальные	1	1
302	виду и	1	1
303	смысле этого	1	1
304	действительности только	1	1
305	когда он	1	1
306	сознания в	2	1
307	не являются	1	1
308	от этого	2	1
309	в мистерии	1	1
310	где все	1	1
311	ее целом	2	1
312	бы и	3	1
313	что это	3	1
314	выход в	2	1
315	т.п но	1	1
316	в известном	1	1
317	данном контексте	1	1
318	и тот	1	1
319	но его	1	1
320	имеем в	2	1
321	если он	1	1
322	все они	1	1
323	миром где	2	1
324	которая претендует	1	1
325	видит и	2	1
326	оно было	1	1
327	к миру	1	1
328	политики и	1	1
329	он должен	1	1
330	есть освобождение	1	1
331	не как	4	1
332	однако он	1	1
333	но прежде	1	1
334	в первом	1	1
335	теории и	3	1
336	целом как	2	1
337	что может	1	1
338	и по	1	1
339	всех своих	4	1
340	т.е от	1	1
341	ее жизни	3	1
342	то ни	2	1
343	мы его	1	1
344	могла бы	4	1
345	а затем	1	1
346	главным образом	1	1
347	чем я	1	1
348	связанных с	1	1
349	есть мир	1	1
350	но ему	1	1
351	на все	1	1
352	а как	2	1
353	его в	5	1
354	это было	2	1
355	понять его	1	1
356	весь мир	2	1
357	и тем	3	1
358	между отдельными	1	1
359	это целое	2	1
360	и находит	1	1
361	смерть и	1	1
362	это положение	1	1
363	все равно	1	1
364	нашего исследования	1	1
365	в контексте	5	1
366	этого не	1	1
367	с тем	2	1
368	и уже	1	1
369	несмотря на	1	1
370	значит не	1	1
371	чем в	1	1
372	должно быть	6	1
373	не проникает	5	1
374	данте и	1	1
375	такой же	1	1
376	имеют дело	1	1
377	остается в	1	1
378	остается совершенно	1	1
379	и их	6	1
380	и культуры	1	1
381	мысль и	2	1
382	в отношении	1	1
383	и смерть	1	1
384	с точки	9	1
385	мысли и	1	1
386	направлен на	1	1
387	от его	5	1
388	рождение и	1	1
389	мир и	1	1
390	но эта	5	1
391	образом и	1	1
392	поэтому мы	1	1
393	не в	12	1
394	она в	1	1
395	и эти	2	1
396	что этот	3	1
397	замкнутым и	1	1
398	и единого	1	1
399	для нее	7	1
400	по себе	2	1
401	случае мы	2	1
402	тому что	2	1
403	раз и	2	1
404	его целом	10	1
405	тем самым	4	1
406	ничего не	3	1
407	существенная связь	1	1
408	которого и	2	1
409	но только	1	1
410	только не	1	1
411	никогда не	5	1
412	а для	2	1
413	слово и	1	1
414	на язык	3	1
415	он пытается	1	1
416	и весь	2	1
417	в стороне	1	1
418	все дело	1	1
419	по своей	1	1
420	ему и	1	1
421	мире и	1	1
422	есть это	1	1
423	уже и	1	1
424	каждый раз	1	1
425	как всякое	1	1
426	двуликий янус	1	1
427	на границе	1	1
428	конца в	1	1
429	отличается от	1	1
430	книги но	1	1
431	всего в	1	1
432	всех отношениях	2	1
433	смерти и	1	1
434	бы он	2	1
435	действующих лица	1	1
436	отказаться от	2	1
437	где он	3	1
438	него как	1	1
439	существенный момент	1	1
440	всегда в	1	1
441	оно может	1	1
442	нас от	1	1
443	свою очередь	1	1
444	его культурной	1	1
445	это с	1	1
446	в себя	7	1
447	образом то	1	1
448	дано в	1	1
449	на том	1	1
450	не с	1	1
451	его совершенно	1	1
452	здесь как	1	1
453	отсюда и	3	1
454	выражен в	1	1
