N	3gram	Medvedev_F_1	FransuaR
1	то же время	8	8
2	в то же	8	8
3	как и все	2	5
4	в большинстве случаев	2	5
5	и в то	1	4
6	более или менее	6	3
7	в том числе	1	3
8	и до конца	3	3
9	но и в	1	3
10	начала и до	2	3
11	с другой стороны	1	3
12	с самого начала	1	3
13	с начала и	2	3
14	с точки зрения	13	2
15	на самом же	1	2
16	том числе и	1	2
17	с одной стороны	4	2
18	это конечно не	1	2
19	самом же деле	1	2
20	нужно сказать что	1	2
21	как мы видели	2	2
22	большое место в	2	2
23	как она есть	1	1
24	уже знаем что	1	1
25	между прочим и	1	1
26	и до сих	1	1
27	и все остальные	1	1
28	не одна а	1	1
29	одной стороны и	4	1
30	это отношение к	1	1
31	часть и все	1	1
32	до сих пор	6	1
33	и не может	2	1
34	в той же	1	1
35	определяющее влияние и	1	1
36	нет и не	2	1
37	со всеми другими	1	1
38	сказать что и	1	1
39	в этом отношении	1	1
40	прежде всего все	1	1
41	и все в	1	1
42	со всех сторон	1	1
43	в это время	1	1
44	мы увидим дальше	1	1
45	в самом начале	1	1
46	в данном случае	1	1
47	но в то	2	1
48	что на самом	1	1
49	смысле этого слова	3	1
50	а также и	1	1
51	может быть и	3	1
52	и в нашем	1	1
53	в отличие от	1	1
54	мира в этой	1	1
55	и как бы	1	1
56	как своего рода	1	1
57	в связи с	2	1
58	так и от	1	1
59	как мы увидим	2	1
60	так и в	4	1
61	быть и не	2	1
62	как мы знаем	1	1
63	не может быть	5	1
64	влияние и на	2	1
65	мы уже знаем	1	1
66	лишь одной из	1	1
67	раз и навсегда	1	1
68	оказывает определяющее влияние	1	1
69	в свою очередь	6	1
70	в ее целом	3	1
71	их отношения к	3	1
72	художественной формы и	1	1
73	увидим дальше что	1	1
74	но даже и	1	1
75	мы видим что	1	1
76	тех или иных	1	1
77	на самом деле	6	1
78	в том что	1	1
79	все это не	1	1
80	что и в	1	1
81	в ней и	1	1
82	точки зрения более	1	1
