N	2gram	Vygotskiy__3	formyVre
1	и в	25	46
2	в этом	14	22
3	прежде всего	4	14
4	вовсе не	1	13
5	и его	2	12
6	во всех	1	11
7	не только	6	11
8	только в	10	11
9	как бы	10	10
10	точки зрения	6	10
11	в том	23	10
12	но в	1	10
13	мы уже	5	9
14	не в	6	9
15	у него	1	9
16	но и	4	9
17	вместе с	14	9
18	и не	10	9
19	и для	2	9
20	то же	2	8
21	как и	15	8
22	с точки	1	8
23	для того	7	8
24	того чтобы	8	8
25	потому что	6	8
26	связи с	9	8
27	в его	15	8
28	из них	4	8
29	в связи	6	8
30	в основном	6	8
31	и на	6	7
32	всех этих	2	7
33	так и	5	7
34	в них	2	7
35	может быть	13	7
36	в одном	2	7
37	то что	15	7
38	как мы	8	6
39	еще не	4	6
40	все же	6	6
41	при этом	5	6
42	и с	1	6
43	его в	3	6
44	в основе	16	6
45	никогда не	4	6
46	и во	2	6
47	так как	12	6
48	здесь в	1	6
49	все это	6	6
50	и все	4	6
51	но не	6	5
52	с этим	4	5
53	в своем	4	5
54	все эти	7	5
55	связанные с	2	5
56	он не	4	5
57	в нем	2	5
58	должно быть	2	5
59	в то	4	5
60	в дальнейшем	1	5
61	и у	6	5
62	в непосредственном	1	5
63	тела и	1	5
64	в частности	4	5
65	в пределах	1	5
66	по существу	1	5
67	в смысле	4	5
68	что в	17	5
69	отношения к	1	4
70	также и	1	4
71	человека и	5	4
72	в мире	2	4
73	и он	1	4
74	что они	10	4
75	как в	9	4
76	уже в	7	4
77	из этих	4	4
78	в себе	2	4
79	их в	3	4
80	том что	20	4
81	в котором	3	4
82	место в	2	4
83	том же	1	4
84	уже говорили	5	4
85	в эпоху	1	4
86	с ним	4	4
87	о том	5	4
88	все его	1	4
89	вопросу о	1	4
90	так что	2	4
91	с другом	5	4
92	и их	3	4
93	а не	1	4
94	отнюдь не	4	4
95	в ряду	1	4
96	друг с	5	4
97	с этой	3	4
98	же в	2	4
99	есть и	2	4
100	ему в	1	3
101	в виду	1	3
102	того же	6	3
103	слова и	6	3
104	а следовательно	1	3
105	мы будем	2	3
106	отношение к	1	3
107	хотя и	2	3
108	целый ряд	1	3
109	как уже	6	3
110	и как	5	3
111	в этот	1	3
112	уже не	2	3
113	та же	1	3
114	в большинстве	1	3
115	и по	5	3
116	таким образом	17	3
117	здесь мы	2	3
118	а затем	1	3
119	в совершенно	2	3
120	на первый	2	3
121	в которых	3	3
122	что было	1	3
123	не могли	3	3
124	кроме того	1	3
125	же самое	1	3
126	к тому	4	3
127	имеет место	3	3
128	на основе	22	3
129	роль в	1	3
130	мы наблюдаем	1	3
131	и совершенно	1	3
132	том как	1	3
133	в другом	1	3
134	а также	2	3
135	что и	10	3
136	того что	10	3
137	тот же	2	3
138	что он	6	3
139	дана в	1	3
140	все они	2	3
141	в качестве	12	3
142	для него	5	3
143	тем что	8	3
144	в форме	1	3
145	и даже	1	3
146	не на	1	3
147	с помощью	42	3
148	это значит	4	3
149	в это	1	3
150	в реальном	2	3
151	к вопросу	1	3
152	не является	8	3
153	в этих	2	3
154	а в	4	3
155	к этому	3	3
156	том числе	1	3
157	смысле слова	2	2
158	ту же	1	2
159	как его	1	2
160	связи между	5	2
161	тем же	4	2
162	и до	1	2
163	мы имеем	4	2
164	в сущности	1	2
165	они были	1	2
166	первый план	2	2
167	бы она	1	2
168	совсем не	1	2
169	если в	3	2
170	вступают в	2	2
171	друг от	1	2
172	опирается на	1	2
173	то в	3	2
174	и к	5	2
175	от этого	6	2
176	в этой	5	2
177	с одной	5	2
178	только один	1	2
179	как он	3	2
180	в разрешении	1	2
181	в корне	2	2
182	он так	1	2
183	на этом	3	2
184	по аналогии	1	2
185	по себе	7	2
186	этого нового	2	2
187	и рядом	1	2
188	с тем	16	2
189	которой он	1	2
190	мы видели	6	2
191	и становится	1	2
192	представление о	1	2
193	жизни с	1	2
194	значение для	1	2
195	дается в	1	2
196	и более	1	2
197	важный момент	1	2
198	и почти	1	2
199	в той	1	2
200	в отношении	6	2
201	своими корнями	1	2
202	эти формы	2	2
203	на котором	2	2
204	там где	4	2
205	которого еще	1	2
206	мире и	1	2
207	этом отношении	3	2
208	очень часто	2	2
209	могут быть	5	2
210	числе и	1	2
211	и потому	2	2
212	дальнейшем мы	1	2
213	и это	4	2
214	от друга	1	2
215	без всякого	1	2
216	и от	2	2
217	в себя	3	2
218	не мог	4	2
219	особенно в	1	2
220	находится в	2	2
221	другом месте	1	2
222	введен в	1	2
223	утверждает что	1	2
224	и только	2	2
225	значит что	4	2
226	один из	6	2
227	мы видим	3	2
228	только под	1	2
229	словом и	1	2
230	со всеми	6	2
231	и детей	1	2
232	и других	2	2
233	до того	1	2
234	сами по	3	2
235	в конце	1	2
236	не для	1	2
237	каждый из	2	2
238	или иной	3	2
239	до сих	1	2
240	последнем счете	1	2
241	с другой	6	2
242	именно в	5	2
243	было бы	10	2
244	и затем	1	2
245	их не	1	2
246	у нас	1	2
247	до конца	1	2
248	и самый	1	2
249	что все	1	2
250	не может	6	2
251	все основные	1	2
252	так же	17	2
253	как это	7	2
254	по своему	11	2
255	в данном	1	2
256	наряду с	3	2
257	в последнем	1	2
258	одновременно с	1	2
259	дело идет	1	2
260	этом случае	1	2
