N	2gram	Tiupa_Hudo_2	Psycholo
1	то что	6	32
2	и в	28	31
3	в том	15	30
4	и т	4	26
5	то есть	1	26
6	что в	5	23
7	может быть	8	22
8	при этом	11	19
9	так как	1	18
10	не может	4	17
11	как и	11	16
12	том что	19	16
13	т п	2	16
14	и не	18	16
15	точки зрения	2	15
16	только в	4	14
17	не только	11	13
18	что и	4	13
19	а не	14	13
20	мы не	1	12
21	так же	3	12
22	в этом	13	12
23	в самом	5	11
24	не в	13	11
25	в области	1	11
26	в сущности	1	10
27	того что	1	10
28	отдельного человека	3	10
29	художественное произведение	1	10
30	потому что	2	10
31	самом деле	3	9
32	искусства в	1	9
33	по себе	1	9
34	как в	5	9
35	показать что	1	8
36	т д	2	8
37	произведение искусства	1	8
38	и что	1	8
39	всякий раз	3	8
40	никогда не	5	8
41	вместе с	2	8
42	все это	3	8
43	только тогда	1	7
44	том чтобы	1	7
45	заключается в	1	7
46	сказать что	2	7
47	того чтобы	4	7
48	и его	5	7
49	о том	12	7
50	тому как	4	7
51	что он	8	7
52	что это	5	6
53	отнюдь не	2	6
54	из этих	2	6
55	что она	7	6
56	для того	4	6
57	было бы	3	6
58	если бы	6	6
59	в его	11	6
60	вслед за	4	6
61	вовсе не	2	6
62	и даже	1	6
63	одной стороны	3	6
64	до конца	1	6
65	а в	6	6
66	то же	6	5
67	время как	1	5
68	в ее	18	5
69	с одной	3	5
70	подобно тому	4	5
71	несмотря на	3	5
72	иначе говоря	1	5
73	она не	5	5
74	в то	6	5
75	как будто	4	5
76	не является	2	5
77	то время	1	5
78	для нас	3	5
79	с другой	3	5
80	так что	1	5
81	совершенно не	1	5
82	как бы	5	5
83	все же	2	5
84	и для	2	5
85	и все	7	5
86	другой стороны	1	5
87	же как	2	4
88	в котором	6	4
89	мы имеем	1	4
90	в которой	1	4
91	столь же	3	4
92	точка зрения	1	4
93	у него	5	4
94	со всеми	1	4
95	в себе	9	4
96	по существу	1	4
97	от себя	1	4
98	что я	2	4
99	тому что	4	4
100	одна из	2	4
101	только из	1	4
102	к тому	7	4
103	те же	2	4
104	со стороны	3	4
105	никак не	1	4
106	прежде всего	3	4
107	между тем	8	4
108	все время	3	4
109	один из	2	4
110	для всех	1	4
111	и у	2	4
112	могло бы	1	4
113	там где	1	4
114	и так	1	4
115	как это	7	4
116	с этой	1	4
117	и о	4	4
118	в этих	3	4
119	в искусстве	1	4
120	и другие	5	4
121	в своих	1	4
122	к этому	1	4
123	например в	1	3
124	это и	1	3
125	на деле	1	3
126	с в	1	3
127	той же	2	3
128	но не	4	3
129	конечном счете	3	3
130	в художественном	4	3
131	в своем	5	3
132	хотя и	1	3
