N	2gram	Vinokur_St_1	DiskursI
1	в себе	2	19
2	при этом	2	17
3	в этом	21	16
4	как и	9	16
5	и в	44	16
6	в качестве	4	16
7	может быть	15	16
8	и не	16	15
9	а не	16	14
10	то есть	2	12
11	в частности	4	12
12	но в	10	11
13	но и	10	11
14	со стороны	6	10
15	не только	18	10
16	том что	29	10
17	своего рода	3	10
18	так и	9	9
19	не может	8	9
20	такого рода	2	9
21	как в	13	8
22	в том	36	8
23	а также	2	8
24	но не	3	7
25	в данном	14	7
26	в нем	5	7
27	ни в	3	7
28	не менее	5	7
29	прежде всего	7	7
30	то же	5	6
31	еще не	3	6
32	с его	1	6
33	данном случае	6	6
34	себя в	1	6
35	все же	8	6
36	по мысли	1	6
37	в своей	6	6
38	тем самым	2	6
39	по своей	2	6
40	в своих	2	6
41	и на	1	5
42	в своем	2	5
43	в то	9	5
44	с другой	9	5
45	же время	4	5
46	что в	30	5
47	для него	6	5
48	то что	18	5
49	а с	3	5
50	я в	1	5
51	и то	5	4
52	по отношению	3	4
53	в этой	11	4
54	в основе	3	4
55	потому что	6	4
56	этом отношении	7	4
57	о том	17	4
58	времени в	1	4
59	с одной	3	4
60	одно из	2	4
61	в одном	1	4
62	одной стороны	2	4
63	как бы	4	4
64	ни для	1	4
65	не является	3	4
66	точки зрения	11	4
67	в период	1	4
68	к его	1	4
69	к этому	1	4
70	отношению к	3	4
71	можно назвать	2	4
72	также и	9	3
73	например в	8	3
74	чего не	1	3
75	не знают	1	3
76	проявляется в	1	3
77	столь же	4	3
78	перед нами	1	3
79	все эти	5	3
80	из этих	6	3
81	он не	2	3
82	в другом	3	3
83	его в	2	3
84	это не	8	3
85	соответствии с	1	3
86	в этих	2	3
87	в котором	5	3
88	не столько	1	3
89	одном из	1	3
90	не в	12	3
91	в русской	1	3
92	в тексте	12	3
93	могут быть	5	3
94	той или	1	3
95	мысль о	1	3
96	еще в	1	3
97	в его	9	3
98	только в	10	3
99	и его	8	3
100	уже не	1	3
101	из них	8	3
102	в них	1	3
103	из двух	3	3
104	или иной	1	3
105	здесь в	1	3
106	не было	4	3
107	не знает	2	3
108	было в	1	3
109	как будто	4	3
110	иначе говоря	1	3
111	можно сказать	1	3
112	но это	6	3
113	и все	2	3
114	жизни и	5	3
115	как на	1	3
116	же как	3	2
117	того же	3	2
118	и это	2	2
119	идет о	2	2
120	той же	5	2
121	в повестях	6	2
122	место в	1	2
123	совпадает с	2	2
124	говорить о	2	2
125	в ней	3	2
126	к своему	1	2
127	мы имеем	2	2
128	и мн	3	2
129	время в	1	2
130	всякий раз	2	2
131	отношение к	2	2
132	более чем	2	2
133	оказывается не	1	2
134	стороны и	1	2
135	что как	2	2
136	лежит на	1	2
137	в целом	5	2
138	по словам	4	2
139	должна быть	3	2
140	в первую	2	2
141	свое время	2	2
142	у пушкина	8	2
143	что ни	2	2
144	является не	4	2
145	содержит в	1	2
146	же касается	3	2
147	и с	3	2
148	этой традиции	1	2
149	входит в	1	2
150	обоих случаях	1	2
151	такой же	5	2
152	все это	5	2
153	этом случае	2	2
154	с точки	8	2
155	обращение к	1	2
156	речи в	1	2
157	их в	2	2
158	в обоих	1	2
159	дело в	6	2
160	чем не	1	2
161	никогда не	5	2
162	при котором	1	2
163	на мой	1	2
164	что на	2	2
165	в области	14	2
166	указать на	1	2
167	с их	1	2
168	для себя	3	2
169	но при	1	2
170	ни одно	1	2
171	говорит об	2	2
172	литературного письма	1	2
173	времени и	1	2
174	отсюда и	1	2
175	в результате	3	2
176	мн др	3	2
177	там же	1	2
178	первую очередь	2	2
179	между тем	3	2
180	что и	6	2
181	которая в	1	2
182	который не	2	2
183	есть в	2	2
184	слова не	1	2
185	наше время	1	2
186	не о	1	2
187	не подлежит	1	2
188	именно в	6	2
189	с той	1	2
190	далеко не	1	2
191	что будет	1	2
192	в соответствии	1	2
193	не на	1	2
194	вместе с	1	2
195	о чем	1	2
196	в той	6	2
197	или иного	4	2
198	что же	6	2
199	я с	2	2
200	в свое	2	2
201	в наше	1	2
202	и для	3	2
203	мой взгляд	1	2
204	а в	17	2
205	с ней	1	2
206	другой стороны	7	2
207	что он	10	2
208	это в	4	2
209	как нечто	1	1
210	речь идет	4	1
211	является для	1	1
212	чтобы не	1	1
213	художественного произведения	1	1
214	и семантики	1	1
215	а между	1	1
216	самом деле	11	1
217	тех же	1	1
218	это и	4	1
219	своим читателям	1	1
