N	2gram	Vinokur_St_2	Problemy
1	и в	29	34
2	и не	9	29
3	как бы	5	27
4	что он	13	23
5	в его	13	22
6	к другому	1	20
7	в нем	4	19
8	может быть	2	19
9	не может	2	19
10	и все	1	19
11	как и	2	18
12	о себе	1	18
13	в этом	21	16
14	но в	8	16
15	и его	6	16
16	все это	11	16
17	он не	9	15
18	и с	4	15
19	что я	2	15
20	прежде всего	5	15
21	то же	2	14
22	с самим	1	14
23	самом деле	3	13
24	для него	4	13
25	и к	4	12
26	в то	2	12
27	же время	1	12
28	потому что	9	12
29	но и	19	12
30	т е	10	12
31	на самом	3	11
32	в сущности	1	11
33	вовсе не	6	11
34	то что	11	11
35	не только	19	10
36	а я	1	10
37	не в	4	9
38	в отношении	2	9
39	а не	5	9
40	и т	9	8
41	с самого	3	8
42	самого начала	3	8
43	никогда не	3	8
44	в другом	4	8
45	в самом	7	8
46	себя и	1	8
47	так же	3	8
48	что же	1	8
49	и слово	1	8
50	о мире	2	8
51	и для	1	8
52	точки зрения	5	8
53	я не	7	7
54	на него	1	7
55	как будто	1	7
56	как мы	1	7
57	и даже	3	7
58	с которым	1	7
59	там где	2	7
60	все же	6	7
61	отношении к	3	7
62	что в	19	7
63	и на	6	6
64	с его	2	6
65	отношение к	1	6
66	что они	2	6
67	в пределах	1	6
68	что у	4	6
69	у меня	3	6
70	так и	9	6
71	в себе	2	6
72	только в	2	6
73	т п	3	6
74	от него	1	6
75	с ними	1	6
76	отношению к	1	6
77	на них	1	5
78	он сам	1	5
79	в чем	1	5
80	по отношению	1	5
81	что это	3	5
82	но все	7	5
83	с тем	7	5
84	он и	1	5
85	не мог	3	5
86	в конце	2	5
87	даже в	2	5
88	это слово	3	5
89	таким образом	10	5
90	к тому	10	5
91	и сам	2	5
92	и что	6	5
93	что и	2	5
94	все время	1	5
95	того что	5	5
96	так что	3	5
97	из них	3	5
98	всяком случае	3	5
99	в одном	6	5
100	себе и	1	5
101	к своему	2	5
102	и от	1	5
103	ни одного	3	5
104	хотя бы	3	5
105	а в	1	5
106	героя в	1	5
107	во всяком	3	5
108	полемика с	1	4
109	из его	2	4
110	еще не	1	4
