1	о том что	5	9
2	с точки зрения	3	8
3	в том что	7	8
4	в связи с	1	7
5	тем не менее	4	5
6	с другой стороны	1	5
7	по крайней мере	5	4
8	что иное как	2	3
9	в сравнении с	1	3
10	и то что	4	3
11	не что иное	2	3
12	вместе с тем	3	3
13	только тогда когда	4	3
14	точно так же	1	3
15	с одной стороны	1	3
16	в то время	1	3
17	обратить внимание на	2	3
18	можно сказать что	4	3
19	может быть только	1	3
20	после того как	2	3
21	в настоящее время	1	3
22	в том числе	1	2
23	но и в	1	2
24	до сих пор	4	2
25	дело в том	1	2
26	для нас в	1	2
27	но и о	1	2
28	во всяком случае	3	2
29	для того чтобы	4	2
30	по отношению к	8	2
31	не может быть	5	2
32	равно как и	2	2
33	как и у	1	2
34	в данном случае	2	2
35	на то что	4	2
36	в таком случае	2	2
37	в это время	1	2
38	то и другое	2	2
39	и не в	1	2
40	его таким же	1	1
41	таким же образом	1	1
42	на первый взгляд	1	1
43	и тем же	1	1
44	той и другой	1	1
45	мы могли бы	2	1
46	от того что	3	1
47	и до сих	2	1
48	в том смысле	2	1
49	с самого начала	1	1
50	то есть из	1	1
51	даже тогда когда	1	1
52	и вместе с	1	1
53	между тем как	2	1
54	силу того что	1	1
55	и таким образом	3	1
56	но тем не	2	1
57	если обратить внимание	1	1
58	образом как и	1	1
59	и как бы	2	1
60	хотя и не	1	1
61	надо было бы	1	1
62	только о том	1	1
63	не только о	1	1
64	том числе и	1	1
65	то что я	7	1
66	уже и в	1	1
67	и т д	3	1
68	как в виде	1	1
69	сам по себе	4	1
70	в этом отношении	1	1
71	в большинстве случаев	2	1
72	в то же	3	1
73	что и они	1	1
74	том смысле что	1	1
75	элементов то есть	1	1
76	так или иначе	2	1
77	что от них	1	1
78	о том как	1	1
79	в силу которого	2	1
80	на самом деле	3	1
81	не менее в	1	1
82	таким образом как	1	1
83	что только в	1	1
84	и в том	2	1
85	то есть в	2	1
86	но даже не	1	1
87	здесь можно сказать	1	1
88	мы можем найти	1	1
89	таким образом уже	1	1
90	вопрос о том	2	1
91	не было и	2	1
92	так что в	1	1
93	таким образом мы	2	1
94	таким образом если	1	1
95	не в его	1	1
96	и то и	1	1
97	то же время	3	1
98	потому что не	1	1
99	к другому и	1	1
100	только потому что	2	1
101	и в этом	4	1
102	это не так	1	1
103	в силу того	1	1
104	по поводу этой	1	1
105	одним и тем	1	1
