N	3gram	Medvedev_F_3	StatiiOP
1	и т д	6	21
2	в том что	3	17
3	о том что	1	11
4	для того чтобы	4	10
5	и т п	5	9
6	с точки зрения	14	8
7	можно было бы	1	8
8	до сих пор	1	7
9	в этом отношении	3	7
10	на самом деле	12	6
11	в данном случае	4	6
12	с другой стороны	5	6
13	во всяком случае	6	6
14	в самом деле	4	5
15	не может быть	14	5
16	дело в том	2	4
17	то же время	7	4
18	не только в	1	4
19	так и в	2	4
20	того или иного	1	4
21	на то что	1	4
22	в то же	7	4
23	по отношению к	3	3
24	что же касается	1	3
25	то или иное	2	3
26	так же как	1	3
27	т е с	2	3
28	это не значит	1	3
29	и в самом	1	3
30	т п в	2	3
31	но все же	1	3
32	и только в	1	3
33	одним и тем	2	2
34	в том числе	1	2
35	жизни и творчества	1	2
36	в этом случае	1	2
37	и в данном	2	2
38	и в том	1	2
39	хотя бы и	1	2
40	в той же	1	2
41	том числе и	1	2
42	а иногда и	1	2
43	говорит о том	1	2
44	с одной стороны	1	2
45	всяком случае в	2	2
46	так или иначе	1	2
47	не в том	1	2
48	т е в	1	2
49	мере в какой	1	2
50	вовсе не в	2	2
51	в данном месте	1	2
52	и тем же	2	2
53	что это не	1	2
54	тем не менее	2	2
55	дело не в	2	2
56	как и в	1	2
57	потому что он	3	1
58	но вовсе не	2	1
59	той или иной	1	1
60	что в слове	1	1
61	так же и	2	1
62	а не в	3	1
63	объясняется тем что	1	1
64	в целом это	1	1
65	в настоящее время	1	1
66	выйти за пределы	1	1
67	в этом смысле	2	1
68	в том же	1	1
69	научной работы но	1	1
70	говорить как о	1	1
71	в одних и	1	1
72	являются для нас	1	1
73	в одной из	1	1
74	самым простым и	1	1
75	одних и тех	1	1
76	точки зрения его	3	1
77	как раз ту	1	1
78	но для нас	1	1
79	самом деле конечно	1	1
80	в лучшем случае	1	1
81	в зависимости от	5	1
82	сами по себе	2	1
83	убедиться в этом	1	1
84	бы то ни	4	1
85	же время не	1	1
86	каждой из этих	1	1
87	только то что	2	1
88	научная работа никогда	1	1
89	так во всех	1	1
90	такой же степени	1	1
91	только тем что	1	1
92	с рядом других	1	1
93	конечно это не	1	1
94	и тех же	1	1
95	прямого отношения к	1	1
96	и в других	1	1
97	ту или иную	1	1
98	что там где	1	1
99	в это время	1	1
100	о том как	2	1
101	той же мере	1	1
102	это не просто	1	1
103	чтобы убедиться в	1	1
104	и что в	1	1
105	тот факт что	1	1
106	ясно что при	1	1
107	научной работы в	1	1
108	той мере в	1	1
109	того чтобы не	1	1
110	в его первоначальном	1	1
111	и в то	2	1
112	в этой категории	1	1
113	в той мере	1	1
114	то было бы	1	1
115	и не было	1	1
116	и по отношению	1	1
117	с нашей точки	1	1
118	а вовсе не	4	1
119	случае ясно что	1	1
120	это объясняется тем	1	1
121	всему тому что	1	1
122	нет никаких оснований	1	1
123	но столь же	1	1
124	отчета в том	1	1
125	ни в каком	1	1
126	и притом в	1	1
127	смысле этого слова	2	1
128	и никогда не	1	1
129	другой стороны и	1	1
130	для них это	1	1
131	как бы ни	2	1
132	и не может	4	1
133	может быть никакого	1	1
134	слова здесь и	1	1
135	может быть абсолютно	1	1
136	нашей точки зрения	1	1
137	т е не	1	1
138	но не менее	1	1
139	работа никогда не	1	1
140	к тому что	2	1
141	том что этот	1	1
142	не больше чем	1	1
143	без исключения в	1	1
144	вовсе не является	3	1
145	но ведь на	1	1
146	ведь на самом	2	1
147	художественного произведения в	1	1
148	в конце концов	2	1
