N	2gram	Voloshinov_2	Poddanst
1	не только	13	17
2	и в	19	14
3	и не	19	12
4	в этом	15	10
5	н а	1	10
6	в отношении	4	10
7	в качестве	3	9
8	но в	7	9
9	то же	16	9
10	в том	7	9
11	в пределах	10	8
12	хотя бы	6	8
13	только в	8	7
14	в то	8	7
15	же время	8	7
16	в ней	3	6
17	xix века	2	6
18	было бы	4	6
19	но и	10	6
20	в смысле	6	6
21	отношении к	5	5
22	с другой	3	5
23	может быть	28	5
24	и пр	25	5
25	не в	10	5
26	и о	2	5
27	если бы	11	4
28	в своем	2	4
29	как бы	19	4
30	и если	1	4
31	гораздо большей	1	4
32	но также	1	4
33	том что	10	4
34	не может	18	4
35	и потому	2	4
36	в котором	3	4
37	большей степени	1	4
38	по себе	3	4
39	в гораздо	1	4
40	в русской	1	4
41	что в	2	4
42	мы должны	1	4
43	же в	1	4
44	а в	3	4
45	то что	4	4
46	мы не	2	3
47	сводится к	2	3
48	столь же	3	3
49	между тем	6	3
50	это не	4	3
51	хотя и	1	3
52	и как	6	3
53	тот же	1	3
54	с ними	4	3
55	с одной	3	3
56	в себе	4	3
57	в нем	11	3
58	сами по	1	3
59	для того	6	3
60	заключается в	1	3
61	прежде всего	7	3
62	одной стороны	3	3
63	с тем	1	3
64	с точки	13	3
65	но не	2	3
66	могут быть	3	3
67	потому что	1	3
68	точки зрения	17	3
69	и это	3	2
70	отношения к	2	2
71	например в	1	2
72	в ее	3	2
73	было в	1	2
74	в сочетании	1	2
75	по сравнению	1	2
76	является в	2	2
77	в глубинах	1	2
78	которое в	1	2
79	но к	2	2
80	время в	1	2
81	в значительной	2	2
82	во всех	6	2
83	говорить о	1	2
84	если в	1	2
85	во всей	1	2
86	со стороны	1	2
87	из важнейших	2	2
88	отнюдь не	8	2
89	в русском	4	2
90	с этим	3	2
91	xix век	1	2
92	того что	4	2
93	стороны и	2	2
94	к чему	1	2
95	есть в	1	2
96	в начале	2	2
97	главным образом	1	2
98	и других	1	2
99	в его	5	2
100	из них	1	2
101	в виде	2	2
102	не к	3	2
103	в силу	1	2
104	и вот	1	2
105	сторона вопроса	1	2
106	как раз	4	2
107	в статье	1	2
108	именно как	2	2
109	и с	2	2
110	именно в	2	2
111	и тем	4	2
112	в жизни	2	2
113	в них	1	2
114	не было	3	2
115	а не	9	2
116	должно быть	3	2
117	не столько	1	2
118	друг другу	1	2
119	не менее	1	2
120	все это	1	2
121	не о	1	2
122	одна из	7	2
123	слова но	1	2
124	она ни	1	2
125	мысль о	1	2
126	да и	3	2
127	еще более	2	2
128	тем более	5	2
129	исключительно в	1	2
130	как на	2	2
131	том числе	1	2
132	из внешней	1	1
133	также что	1	1
134	также и	1	1
135	с другом	1	1
136	связана с	2	1
137	и то	3	1
138	с большою	1	1
139	как известно	1	1
140	на основе	3	1
141	в обладании	2	1
142	индивидуальной личности	1	1
143	тем же	4	1
144	в себя	1	1
145	определенный и	1	1
146	к жизни	1	1
147	должна быть	4	1
148	собственном смысле	2	1
149	к возможностям	1	1
150	стремиться к	1	1
151	на нее	1	1
152	не с	2	1
153	быть разрешена	1	1
154	такого восприятия	1	1
155	еще в	1	1
156	пределах русского	1	1
157	бы что	1	1
158	что уже	1	1
159	идти в	1	1
160	к пределу	1	1
161	в собственном	2	1
162	находится в	1	1
163	на себя	1	1
164	могут стать	1	1
165	план в	1	1
166	почти исключительно	2	1
167	и ее	4	1
168	слова о	4	1
169	мы и	1	1
170	и здесь	5	1
171	подчеркнуть что	1	1
172	и что	1	1
173	притом в	1	1
174	еще не	3	1
175	были бы	1	1
176	и на	5	1
177	он был	2	1
178	оно ни	2	1
179	в различных	3	1
180	с его	8	1
181	вопросу о	1	1
182	не все	1	1
183	что и	3	1
184	отличие от	3	1
185	основная задача	2	1
186	и чем	1	1
187	зоной между	1	1
188	в истории	3	1
189	обстановки и	1	1
190	которой в	1	1
191	и мир	1	1
192	– но	1	1
193	возможно также	1	1
194	эта проблема	1	1
195	оставаясь в	2	1
196	огромной исторической	2	1
197	в современной	1	1
198	на общество	1	1
199	все же	5	1
200	и где	1	1
201	в отрыве	1	1
202	мы видим	1	1
203	два основных	1	1
204	только знак	1	1
205	более или	2	1
206	в какой	3	1
207	бы из	1	1
208	с определенной	1	1
209	должен быть	2	1
210	может оказаться	1	1
211	вопрос ставится	1	1
212	в самом	6	1
213	в условиях	1	1
214	но как	2	1
215	в которой	1	1
216	что это	2	1
217	или его	1	1
218	их не	1	1
219	формы в	1	1
220	могли бы	1	1
221	чуть ли	1	1
222	у каждого	1	1
223	из этих	1	1
224	тот или	1	1
225	если мы	6	1
226	в окружающем	1	1
227	именно на	1	1
228	в человеческих	1	1
229	себя в	2	1
230	отчасти и	1	1
231	сложной и	1	1
232	относятся следовательно	1	1
233	оказывается в	1	1
234	переходит в	1	1
235	что его	1	1
