N	2gram	Losev_Dial_4	FransuaR
1	и в	15	40
2	и его	7	17
3	прежде всего	11	16
4	в этом	11	15
5	в романе	1	15
6	мы уже	3	13
7	не только	8	13
8	в его	4	13
9	и не	30	13
10	вовсе не	6	12
11	что в	7	12
12	как и	7	11
13	но и	4	11
14	таким образом	5	10
15	как мы	1	10
16	в сущности	5	9
17	он не	1	9
18	в них	2	9
19	может быть	17	9
20	и все	11	9
21	той же	5	8
22	и на	5	8
23	отношение к	1	8
24	все эти	3	8
25	и с	4	8
26	в том	11	8
27	но в	3	8
28	то же	9	7
29	в своем	5	7
30	в виду	9	7
31	в одном	4	7
32	в духе	1	7
33	во всех	2	6
34	в самом	2	6
35	в то	6	6
36	же время	6	6
37	связи с	1	6
38	и других	1	6
39	мы еще	2	6
40	до конца	1	6
41	в той	1	6
42	в своей	3	6
43	к этому	3	6
44	в нем	5	5
45	в основе	10	5
46	и для	5	5
47	в особенности	4	5
48	те же	1	5
49	мы видим	4	5
50	то что	16	5
51	не было	2	5
52	а не	18	5
53	в связи	1	5
54	как раз	4	5
55	в своих	1	5
56	смысле слова	1	4
57	также и	4	4
58	жизни и	4	4
59	в ней	5	4
60	в истории	3	4
61	в нашем	1	4
62	жизнью и	1	4
63	было бы	9	4
64	ни в	8	4
65	том что	10	4
66	в их	3	4
67	даже в	1	4
68	того чтобы	5	4
69	в области	3	4
70	у нас	3	4
71	о том	5	4
72	вы не	3	4
73	и о	8	4
74	роль в	1	4
75	и здесь	1	4
76	и во	2	4
77	один из	4	4
78	из них	2	4
79	так как	14	4
80	и даже	6	4
81	и потому	3	4
82	в данном	3	4
83	все это	9	4
84	в заключение	1	4
85	на самом	1	3
86	и есть	19	3
87	только для	3	3
88	с его	5	3
89	отличие от	2	3
90	в этой	4	3
91	кроме того	2	3
92	и как	4	3
93	и наконец	3	3
94	истины и	1	3
95	в себе	8	3
96	но ведь	1	3
97	связанные с	1	3
98	при этом	2	3
99	всех этих	1	3
100	но дело	1	3
101	об этом	3	3
102	но именно	2	3
103	мы видели	1	3
104	в отличие	1	3
105	не понимает	2	3
106	их в	1	3
107	для этого	2	3
108	вплоть до	1	3
109	дело не	1	3
110	одна из	1	3
111	во всем	2	3
112	о нем	2	3
113	сущности только	1	3
114	но все	2	3
115	в ее	2	3
116	можно было	1	3
117	если бы	6	3
118	другими словами	5	3
119	никак не	2	3
120	что и	6	3
121	во всей	2	3
122	в свете	5	3
123	и следовательно	3	3
124	еще не	4	3
125	только в	7	3
126	поэтому и	1	3
127	так и	5	3
128	же и	2	3
129	одно из	1	3
130	не так	1	3
131	мы находим	2	3
132	в конце	1	3
133	тем что	2	3
134	для того	5	3
135	и прежде	1	3
136	сказать что	6	3
