N	2gram	Vygotskiy__6	Stilisti
1	и в	28	42
2	не только	16	27
3	как бы	11	27
4	прежде всего	2	22
5	и т.д	3	20
6	то же	7	15
7	но и	10	15
8	и не	11	14
9	не может	19	12
10	может быть	13	12
11	мы уже	2	11
12	как и	6	11
13	точки зрения	13	11
14	отнюдь не	1	10
15	в этом	27	10
16	и как	6	10
17	как мы	10	10
18	ситуации и	1	10
19	мы должны	3	10
20	что мы	11	10
21	мы не	6	9
22	при этом	3	9
23	в то	6	9
24	для того	8	9
25	то что	28	9
26	все же	2	8
27	в себе	4	8
28	таким образом	18	8
29	тем самым	8	8
30	и это	1	8
31	с тем	5	8
32	эти слова	1	8
33	что же	1	8
34	в зависимости	5	7
35	зависимости от	5	7
36	и на	5	7
37	в которой	7	7
38	было бы	9	7
39	и тем	5	7
40	так как	10	7
41	никогда не	8	7
42	потому что	22	7
43	того чтобы	10	7
44	с его	3	7
45	слов и	3	7
46	только в	18	7
47	и его	3	7
48	мы можем	9	7
49	а не	3	7
50	и от	2	7
51	во всех	4	6
52	точкой зрения	1	6
53	точку зрения	2	6
54	в этой	5	6
55	на его	3	6
56	в нем	7	6
57	не в	4	6
58	в процессе	9	6
59	в области	6	6
60	когда мы	6	6
61	так и	6	6
62	язык в	1	6
63	в конце	2	6
64	или иной	1	6
65	речи и	5	6
66	в свою	1	6
67	той же	4	5
68	в нашем	4	5
69	в той	4	5
70	независимо от	3	5
71	и наконец	2	5
72	одно и	1	5
73	и с	1	5
74	мы видели	8	5
75	с точки	10	5
76	и той	3	5
77	тому что	11	5
78	в сознании	4	5
79	а в	2	5
80	же самое	6	5
81	те же	3	5
82	в его	3	5
83	и следовательно	4	5
84	и является	2	5
85	и их	1	5
86	слова в	1	5
87	с помощью	13	5
88	вместе с	7	5
89	как это	3	5
90	т.д и	1	5
91	если б	1	4
92	и то	4	4
93	самом деле	2	4
94	тем же	1	4
95	мы называем	2	4
96	слово не	2	4
97	что именно	2	4
98	и к	6	4
99	но в	5	4
100	в самом	8	4
101	что это	1	4
102	уже не	1	4
103	можно было	7	4
104	в каждом	3	4
105	его в	6	4
106	и без	1	4
107	самого начала	7	4
108	у нас	2	4
109	но все	1	4
110	к тому	10	4
111	той или	1	4
112	на это	1	4
113	свою очередь	1	4
114	языка и	5	4
115	с самого	7	4
116	если бы	7	4
117	о том	1	4
118	влияние на	1	4
119	можно сказать	6	4
120	мы показали	1	4
121	все время	3	4
122	того что	24	4
123	один из	3	4
124	мы видим	7	4
125	мы увидим	1	4
126	в качестве	4	4
127	если мы	2	4
128	точка зрения	1	4
129	само собой	2	4
130	были бы	2	4
131	не просто	1	4
132	а с	1	4
133	к своему	1	4
134	не что	1	4
135	необходимым условием	1	4
136	все это	2	4
137	не существует	1	4
138	бы в	3	4
139	того времени	1	4
140	так же	15	4
141	отношения к	3	3
142	на самом	1	3
143	которое может	1	3
144	и само	1	3
145	еще не	8	3
146	видели что	3	3
147	ответ на	1	3
148	нет и	1	3
149	перед нами	1	3
150	хотя и	3	3
151	если он	2	3
152	что всякое	2	3
153	их в	1	3
154	об этом	1	3
155	связанных с	1	3
156	это не	5	3
157	может стать	1	3
158	ведь в	1	3
159	не мог	1	3
160	том что	19	3
161	что такое	3	3
162	необходимо чтобы	2	3
163	в разных	5	3
164	связь и	1	3
165	связи с	3	3
166	до того	3	3
167	в будущем	1	3
168	деятельности и	1	3
169	и развития	6	3
170	что оно	7	3
171	в ее	1	3
172	что у	2	3
173	во второй	2	3
174	короче говоря	1	3
175	и здесь	3	3
176	не имеем	1	3
177	связь между	4	3
178	нуждается в	3	3
179	конечно не	1	3
180	только на	2	3
181	в данной	1	3
182	из них	2	3
183	его и	1	3
184	представить себе	3	3
185	в котором	2	3
186	в одном	2	3
187	но что	4	3
188	от того	10	3
189	что и	4	3
190	и даже	1	3
191	конце концов	1	3
192	если не	1	3
193	ни на	1	3
194	в тех	1	3
195	этого слова	2	3
196	как только	2	3
197	этом случае	2	3
198	в целом	3	3
199	в начале	1	3
200	и слово	1	3
201	тех или	1	3
202	для нас	2	3
203	и все	5	3
204	главным образом	1	3
205	но вот	1	3
206	между ними	7	3
207	не знает	3	3
208	сказать что	13	3
209	речи во	1	2
210	мы имели	1	2
211	что эти	1	2
212	мы имеем	4	2
213	вопрос о	5	2
214	ответить на	1	2
215	нам в	1	2
216	но даже	1	2
217	и он	1	2
218	быть понято	1	2
219	не нужно	1	2
220	между собой	9	2
221	иное как	1	2
222	вне которой	2	2
223	итак мы	1	2
224	но не	10	2
225	только тогда	4	2
226	очевидно что	3	2
227	отношение к	7	2
228	себе и	2	2
229	как в	3	2
230	целый ряд	4	2
231	между двумя	2	2
232	как таковое	2	2
233	представляет собой	3	2
234	все эти	2	2
235	речи но	1	2
236	друг другу	2	2
237	по своему	2	2
238	одной и	3	2
239	т.е от	1	2
240	человека в	1	2
241	связанные с	3	2
242	ясно что	4	2
243	есть не	1	2
244	с этим	4	2
245	но мы	3	2
246	нашего исследования	5	2
247	не смогли	1	2
248	в этих	2	2
249	и при	1	2
250	в своей	2	2
251	в отношении	10	2
252	мы говорили	1	2
253	в которых	2	2
254	второй стадии	1	2
255	других как	1	2
256	совершенно иначе	1	2
257	которые в	4	2
258	который мы	4	2
259	не должно	1	2
260	значений слов	5	2
261	для каждого	2	2
262	в основе	3	2
263	что иное	1	2
264	этом отношении	3	2
265	или иных	1	2
266	в каком	1	2
267	конечно только	1	2
268	ли не	1	2
269	с развитием	6	2
270	в пределах	5	2
271	как с	2	2
272	и когда	1	2
273	не с	2	2
274	подойти к	1	2
275	и вообще	2	2
276	с ним	2	2
277	по своей	3	2
278	речи не	1	2
279	поставленный нами	1	2
280	в значительной	2	2
281	к нему	1	2
282	иными словами	1	2
283	в середине	1	2
284	не должен	1	2
285	на отдельные	1	2
286	видим что	1	2
287	как например	1	2
288	культурного развития	1	2
289	в том	28	2
290	тот же	1	2
291	что он	18	2
292	человека все	1	2
293	как нечто	1	2
294	для всех	2	2
295	или даже	1	2
296	и сознания	1	2
297	для него	6	2
298	допустим что	1	2
299	тем что	8	2
300	перейти к	2	2
301	нужно было	1	2
302	а на	1	2
303	развития в	6	2
304	к которому	2	2
305	еще и	1	2
306	на развитие	5	2
307	больше и	1	2
308	связано с	3	2
309	зависит от	3	2
310	до конца	3	2
311	всю совокупность	1	2
312	в связи	2	2
313	перейти в	1	2
314	из которых	1	2
315	разве не	1	2
316	смысле этого	1	2
317	эти вопросы	1	2
318	сих пор	3	2
319	но это	2	2
320	тем и	3	2
321	на первый	1	2
322	у них	2	2
323	мы как	1	2
324	несмотря на	2	2
325	этот вопрос	3	2
326	с ней	3	2
327	связанный с	1	2
328	в частности	4	2
329	к этому	1	2
330	что то	3	2
331	в своих	3	2
332	равным образом	1	1
333	из внешней	1	1
334	смысле слова	1	1
335	и своеобразным	1	1
336	ту же	3	1
337	одним из	2	1
338	языка с	1	1
339	же как	6	1
340	увидим ниже	2	1
341	самым не	1	1
342	не остается	1	1
343	и житейского	2	1
344	переход от	4	1
345	другому человеку	1	1
346	не иначе	4	1
347	чего не	3	1
348	в определенный	1	1
349	нас на	1	1
350	объединения в	1	1
351	и до	1	1
352	и самое	1	1
353	встречаются на	1	1
354	собственном смысле	1	1
355	и развитие	4	1
356	в их	3	1
357	всех указанных	1	1
358	например в	4	1
359	первой и	1	1
360	если я	4	1
361	для своего	1	1
362	при анализе	1	1
363	является тем	2	1
364	с более	2	1
365	до крайности	2	1
366	первой стадии	1	1
367	бы что	1	1
368	ситуации мы	1	1
369	язык как	1	1
370	мы сразу	1	1
371	расширение круга	1	1
372	движение в	3	1
373	противоречащих друг	1	1
374	является необходимым	1	1
375	которой как	1	1
376	оба эти	3	1
377	еще до	1	1
378	в сущности	7	1
379	это всегда	1	1
380	совпадает с	4	1
381	принадлежит к	2	1
382	вся система	2	1
383	он произносит	1	1
384	всего сказанного	2	1
385	я не	4	1
386	ему в	1	1
387	но то	1	1
388	себе что	2	1
389	того же	7	1
390	в каждой	4	1
391	возможность перехода	4	1
392	иное отношение	3	1
393	имеет первостепенное	1	1
394	это возможно	1	1
395	быть в	1	1
396	но этого	1	1
397	мы начинаем	2	1
398	в чем	6	1
399	частной собственности	1	1
400	появляется и	1	1
401	но как	3	1
402	и другие	2	1
403	не то	1	1
404	к которой	2	1
405	классовая борьба	1	1
406	в новом	2	1
407	уже как	1	1
408	нашему изучению	1	1
409	для следующих	1	1
410	которые существуют	3	1
411	связи и	3	1
412	грамматических форм	1	1
413	к сожалению	1	1
414	явление которое	1	1
415	относится к	4	1
416	главнейших предметов	1	1
417	в собственном	1	1
418	мы обязаны	2	1
419	там где	7	1
420	в истории	1	1
421	стороны развитие	1	1
422	речи именно	1	1
423	в одной	4	1
424	скажем что	1	1
425	не хватает	2	1
426	в своем	7	1
427	и различные	1	1
428	однако не	1	1
429	кроме того	1	1
430	процессе развития	1	1
431	когда он	2	1
432	и понимания	1	1
433	не являются	2	1
434	все возможные	1	1
435	от этого	3	1
436	то в	5	1
437	за собой	3	1
438	с той	1	1
439	сливается с	1	1
440	он в	1	1
441	из этих	3	1
442	процесс образования	1	1
443	и отношения	3	1
444	для возникновения	2	1
445	с их	1	1
446	остановиться на	3	1
447	движение и	3	1
448	только один	1	1
449	в наших	4	1
450	в конкретном	1	1
451	вообще не	6	1
452	своем развитии	4	1
453	тем не	1	1
454	он ни	1	1
455	он не	7	1
456	что представляет	1	1
457	ключ к	2	1
458	эту задачу	1	1
459	всех этих	1	1
460	он должен	4	1
