N	2gram	Medvedev_U_1	Formalny
1	и не	8	30
2	и в	14	27
3	может быть	6	25
4	не может	7	24
5	так и	1	21
6	в этом	7	18
7	таким образом	2	18
8	а не	10	17
9	самом деле	2	16
10	то же	5	15
11	в нем	1	15
12	в процессе	1	15
13	как и	3	14
14	не в	2	12
15	если бы	2	12
16	в самом	2	11
17	художественное произведение	5	11
18	не могут	2	10
19	но и	4	10
20	не только	10	9
21	отнюдь не	1	8
22	входит в	1	8
23	в пределах	1	8
24	только в	2	8
25	как раз	2	8
26	то что	7	8
27	и все	1	8
28	что в	1	8
29	художественного произведения	2	7
30	с тем	1	7
31	же время	3	7
32	между тем	2	7
33	в его	2	7
34	в том	2	7
35	конструктивное значение	1	7
36	все это	5	7
37	в то	3	7
38	в искусстве	6	7
39	но в	3	6
40	произведение как	1	6
41	в своей	3	6
42	произведения в	1	6
43	произведения как	1	6
44	было бы	3	6
45	что он	2	6
46	с другой	4	6
47	в данном	1	6
48	все же	3	6
49	и для	2	6
50	бы в	1	6
51	истории литературы	3	6
52	хотя бы	5	6
53	но не	2	5
54	независимо от	1	5
55	в художественном	5	5
56	ни было	3	5
57	сводится к	2	5
58	в ней	1	5
59	никогда не	1	5
60	говорит он	1	5
61	тем что	2	5
62	и потому	1	5
63	что же	1	5
64	и формы	3	5
65	другой стороны	3	5
66	не есть	2	4
67	мы не	2	4
68	он был	1	4
69	бы то	3	4
70	бы ни	1	4
71	то ни	3	4
72	данном случае	1	4
73	приема и	1	4
74	том что	2	4
75	установка на	1	4
76	по себе	2	4
77	она не	1	4
78	тогда когда	1	4
79	мы можем	1	4
80	и является	2	4
81	и прием	2	4
82	могут быть	2	4
83	о том	1	4
84	конечно не	4	4
85	содержания и	1	4
86	литературного произведения	1	4
87	прежде всего	8	4
88	до конца	1	4
89	формы и	2	3
90	художественном произведении	2	3
91	одним из	2	3
92	же как	1	3
93	должна быть	2	3
94	той же	1	3
95	мы и	2	3
96	в виду	1	3
97	литературы и	2	3
98	в которых	1	3
99	как таковая	1	3
100	нет и	1	3
101	бы и	2	3
102	формы в	3	3
103	в себе	2	3
104	этот процесс	1	3
105	не следует	3	3
106	для формалистов	1	3
107	и с	2	3
108	материала и	2	3
109	искусства в	1	3
110	это не	3	3
111	ее в	1	3
112	он и	1	3
113	что материал	2	3
114	как таковой	2	3
115	этом отношении	2	3
116	же самое	2	3
117	в произведении	1	3
118	у формалистов	1	3
119	и что	1	3
120	можно сказать	1	3
121	единства и	1	3
122	их в	1	3
123	уже не	1	3
124	его и	2	3
125	наука о	1	3
126	в конце	2	3
127	слово как	1	3
128	не о	3	3
129	у нас	3	3
130	в шкловский	2	3
131	в той	1	3
132	того что	1	3
133	к проблеме	1	3
134	произведений и	1	3
135	о нем	1	3
136	сказать что	1	3
137	равно как	1	3
138	и эта	1	3
139	человека и	1	2
140	он может	1	2
141	прием и	2	2
142	в котором	1	2
143	с его	2	2
144	конечно это	1	2
145	в сторону	2	2
146	очевидно что	3	2
147	за пределы	1	2
148	в своем	1	2
149	в этой	4	2
150	что она	2	2
151	перестает быть	5	2
152	только материал	1	2
153	всех этих	2	2
154	не значит	1	2
155	не как	3	2
156	в россии	4	2
157	форма в	1	2
158	это значит	1	2
159	жирмунский в	1	2
160	этом смысле	2	2
161	сделан дон-кихот	1	2
162	и вне	1	2
163	или точнее	3	2
164	художественного творчества	5	2
165	друг другу	1	2
166	что этот	1	2
167	в шкловского	2	2
168	находятся в	1	2
169	литературного факта	1	2
170	и это	1	2
171	идет не	1	2
172	является в	2	2
173	жанра в	1	2
174	для этого	3	2
175	ничего не	2	2
176	литературного ряда	1	2
177	и содержание	1	2
178	переходит в	1	2
179	что и	2	2
180	и только	5	2
181	оформления материала	1	2
182	художественного восприятия	1	2
183	и действительно	1	2
184	материал как	2	2
185	как сделан	1	2
186	он становится	1	2
187	содержание и	1	2
188	и даже	1	2
189	в области	3	2
190	и др	1	2
191	превращается в	2	2
192	материал и	1	2
193	без труда	1	2
194	смысле этого	2	2
195	формального метода	9	2
196	но это	2	2
197	но для	1	2
198	она должна	1	2
199	в точном	1	2
200	конце концов	2	2
201	но если	1	2
202	история литературы	1	2
203	тезис формалистов	1	2
204	к этому	1	2
205	в таком	1	2
206	принуждается признать	1	1
207	литературы а	1	1
208	и через	2	1
209	сам по	1	1
210	и то	3	1
211	формалистов к	1	1
212	материал поэзии	1	1
213	художественных произведений	2	1
214	и творчество	1	1
215	объясняется и	1	1
216	как данность	1	1
217	к созданию	1	1
218	мы имеем	1	1
219	чистая форма	1	1
220	содержания в	1	1
221	дан в	1	1
222	а для	1	1
223	творчества правда	1	1
224	этого термина	2	1
225	так или	1	1
226	как прием	2	1
227	установку на	2	1
228	стилистических приемов	5	1
229	своей работе	1	1
230	поэтика должна	1	1
231	не входит	1	1
232	оно является	1	1
233	определяется не	1	1
234	его на	1	1
235	в противном	2	1
236	как таковое	1	1
237	она принуждается	1	1
238	формальный метод	11	1
239	имеем в	1	1
240	на то	1	1
241	противном случае	2	1
242	он не	1	1
243	весь и	1	1
244	мы полагаем	1	1
245	по существу	2	1
246	же литературного	1	1
247	современного романа	1	1
248	или иных	2	1
249	он будет	1	1
250	же не	2	1
251	если нет	1	1
252	чистое и	1	1
253	чуждых друг	1	1
254	а его	2	1
255	форму и	2	1
256	быть не	1	1
257	еще одно	1	1
258	и теоретической	1	1
259	место и	1	1
260	была уже	1	1
261	задачи и	1	1
262	должно быть	1	1
263	восприятия и	1	1
264	из приемов	1	1
265	на первый	2	1
266	в первую	1	1
267	литературе хочет	1	1
268	вообще очень	1	1
269	стать наукой	1	1
270	его стилистических	2	1
271	л толстого	1	1
272	данное время	1	1
273	в их	4	1
274	она в	1	1
275	является только	1	1
276	но он	1	1
277	в понятии	1	1
278	литературной эпохи	1	1
279	тому чтобы	1	1
280	р якобсона	2	1
281	литературы как	1	1
282	еще один	1	1
283	и роль	2	1
284	при построении	1	1
285	того как	1	1
286	хочет стать	1	1
287	единственным героем	1	1
288	больше чем	1	1
289	произведения а	1	1
290	не ставит	1	1
291	наша задача	1	1
292	на выражение	1	1
293	и делает	1	1
294	эстетический объект	1	1
295	с другом	1	1
296	признать приемы	1	1
297	восприятия а	1	1
298	как мычание	2	1
299	этого и	1	1
300	что при	1	1
301	философии это	1	1
302	правда не	1	1
303	от произведения	1	1
304	как таковым	1	1
305	но по	1	1
306	только при	1	1
307	эйхенбаума об	1	1
308	что такой	1	1
309	художественное творчество	1	1
310	искусство как	1	1
311	начала и	1	1
312	отсюда и	1	1
313	именно этот	1	1
314	для него	3	1
315	строго говоря	1	1
316	по теории	1	1
317	первый план	1	1
318	об этом	1	1
319	словесного искусства	1	1
320	искусства и	1	1
321	в значительной	1	1
322	чего является	1	1
323	нас в	2	1
324	все в	1	1
325	где же	1	1
326	является с	1	1
327	материал не	2	1
328	своим единственным	1	1
329	но конечно	2	1
330	наукой она	1	1
331	если наука	1	1
332	что только	1	1
333	тот же	1	1
334	в поэтическом	1	1
335	так всегда	1	1
336	которое мы	1	1
337	и так	1	1
338	приемы своим	1	1
339	это же	1	1
340	с одной	1	1
341	в качестве	1	1
342	построения и	1	1
343	для всех	2	1
344	литературы в	1	1
345	и у	2	1
346	вопроса о	2	1
347	то и	1	1
348	самый прием	1	1
349	же в	1	1
350	или даже	1	1
351	или просто	1	1
352	одно из	1	1
353	изучаемого объекта	1	1
354	сумме его	2	1
355	без этого	1	1
356	даже и	2	1
357	на лингвистику	1	1
358	на положение	1	1
359	только фактом	1	1
360	приема как	1	1
361	даже не	1	1
362	до сих	2	1
363	или иначе	1	1
364	формалистов на	1	1
365	сюда же	1	1
366	а о	2	1
367	и быть	1	1
368	и сплошь	1	1
369	только к	3	1
370	что для	1	1
371	полагаем что	1	1
372	к сожалению	3	1
373	не было	1	1
374	одной стороны	1	1
375	не делает	1	1
376	формалисты отнюдь	1	1
377	о чем	2	1
378	что мы	2	1
379	произведения искусства	3	1
380	формы слова	1	1
381	представляется нам	2	1
382	стороны в	1	1
383	в частности	3	1
384	прием а	1	1
385	эта новизна	1	1
386	не словами	1	1
387	в течение	1	1
388	пишет в	1	1
389	и всей	1	1
390	в словах	1	1
391	в отдельности	1	1
392	душа сюда	1	1
393	отдельности и	1	1
394	друг с	1	1
395	к следующему	1	1
396	недаром и	1	1
397	случайной и	1	1
398	язык в	1	1
