N	2gram	Voloshinov_1	EvropaiE
1	и в	16	37
2	в пределах	2	25
3	точки зрения	8	23
4	что в	3	21
5	не только	7	18
6	с точки	6	17
7	то же	2	15
8	хотя бы	4	15
9	но в	4	14
10	в качестве	1	14
11	но и	4	14
12	и не	4	14
13	в этом	9	12
14	в области	3	11
15	в том	3	11
16	так и	4	10
17	отнюдь не	4	9
18	только в	4	9
19	прежде всего	9	9
20	не может	8	9
21	так же	2	9
22	в смысле	1	9
23	было бы	2	8
24	в своей	2	8
25	к тому	1	8
26	с одной	1	8
27	одной стороны	1	8
28	нам кажется	2	7
29	так как	4	7
30	с другой	1	7
31	как и	2	7
32	по своему	2	7
33	может быть	17	6
34	и на	4	6
35	во всех	3	6
36	том что	3	6
37	того чтобы	1	6
38	вовсе не	1	6
39	для того	1	6
40	и даже	4	6
41	как бы	5	6
42	с этой	2	6
43	то что	3	6
44	же как	2	5
45	столь же	1	5
46	но не	1	5
47	и по	2	5
48	но если	1	5
49	как мы	4	5
50	со стороны	1	5
51	от этого	1	5
52	в частности	2	5
53	и потому	3	5
54	в течение	1	5
55	как нам	1	5
56	этой точки	1	5
57	мы не	2	4
58	вопрос о	1	4
59	но даже	1	4
60	в ней	1	4
61	на путях	1	4
62	в самом	2	4
63	во многих	1	4
64	то ни	1	4
65	несмотря на	1	4
66	как совокупность	1	4
67	не имеет	1	4
68	и притом	3	4
69	той или	1	4
70	бы то	1	4
71	можно сказать	4	4
72	ни было	2	4
73	или иной	1	4
74	не на	2	4
75	как это	3	4
76	для нас	2	4
77	сказать что	7	4
78	в каком	2	4
79	в применении	1	3
80	и со	1	3
81	того же	2	3
82	в общем	3	3
83	когда он	1	3
84	и к	6	3
85	вообще не	2	3
86	мы можем	9	3
87	не будет	2	3
88	не дает	1	3
89	большинстве случаев	3	3
90	и мы	2	3
91	этом смысле	3	3
92	в них	2	3
93	с тем	1	3
94	можно ли	1	3
95	дело в	1	3
96	никогда не	2	3
97	уже и	1	3
98	с другом	1	3
99	бы ни	1	3
100	можно было	1	3
101	о том	2	3
102	что и	2	3
103	отметить что	1	3
104	и только	9	3
105	всяком случае	3	3
106	в известной	1	3
107	к ним	2	3
108	этом отношении	1	3
109	и прежде	1	3
110	в свою	1	3
111	говорит о	1	3
112	связано с	1	3
113	в данном	1	3
114	применении к	1	3
115	друг с	1	3
116	в культуре	1	3
117	известной степени	1	3
118	и для	2	3
119	мира и	3	3
120	не более	1	3
121	жизни в	1	3
122	в психологии	1	3
123	на своем	1	3
124	ее в	2	3
125	как на	1	3
126	во всяком	3	3
127	и то	1	2
128	что эти	1	2
129	и этот	2	2
130	что если	1	2
131	из того	1	2
132	культурного творчества	1	2
133	на них	2	2
134	между собой	2	2
135	но как	2	2
136	в свои	1	2
137	с этим	2	2
138	хотя и	1	2
139	и как	3	2
140	есть ли	1	2
141	что это	2	2
142	чем на	1	2
143	в этой	4	2
144	всего к	1	2
145	главным образом	1	2
146	но именно	1	2
147	он не	2	2
148	и еще	1	2
149	отношений между	1	2
150	таким образом	9	2
151	в мире	1	2
152	и с	8	2
153	с другими	3	2
154	известных пределах	1	2
155	для них	1	2
156	в своих	1	2
157	одна и	1	2
158	в развитии	2	2
159	и того	1	2
160	в эту	1	2
161	в этих	3	2
162	только те	1	2
163	можем сказать	2	2
164	к такой	1	2
165	она не	1	2
166	тогда когда	1	2
167	на язык	3	2
168	что на	2	2
169	в порядке	1	2
170	не могут	2	2
171	могут быть	3	2
172	или поздно	1	2
173	одну и	1	2
174	как не	2	2
175	данном случае	1	2
176	на основе	2	2
177	культуры и	1	2
178	и ту	1	2
179	мог бы	1	2
180	по сравнению	3	2
181	если бы	1	2
182	в известных	1	2
183	и та	1	2
184	и что	1	2
185	кажется что	2	2
186	к нему	1	2
187	в его	4	2
188	во всей	2	2
189	и можно	1	2
190	мы должны	1	2
191	и теперь	3	2
192	есть в	2	2
193	не можем	2	2
194	в большинстве	3	2
195	рано или	1	2
196	и других	2	2
197	в одном	3	2
198	заметить что	1	2
199	во власти	1	2
200	каких бы	1	2
201	в некоторых	1	2
202	на этот	1	2
203	а не	1	2
204	вместе с	3	2
205	сравнению с	3	2
206	что же	1	2
207	ко всему	1	2
208	и таким	2	2
209	и все	4	2
210	еще более	1	2
211	и наконец	4	2
212	же в	1	2
213	в другой	1	2
214	мы видим	2	2
215	а в	3	2
216	не есть	2	2
217	между ними	3	2
218	жизни и	3	2
219	и эта	1	2
220	существует только	2	1
221	даже более	1	1
222	как известно	1	1
223	ту же	2	1
224	доступ в	2	1
225	мы здесь	1	1
226	и это	6	1
227	тех же	3	1
228	или к	1	1
229	той же	1	1
230	из всего	1	1
231	что между	1	1
232	бы сделать	1	1
233	в основных	1	1
234	другую и	1	1
235	говорить о	2	1
236	а для	1	1
237	их до	1	1
238	не сразу	1	1
239	окружающей среды	1	1
240	совершенно определенных	1	1
241	что его	1	1
242	с его	7	1
243	чем это	1	1
244	через некоторое	1	1
245	значение и	1	1
246	с совершенно	1	1
247	других областей	1	1
248	за пределы	2	1
249	только путем	1	1
250	к сожалению	1	1
251	влечение к	1	1
252	в центре	1	1
253	в рамках	1	1
254	дает нам	1	1
255	как последняя	1	1
256	все остальные	2	1
257	все же	1	1
258	однако не	1	1
259	находящиеся в	1	1
260	в полном	1	1
261	к тем	1	1
262	что по	1	1
263	не являются	1	1
264	говорит об	1	1
265	его к	1	1
266	увидим что	1	1
267	в этот	2	1
268	психологии и	1	1
269	та же	1	1
270	этот новый	1	1
271	нужно как	1	1
272	в нашем	1	1
273	господствует в	1	1
274	которые в	1	1
275	с их	3	1
276	значение так	1	1
277	на его	1	1
278	при этом	6	1
279	в переводе	2	1
280	в корне	1	1
281	на этом	3	1
282	находит себе	1	1
283	в человеческом	1	1
284	от нее	1	1
285	как они	1	1
286	в нем	4	1
287	различие между	1	1
288	в глубине	1	1
289	лишь в	1	1
290	входит в	1	1
291	из русских	1	1
292	в свой	1	1
293	истории и	1	1
294	мы сказали	1	1
295	весь мир	1	1
296	в жизни	2	1
297	сущность этого	1	1
298	жизни но	1	1
299	значение как	1	1
300	потому и	2	1
301	их на	1	1
302	лучшим доказательством	1	1
303	чтобы войти	1	1
304	и культуры	1	1
305	именно и	1	1
306	мы говорили	1	1
307	что при	1	1
308	значение для	1	1
309	об их	1	1
