N	2gram	Losev_Dial_3	OGranits
1	и в	24	13
2	и его	5	12
3	прежде всего	8	9
4	может быть	13	8
5	не может	19	8
6	и не	27	8
7	в его	2	7
8	и пр	6	7
9	точки зрения	25	7
10	только в	5	6
11	как бы	3	6
12	не только	23	6
13	то что	14	6
14	таким образом	13	6
15	все же	3	5
16	и наконец	1	5
17	но ведь	1	5
18	с точки	14	5
19	в процессе	1	5
20	хотя бы	4	5
21	и эта	1	5
22	мы не	5	4
23	тех пор	2	4
24	еще и	2	4
25	но в	2	4
26	вопроса о	1	4
27	мы можем	1	4
28	то же	6	4
29	было бы	5	4
30	все это	6	4
31	только и	2	4
32	и то	4	3
33	в ее	1	3
34	самом деле	6	3
35	так и	5	3
36	говорить о	4	3
37	в их	2	3
38	за пределы	3	3
39	тела и	1	3
40	с этим	3	3
41	в которой	1	3
42	ни один	2	3
43	в себе	2	3
44	не как	1	3
45	в одном	1	3
46	так как	6	3
47	одно и	5	3
48	но и	9	3
49	слово в	2	3
50	как и	7	3
51	и уже	2	3
52	я хочу	1	3
53	точку зрения	1	3
54	что же	11	3
55	не в	3	3
56	да и	1	3
57	но для	2	3
58	и для	2	3
59	никогда не	7	3
60	и все	6	3
61	превращается в	6	3
62	что в	7	3
63	для себя	2	2
64	данном случае	1	2
65	зависимости от	3	2
66	и может	1	2
67	и этот	1	2
68	мы уже	3	2
69	есть не	9	2
70	мог бы	1	2
71	если бы	6	2
72	что иное	6	2
73	иное как	6	2
74	не что	6	2
75	себе что	1	2
76	в ней	2	2
77	ее в	2	2
78	в чем	4	2
79	мы понимаем	1	2
80	в общем	1	2
81	наконец в	1	2
82	чем же	1	2
83	и следовательно	2	2
84	его на	2	2
85	в данном	2	2
86	в этом	8	2
87	но так	1	2
88	в том	5	2
89	тот же	1	2
90	или иного	2	2
91	от этого	1	2
92	в этот	1	2
93	и тем	2	2
94	все эти	3	2
95	с одной	3	2
96	учение о	8	2
97	думать что	2	2
98	мы получим	1	2
99	иным как	1	2
100	в нем	3	2
101	при этом	2	2
102	школы и	1	2
103	для него	4	2
104	вовсе не	13	2
105	в зависимости	2	2
106	которые только	1	2
107	тем что	3	2
108	в них	5	2
109	объект и	2	2
110	связанных с	1	2
111	но одно	1	2
112	с другой	4	2
113	а как	1	2
114	в самом	7	2
115	того или	3	2
116	не чем	1	2
117	одной стороны	3	2
118	не на	6	2
119	а не	26	2
