N	2gram	Losev_Dial_3	Morfolog
1	может быть	13	52
2	и т	24	49
3	т д	23	47
4	и пр	6	40
5	таким образом	13	20
6	не может	19	17
7	в этих	1	16
8	т е	48	16
9	могут быть	2	15
10	с этим	3	14
11	и в	24	13
12	в этом	8	13
13	так как	6	12
14	перед нами	3	11
15	связи с	1	11
16	чаще всего	2	11
17	заметить что	1	10
18	то же	6	9
19	мы имеем	1	9
20	так и	5	9
21	не всегда	1	9
22	прежде всего	8	9
23	а не	26	9
24	в связи	1	9
25	и не	27	9
26	при помощи	3	8
27	что и	6	8
28	с другой	4	8
29	по существу	2	8
30	в результате	1	8
31	вопрос о	5	7
32	имеем в	1	7
33	и этим	3	7
34	или же	3	7
35	в качестве	1	7
36	все же	3	7
37	но если	6	7
38	но не	2	6
39	это не	4	6
40	во время	1	6
41	подобно тому	4	6
42	не могут	4	6
43	и здесь	2	6
44	в том	5	6
45	а в	2	6
46	мы не	5	5
47	во всех	1	5
48	тому как	4	5
49	то что	14	5
50	далеко не	1	5
51	не менее	11	5
52	потому что	7	5
53	или в	2	5
54	если мы	1	5
55	сюда же	1	5
56	как бы	3	5
57	также и	2	4
58	то это	9	4
59	что его	5	4
60	то мы	1	4
61	хотя и	5	4
62	и как	8	4
63	не только	23	4
64	на этом	2	4
65	об этом	6	4
66	его в	1	4
67	было бы	5	4
68	вовсе не	13	4
69	как и	7	4
70	несмотря на	2	4
71	точки зрения	25	4
72	с точки	14	4
73	тем не	10	4
74	на котором	2	4
75	ничего не	17	4
76	тем что	3	4
77	в других	1	4
78	как мы	2	4
79	подобных случаях	1	4
80	видно что	1	4
81	случае не	3	4
82	в некоторых	1	4
83	другой стороны	2	4
84	так же	4	4
85	а если	3	4
86	что в	7	4
87	начинается с	1	3
88	самом деле	6	3
89	на самом	1	3
90	в первом	2	3
91	и для	2	3
92	как таковые	1	3
93	независимо от	1	3
94	целый ряд	2	3
95	как таковое	3	3
96	но в	2	3
97	к чему	1	3
98	он должен	3	3
99	может существовать	2	3
100	и по	2	3
101	но все	1	3
102	из них	3	3
103	ни в	9	3
104	том что	8	3
105	в то	5	3
106	в сущности	10	3
107	на него	1	3
108	от того	4	3
109	по воздуху	1	3
110	на нем	1	3
111	если бы	6	3
112	но и	9	3
113	он не	5	3
114	значит что	24	3
115	к нему	3	3
116	и ее	3	3
117	а то	1	3
118	друг друга	3	3
119	мы можем	1	3
120	пр и	1	3
121	из которых	3	3
122	но это	5	3
123	кроме того	6	3
124	только что	4	3
125	же в	2	3
126	требует чтобы	2	3
127	если же	8	3
128	живое существо	2	2
129	как это	5	2
130	относятся к	1	2
131	по этим	1	2
132	что эти	1	2
133	как особого	2	2
134	есть нечто	23	2
135	время как	4	2
136	как таковая	3	2
137	друг на	1	2
138	и таким	1	2
139	если она	1	2
140	вот мы	1	2
141	и к	5	2
142	более или	1	2
143	то в	2	2
144	животных и	1	2
145	та же	1	2
146	как то	1	2
147	здесь имеется	1	2
148	право на	1	2
149	не значит	3	2
150	приходим к	1	2
