N	2gram	Voloshinov_1	Vvedenie
1	и в	13	32
2	в том	2	31
3	в этом	2	30
4	том что	2	26
5	может быть	8	26
6	не только	6	22
7	для того	1	21
8	того чтобы	1	20
9	таким образом	6	19
10	также и	1	18
11	то что	6	16
12	потому что	1	15
13	так как	3	15
14	не может	8	14
15	в самом	2	13
16	в нем	2	13
17	в их	3	12
18	в общем	2	12
19	в его	7	12
20	только в	6	12
21	и не	8	12
22	в ее	3	11
23	и именно	1	11
24	в данном	2	11
25	что такое	1	11
26	языка и	5	10
27	что в	3	10
28	то же	4	9
29	в истории	1	9
30	и как	1	9
31	но в	4	9
32	по себе	1	9
33	между тем	2	9
34	науки о	1	8
35	не в	3	8
36	тем не	1	8
37	не менее	2	8
38	с другой	2	8
39	самом деле	3	7
40	вопрос о	1	7
41	но не	1	7
42	все же	5	7
43	было бы	4	7
44	точки зрения	7	7
45	можно было	1	7
46	прежде всего	9	7
47	смысле слова	2	6
48	и это	1	6
49	его в	1	6
50	как и	3	6
51	к истории	1	6
52	вовсе не	2	6
53	в то	1	6
54	же время	1	6
55	тем что	2	6
56	один из	1	6
57	этот вопрос	1	6
58	и его	12	6
59	истории языка	2	6
60	но и	3	6
61	все это	4	6
62	и историей	2	6
63	хотя бы	5	6
64	одним из	1	5
65	а как	2	5
66	в целом	2	5
67	иное как	2	5
68	в широком	1	5
69	с их	1	5
70	об этом	1	5
71	и тем	2	5
72	данном случае	2	5
73	в них	2	5
74	но если	1	5
75	в которых	1	5
76	сказать что	1	5
77	могут быть	2	5
78	уже в	2	5
79	а не	2	5
80	она есть	1	5
81	в течение	2	5
82	как бы	6	5
83	в г	2	5
84	другой стороны	2	5
85	вместе с	1	5
86	связана с	3	4
87	и то	3	4
88	как это	1	4
89	в чисто	1	4
90	мы имеем	1	4
91	что иное	2	4
92	по отношению	3	4
93	от этого	2	4
94	в себе	3	4
95	но ведь	5	4
96	истории и	1	4
97	в своей	4	4
98	как о	1	4
99	не имеет	2	4
100	в разных	1	4
101	только с	1	4
102	в каждом	4	4
103	здесь нет	1	4
104	и т.д	5	4
105	внимание на	1	4
106	и что	1	4
107	еще не	1	4
108	что он	1	4
109	и ее	2	4
110	с одной	2	4
111	в виде	1	4
112	речь в	1	4
113	одно из	1	4
114	само по	1	4
115	этом отношении	1	4
116	даже и	1	4
117	в особенности	1	4
118	одной стороны	2	4
119	по мере	1	4
120	еще и	4	4
121	памятник в	1	4
122	с этой	2	4
123	и для	3	4
124	только что	1	4
125	а в	2	4
126	не что	2	4
127	отношению к	3	4
128	и есть	1	3
129	собственном смысле	1	3
130	говорить о	3	3
131	не вполне	1	3
132	то это	1	3
133	в виду	1	3
134	в различных	1	3
135	в чем	2	3
136	своего рода	2	3
137	совсем не	1	3
138	с понятием	1	3
139	и к	2	3
140	все эти	2	3
141	в этой	1	3
142	что она	1	3
143	при этом	2	3
144	если бы	2	3
145	не как	3	3
146	отношений между	2	3
147	на этом	1	3
148	заключается в	1	3
149	и уже	3	3
150	со всей	3	3
151	понятно что	3	3
152	и вот	1	3
153	и изучение	1	3
154	связи с	1	3
155	в области	2	3
156	языка в	1	3
157	себе что	2	3
158	в ней	2	3
159	в собственном	1	3
160	на том	1	3
161	истории литературы	2	3
162	а также	2	3
163	времени в	1	3
164	от другой	1	3
165	в конечном	1	3
166	или как	1	3
167	к нему	1	3
168	одной из	1	3
169	наук в	1	3
170	в начале	1	3
171	и других	1	3
172	в одном	3	3
173	в конце	1	3
174	отношение к	1	3
175	но что	1	3
176	до конца	1	3
177	из наиболее	1	3
178	так же	2	3
179	такого рода	1	3
180	что же	3	3
181	да и	3	3
182	с историей	2	3
183	в своем	1	3
184	к тому	2	3
185	греции и	1	3
186	к этому	1	3
187	вряд ли	3	2
188	же как	1	2
189	художественных произведений	2	2
190	и до	1	2
191	что мы	1	2
192	мы уже	2	2
193	есть не	2	2
194	мы не	4	2
195	того же	1	2
196	в каждой	1	2
197	время в	1	2
198	природы и	1	2
199	чем же	2	2
200	его к	1	2
201	в этот	2	2
202	выражение в	1	2
203	учение о	2	2
204	ни одна	1	2
205	что к	1	2
206	подобно тому	1	2
207	и наоборот	1	2
208	в другом	2	2
209	входит в	2	2
210	которая как	1	2
211	для них	1	2
212	о которых	1	2
213	соответствии с	2	2
214	несмотря на	2	2
215	другое дело	1	2
216	должно быть	1	2
217	и тогда	1	2
218	не мог	2	2
219	момента в	1	2
220	из того	1	2
221	и при	2	2
222	с точки	5	2
223	состоит в	1	2
224	не столько	3	2
225	мысли и	1	2
226	тому что	1	2
227	произведения и	1	2
228	и истории	2	2
229	в отношении	2	2
230	того как	1	2
231	одна из	1	2
232	никогда не	3	2
233	находятся в	1	2
234	его можно	1	2
235	до того	1	2
236	этого термина	1	2
237	когда мы	1	2
238	лежит в	1	2
239	в совокупности	1	2
240	значительной мере	1	2
241	в дальнейшем	1	2
242	так и	3	2
243	отсюда и	1	2
244	мог бы	2	2
245	не исчерпывается	2	2
246	для этого	1	2
247	же самое	1	2
248	и здесь	1	2
249	и должно	2	2
250	другом месте	1	2
251	в значительной	1	2
252	нуждается в	2	2
253	в языке	2	2
