N	2gram	Potebnia_M_2	Russkaja
1	не может	12	22
2	и не	19	19
3	в том	18	17
4	в этом	8	17
5	и в	24	14
6	то что	20	13
7	то же	12	11
8	таким образом	11	11
9	в то	6	10
10	же время	2	10
11	но и	9	10
12	в себе	10	9
13	не только	15	9
14	том что	8	9
15	с точки	1	9
16	может быть	23	9
17	во всяком	7	9
18	того чтобы	2	8
19	прежде всего	7	8
20	как на	3	8
21	самом деле	2	7
22	и если	4	7
23	и с	1	7
24	к тому	1	7
25	не будет	1	7
26	стремление к	2	7
27	о том	5	7
28	мы должны	2	7
29	если в	3	6
30	с тем	4	6
31	в своих	1	6
32	и при	3	6
33	если бы	11	6
34	все это	2	6
35	и для	3	6
36	для того	5	6
37	что он	4	6
38	всяком случае	7	6
39	для всех	1	6
40	для него	10	6
41	на самом	2	6
42	а между	4	5
43	вопрос о	2	5
44	и на	8	5
45	между собой	1	5
46	во всех	7	5
47	на то	5	5
48	в нем	9	5
49	при этом	13	5
50	он не	1	5
51	он должен	1	5
52	было бы	13	5
53	никогда не	4	5
54	потому что	49	5
55	между тем	6	5
56	а потому	5	5
57	и только	6	5
58	только в	11	5
59	хотя бы	2	5
60	конечно не	1	5
61	до сих	4	5
62	себя и	2	5
63	сих пор	4	5
64	а в	8	5
65	и то	3	4
66	смотреть на	1	4
67	бы то	1	4
68	но не	12	4
69	себе и	1	4
70	все же	5	4
71	более или	8	4
72	не в	13	4
73	на земле	1	4
74	то ни	1	4
75	том случае	1	4
76	его в	3	4
77	как и	7	4
78	или менее	8	4
79	в их	1	4
80	тогда когда	10	4
81	во всем	2	4
82	от того	5	4
83	не могут	7	4
84	при таких	3	4
85	в его	2	4
86	так как	10	4
87	со стороны	3	4
88	вместе с	11	4
89	он будет	1	4
90	что же	1	4
91	как бы	9	4
92	жизни и	1	4
93	что в	16	4
94	все что	3	4
95	вряд ли	3	3
96	и т	6	3
97	то в	1	3
98	и ни	1	3
99	еще не	4	3
100	из этих	4	3
101	что они	5	3
102	в самом	4	3
103	что это	3	3
104	главным образом	4	3
105	на том	1	3
106	и по	2	3
107	в другом	2	3
108	лишь в	1	3
109	о которых	3	3
110	должно быть	2	3
111	всех этих	2	3
112	но если	2	3
113	таким же	1	3
114	знаем что	1	3
115	том чтобы	1	3
116	одна из	4	3
117	связи с	6	3
118	в сознании	23	3
119	то это	3	3
120	точке зрения	2	3
121	что оно	4	3
122	что все	2	3
123	может только	1	3
124	что может	2	3
125	при котором	1	3
126	но мы	3	3
127	и во	3	3
128	что и	11	3
129	того что	7	3
130	с нею	2	3
131	в большинстве	1	3
132	из них	5	3
133	друг друга	2	3
134	тем что	7	3
135	именно в	1	3
136	что для	3	3
137	не было	6	3
138	ко всем	2	3
139	и потому	2	3
140	этом случае	1	3
141	или в	2	3
142	о котором	2	3
143	и как	6	3
144	все они	1	3
145	не есть	6	3
146	случае если	1	3
147	говоря о	3	2
148	зависимость от	1	2
149	бы для	1	2
150	и есть	2	2
151	должна быть	1	2
152	видеть в	1	2
153	к чему	1	2
154	из всех	1	2
155	но она	3	2
156	но даже	3	2
157	в ней	3	2
158	в таком	4	2
159	только стремление	1	2
160	или от	2	2
161	именно на	1	2
162	по отношению	2	2
163	тогда как	10	2
164	существование в	1	2
165	друг от	1	2
166	сама по	2	2
167	с этим	7	2
168	помнить что	3	2
169	и наконец	1	2
170	но в	4	2
171	не можем	6	2
172	это есть	1	2
173	все эти	2	2
174	и тот	2	2
175	во многих	3	2
176	раз навсегда	1	2
177	состоит в	2	2
178	не к	1	2
179	чтобы в	1	2
180	касается до	2	2
181	факт что	2	2
182	мы уже	1	2
183	в глазах	1	2
184	по себе	15	2
185	и тем	3	2
186	на основании	1	2
187	этого не	2	2
188	и тогда	3	2
189	в этих	3	2
190	во время	4	2
191	что такое	2	2
192	могут не	1	2
193	в котором	4	2
194	место в	4	2
195	ее он	1	2
196	друг другу	1	2
197	и более	1	2
198	их в	2	2
199	том же	1	2
200	для нее	2	2
201	тому что	2	2
202	только для	5	2
203	в таких	1	2
204	что с	2	2
205	для нас	31	2
206	у него	2	2
207	все члены	1	2
208	к себе	1	2
209	отличается от	1	2
210	понять что	1	2
211	указывает на	2	2
212	для себя	1	2
213	и о	1	2
214	от друга	1	2
215	и человек	3	2
216	мы указали	1	2
217	или нескольких	1	2
218	если они	1	2
219	это только	1	2
220	разумеется что	1	2
221	и деятельности	1	2
222	некоторых из	1	2
223	и что	4	2
224	были бы	1	2
225	любви к	1	2
226	от него	4	2
227	к нему	1	2
228	народов и	1	2
229	что только	2	2
230	такое стремление	1	2
231	время когда	1	2
232	бы ни	5	2
233	их не	1	2
234	так что	10	2
235	уже не	4	2
236	на такой	1	2
237	только на	1	2
238	то которое	1	2
239	его и	1	2
240	не так	3	2
241	представить себе	1	2
242	ни в	1	2
243	не о	1	2
244	мы можем	12	2
245	только с	1	2
246	при отсутствии	1	2
247	и вместе	4	2
248	в других	4	2
249	даже и	2	2
250	а с	2	2
251	в некоторых	4	2
252	зависит от	2	2
253	а не	18	2
254	большинстве случаев	1	2
255	так же	2	2
256	в течение	1	2
257	отношения к	2	2
258	есть и	1	2
259	но это	3	2
260	этом и	1	2
261	от нас	1	2
262	но для	1	2
263	если не	4	2
264	и от	3	2
265	чтобы понять	1	2
266	в зависимость	1	2
267	с ним	5	2
268	отношении к	2	2
269	бы его	1	2
270	на это	1	2
271	ее в	1	2
272	тем самым	4	2
273	точно так	9	2
274	с новыми	1	1
275	и действительно	1	1
276	должен быть	1	1
277	без них	2	1
278	того же	14	1
279	связи между	1	1
280	но тогда	1	1
281	он может	1	1
282	тех же	1	1
283	другое возможно	1	1
284	на деле	3	1
285	ту же	1	1
286	первое время	1	1
287	быть достигнуто	1	1
288	с таким	3	1
289	и за	1	1
290	есть не	5	1
291	от всякой	1	1
292	есть единственное	1	1
293	мы не	11	1
294	не во	2	1
295	изменений в	1	1
296	на место	1	1
297	до такой	1	1
298	не была	1	1
299	оно есть	1	1
300	дальше именно	1	1
301	они были	1	1
302	которое в	1	1
303	при переходе	1	1
304	и средство	1	1
305	себе что	1	1
306	без всякого	1	1
307	изменение в	2	1
308	столько же	1	1
309	в создании	3	1
310	на них	1	1
311	но этого	1	1
312	столь же	5	1
313	что его	3	1
314	друг к	1	1
315	и вопрос	1	1
316	к этому	2	1
317	они имеют	2	1
318	но как	1	1
319	а только	8	1
320	значение и	2	1
321	только тогда	3	1
322	при сильном	1	1
323	в общем	2	1
324	должны были	1	1
325	очевидно что	3	1
326	человек может	1	1
327	которые не	3	1
328	что хотя	4	1
329	в истории	1	1
330	что во	2	1
331	в одной	1	1
332	по которому	1	1
333	что касается	1	1
334	перед нами	1	1
335	что по	1	1
336	себе на	1	1
337	эти уступки	1	1
338	имеет в	1	1
339	этой цели	1	1
340	будет способствовать	1	1
341	от этого	1	1
342	в которой	5	1
343	этом если	1	1
344	бы не	5	1
345	что так	1	1
346	что к	1	1
347	то и	9	1
348	только один	4	1
349	тому же	1	1
350	иначе и	1	1
351	но на	2	1
352	чем сильнее	3	1
353	как оно	2	1
354	не следует	1	1
355	выражается в	2	1
356	тем не	6	1
357	время и	2	1
358	всех остальных	1	1
359	а скорее	2	1
360	чем для	1	1
361	от которого	1	1
362	несогласия с	1	1
363	о которой	3	1
364	меняется в	1	1
365	же это	1	1
366	есть та	1	1
367	к одному	1	1
368	именно из	1	1
369	средствами а	1	1
370	никому не	1	1
371	так например	3	1
372	заключает в	4	1
373	всех или	1	1
374	но все	2	1
375	такого же	2	1
376	значительной степени	1	1
377	мысль об	2	1
378	могла бы	3	1
379	тем же	3	1
380	тем в	1	1
381	об этом	1	1
382	к другу	1	1
383	то есть	30	1
384	от степени	1	1
385	на каком	1	1
386	входит в	1	1
387	заключается в	1	1
388	с другими	5	1
389	это не	3	1
390	то все	4	1
391	остановиться на	1	1
392	в жизни	2	1
393	из нее	1	1
394	человека на	1	1
395	этого слова	6	1
396	не всегда	1	1
397	для чего	1	1
398	жизни но	1	1
399	сильнее чем	1	1
400	такой же	4	1
401	и того	6	1
402	в царстве	1	1
403	одного и	6	1
404	наблюдение над	1	1
405	мысли что	1	1
406	что значит	1	1
407	выше что	1	1
408	бы на	1	1
409	от своего	1	1
410	другим и	3	1
411	в такой	1	1
412	и без	1	1
413	прийти к	1	1
414	не столько	2	1
415	в которых	1	1
416	для всякого	1	1
417	стало быть	4	1
418	с большею	1	1
419	теми же	1	1
420	по крайней	5	1
421	и эти	1	1
422	на другую	1	1
423	такое решение	1	1
424	ни было	3	1
425	возможно только	1	1
426	который мы	1	1
427	вовсе не	9	1
428	между несколькими	1	1
429	нетрудно заметить	1	1
430	и вся	1	1
431	сознании в	1	1
432	если и	2	1
433	не менее	5	1
434	или что	2	1
435	она могла	1	1
436	и другое	4	1
437	самого начала	2	1
438	и всегда	1	1
439	для каждого	1	1
440	и проч	10	1
441	дело в	1	1
442	а тогда	2	1
443	на себе	1	1
444	на него	3	1
445	сколько и	1	1
446	не вызывает	1	1
447	образом в	4	1
448	отличное от	2	1
449	при полной	1	1
450	но только	2	1
451	только не	1	1
452	ними не	1	1
453	существующие в	1	1
454	найти в	1	1
455	не всякий	1	1
456	именно с	1	1
457	невозможно но	2	1
458	и весь	2	1
459	всего на	1	1
460	с одним	1	1
461	таким путем	4	1
462	этих последних	2	1
463	к ней	2	1
464	внутренней и	1	1
465	тем легче	1	1
466	доказать что	1	1
467	что на	3	1
468	однако это	1	1
469	только от	3	1
470	являются уже	1	1
471	стороны и	1	1
472	из предыдущего	1	1
473	есть только	6	1
474	могут быть	8	1
475	чтобы сделать	1	1
476	похож на	1	1
477	указали выше	1	1
478	человека в	3	1
479	бы показать	1	1
480	слова но	2	1
481	должны быть	4	1
482	себя только	1	1
483	что при	1	1
484	от которой	1	1
485	всегда будет	1	1
486	но вряд	1	1
487	в применении	1	1
488	для образования	2	1
489	и это	2	1
490	оно может	2	1
491	из всего	1	1
492	как мы	1	1
493	новой и	1	1
494	как не	3	1
495	свою очередь	6	1
496	но при	1	1
497	к общему	4	1
498	на нем	1	1
499	в ее	1	1
500	на известной	1	1
501	только при	1	1
502	не могло	1	1
503	языка и	3	1
504	в собственном	2	1
505	мысль о	7	1
506	только то	1	1
507	в себя	2	1
508	с самого	2	1
509	степени и	1	1
510	это для	1	1
511	что у	2	1
512	понимание и	1	1
513	так и	5	1
514	не за	1	1
515	те же	3	1
516	его жизни	1	1
517	жизнь а	1	1
518	больше в	1	1
519	том виде	1	1
520	мог бы	3	1
521	других и	1	1
522	остается только	2	1
523	по сравнению	1	1
524	мы в	3	1
525	а там	1	1
526	быть может	7	1
527	может в	2	1
528	движения и	2	1
529	это зависит	1	1
530	то они	1	1
531	душ не	1	1
532	язык и	1	1
533	никак не	1	1
534	одного из	1	1
535	делает возможным	1	1
536	и просто	1	1
537	можно сказать	1	1
538	с другой	6	1
539	по их	1	1
540	от них	3	1
541	переходит в	1	1
542	крайней мере	5	1
543	может иметь	1	1
544	эти последние	2	1
545	он есть	1	1
546	по своей	1	1
547	один из	2	1
548	с себя	1	1
549	оно и	1	1
550	а если	1	1
551	с ними	3	1
552	на другие	6	1
553	недостаточно одного	1	1
554	не идет	1	1
555	это стремление	1	1
556	в обществе	2	1
557	человека с	1	1
558	же и	1	1
559	в сторону	1	1
560	и у	3	1
561	если мы	3	1
562	или не	5	1
563	а это	2	1
564	а то	2	1
565	и других	2	1
566	признать за	1	1
567	он имеет	1	1
568	мы знаем	2	1
569	роль и	1	1
570	к мысли	2	1
571	и их	5	1
572	в известной	1	1
573	могло бы	1	1
574	весьма сходные	1	1
575	не для	1	1
576	к ним	1	1
577	связано с	2	1
578	по величине	1	1
579	превращается в	2	1
580	следует признать	1	1
581	бы это	1	1
582	быть для	2	1
583	этой задачи	1	1
584	это будет	3	1
585	с общим	2	1
586	видно из	2	1
587	себе представить	2	1
588	влияние на	4	1
589	на ее	1	1
590	этот взгляд	2	1
591	связаны с	1	1
592	по своим	1	1
593	всякого другого	1	1
594	человека а	1	1
595	к которому	2	1
596	и прежде	1	1
597	души и	4	1
598	движения в	2	1
599	происходит при	1	1
600	что не	5	1
601	а на	1	1
602	которых мы	3	1
603	а за	1	1
604	ничем не	2	1
605	не на	2	1
606	понятие о	1	1
607	для человека	1	1
608	именно так	1	1
609	душевной жизни	7	1
610	пор был	1	1
611	в одно	8	1
612	в связи	2	1
613	к сознанию	1	1
614	связь с	1	1
615	если этот	1	1
616	усомниться в	1	1
617	в самой	3	1
618	как это	2	1
619	человека к	1	1
620	многих случаях	1	1
621	выражением его	1	1
622	смысле этого	3	1
623	применении к	1	1
624	когда же	1	1
625	это его	1	1
626	то к	2	1
627	при ближайшем	1	1
628	на ней	3	1
629	в состоянии	6	1
630	быть не	3	1
631	единения с	1	1
632	с этой	1	1
633	между прочим	4	1
634	ничего кроме	1	1
635	нем самом	1	1
636	к другим	3	1
637	независимое от	1	1
638	сознании и	2	1
639	отношениях к	1	1
640	известной степени	1	1
641	на все	3	1
642	не знаем	2	1
643	при таком	1	1
644	такой взгляд	1	1
645	та форма	1	1
646	разумеется только	1	1
647	и представления	1	1
648	может но	1	1
649	это как	1	1
