N	3gram	Propp_Isto_6	Komedia
1	до сих пор	4	9
2	в том что	5	9
3	для того чтобы	1	6
4	о том что	4	4
5	с одной стороны	7	3
6	о том как	3	3
7	тем не менее	1	3
8	по отношению к	2	3
9	речь идет о	1	3
10	вместе с тем	3	3
11	во всяком случае	2	3
12	так или иначе	1	2
13	т е в	2	2
14	с другой стороны	8	2
15	что и в	2	2
16	в этом случае	6	2
17	вместе с ним	1	2
18	в то время	3	2
19	но все же	2	2
20	иначе обстоит дело	1	2
21	обстоит дело с	1	2
22	наряду с этим	1	2
23	то время как	3	2
24	подобно тому как	1	1
25	на того кто	1	1
26	так и в	1	1
27	потому что с	1	1
28	в том числе	1	1
29	друг с другом	1	1
30	если мы сравним	1	1
31	с полным правом	1	1
32	хорошо известно что	1	1
33	можно сказать что	1	1
34	на то что	1	1
35	на первый план	2	1
36	в достаточной степени	1	1
37	как и вся	1	1
38	он был бы	1	1
39	так как он	2	1
40	независимо от того	1	1
41	и не может	1	1
42	одной стороны он	1	1
43	этой точки зрения	1	1
44	и т д	8	1
45	и тем более	1	1
46	но вместе с	1	1
47	свою принадлежность к	1	1
48	в обоих случаях	1	1
49	лицом к лицу	1	1
50	и сам он	1	1
51	более или менее	1	1
52	в греческой литературе	1	1
53	в некоторых случаях	2	1
54	но в основе	1	1
55	можем заключить что	1	1
56	мы имеем в	4	1
57	том что она	1	1
58	одной стороны и	1	1
59	с этой точки	1	1
60	сих пор не	1	1
61	таким образом если	1	1
62	что у него	1	1
63	в других случаях	1	1
64	в свое время	1	1
65	в зависимости от	1	1
66	ступени на которой	1	1
67	но при этом	1	1
68	все эти события	1	1
69	к себе в	2	1
70	как бы в	1	1
71	том что девушку	1	1
72	том числе и	1	1
73	однако и в	1	1
74	не менее в	1	1
75	после того как	2	1
76	потому что он	2	1
77	и что из	1	1
78	таким образом и	2	1
