N	3gram	Tiupa_Lite_2	Narrotol
1	в том что	5	8
2	в данном случае	3	6
3	по отношению к	3	5
4	в отличие от	1	5
5	с одной стороны	6	5
6	состоит в том	4	4
7	о том что	2	4
8	тем не менее	2	4
9	в соответствии с	1	3
10	в этом отношении	3	3
11	и представляет собой	1	3
12	той или иной	1	3
13	то же время	9	3
14	в конечном счете	5	3
15	в то же	9	3
16	к тому что	1	3
17	от первого лица	1	3
18	особое место в	1	2
19	с точки зрения	3	2
20	мы имеем дело	1	2
21	на самом деле	1	2
22	подобно тому как	2	2
23	и т п	2	2
24	и не может	1	2
25	а то и	1	2
26	имеем дело с	1	2
27	в равной степени	2	2
28	при всей своей	2	2
29	а в том	1	2
30	пребывания в мире	1	2
31	я в мире	1	2
32	не случайно в	1	2
33	не только не	1	2
34	не может быть	7	2
35	все то что	1	2
36	тогда как для	1	1
37	себя в другом	1	1
38	одной стороны и	1	1
39	в е годы	2	1
40	в данный момент	1	1
41	каждый из нас	1	1
42	то же самое	1	1
43	в частности в	1	1
44	и в то	1	1
45	креативного и рецептивного	1	1
46	на этом свете	1	1
47	можно было бы	1	1
48	а с другой	1	1
49	исследования в области	1	1
50	и рецептивного сознаний	1	1
51	следует вести о	1	1
52	то что было	1	1
53	это прежде всего	2	1
54	где в каждой	1	1
55	а к ее	1	1
56	не в том	1	1
57	я не могу	1	1
58	в мире а	1	1
59	тогда как сам	1	1
60	и когда он	1	1
61	этой точки зрения	1	1
62	человеческого присутствия в	1	1
63	едва ли не	4	1
64	но с другой	3	1
65	оказывается всего лишь	1	1
66	и не столько	1	1
67	с этой точки	1	1
68	что в ней	1	1
69	то есть в	1	1
70	никогда не бывает	1	1
71	жизни а не	1	1
72	в основе своей	1	1
73	в этой системе	1	1
74	но и не	1	1
75	и вполне закономерно	1	1
76	для того чтобы	1	1
77	ли не наиболее	1	1
78	тех кто не	1	1
79	в разговоре с	2	1
80	это свидетельствует о	1	1
