N	2gram	Bakhtin_fo_2	Myshleni
1	в том	10	33
2	том что	4	27
3	точки зрения	10	26
4	то что	7	20
5	в этом	22	19
6	с точки	8	18
7	того что	3	17
8	не только	11	15
9	и в	46	15
10	таким образом	3	14
11	что в	5	14
12	и речи	1	13
13	того чтобы	8	12
14	и т.д	1	12
15	говорит он	1	12
16	что он	3	12
17	в самом	1	11
18	мы не	1	10
19	было бы	2	10
20	для того	8	10
21	но и	9	10
22	мы можем	1	10
23	в сущности	2	9
24	в своем	5	9
25	о том	4	9
26	связи с	8	9
27	может быть	7	9
28	не может	2	9
29	не является	3	9
30	не в	9	8
31	никогда не	6	8
32	так и	7	8
33	если бы	1	8
34	и что	1	8
35	на основе	3	7
36	он не	5	7
37	по себе	2	7
38	к тому	3	7
39	и т.п	2	7
40	тот же	3	7
41	с одной	2	7
42	потому что	8	7
43	одной стороны	1	7
44	как бы	10	7
45	и не	9	7
46	во всяком	2	7
47	самом деле	1	6
48	мы уже	9	6
49	в этой	2	6
50	в истории	4	6
51	и к	2	6
52	как он	2	6
53	как и	8	6
54	мы видели	2	6
55	точку зрения	1	6
56	в отношении	2	6
57	как мы	6	6
58	в виду	3	6
59	но в	10	6
60	по своей	1	6
61	по этому	1	6
62	вовсе не	13	6
63	с другой	2	6
64	на этот	1	6
65	там где	2	6
66	в частности	5	6
67	вместе с	9	6
68	как это	2	6
69	в связи	8	6
70	сказать что	1	6
71	смысле слова	2	5
72	то же	8	5
73	вопрос о	1	5
74	уже в	4	5
75	это не	2	5
76	и даже	3	5
77	и их	4	5
78	представление о	2	5
79	и др	5	5
80	с помощью	3	5
81	сравнению с	1	5
82	по существу	5	5
83	все что	2	5
84	по сравнению	1	5
85	из того	1	4
86	с его	1	4
87	из этих	4	4
88	как в	4	4
89	все же	6	4
90	в которой	1	4
91	что все	2	4
92	в них	7	4
93	несмотря на	1	4
94	в своей	1	4
95	от его	1	4
96	значение для	2	4
97	к этому	3	4
98	их в	4	4
99	не имеет	1	4
100	и его	12	4
101	в совершенно	3	4
102	и с	6	4
103	мы видим	2	4
104	так как	6	4
105	только в	11	4
106	в качестве	3	4
107	для всех	1	4
108	потребность в	1	4
109	прежде всего	14	4
110	ребенка и	1	4
111	так же	2	4
112	все это	6	4
113	а в	3	4
114	по поводу	1	4
115	человека и	4	3
116	на самом	1	3
117	идет о	1	3
118	здесь и	1	3
119	и до	2	3
120	действительности и	1	3
121	мы имеем	2	3
122	и ее	1	3
123	он сам	1	3
124	мы будем	3	3
125	точка зрения	3	3
126	в общем	1	3
127	что они	4	3
128	с этим	5	3
129	что как	1	3
130	когда он	1	3
131	животных и	1	3
132	бы и	1	3
133	все эти	5	3
134	при этом	6	3
135	и по	3	3
136	об этом	1	3
137	те же	6	3
138	лишь в	2	3
139	о которых	1	3
140	во время	10	3
141	в которых	3	3
142	но эта	2	3
143	контакт с	2	3
144	в самой	2	3
145	уже говорили	4	3
146	этом отношении	2	3
147	в основе	6	3
148	числе и	2	3
149	для себя	1	3
150	и это	2	3
151	данном случае	1	3
152	и человека	1	3
153	действия и	1	3
154	и сам	1	3
155	с собой	1	3
156	с ним	4	3
157	но мы	1	3
158	утверждает что	2	3
159	и только	2	3
160	тем более	3	3
161	но не	5	3
162	это же	1	3
163	вот почему	1	3
164	вернуться к	1	3
165	из них	8	3
