N	3gram	Ircho_Kome_2	Myshleni
1	с точки зрения	1	21
2	для того чтобы	4	18
3	в том что	5	13
4	по сравнению с	1	7
5	с самого начала	1	7
6	к тому что	2	6
7	по отношению к	3	5
8	с одной стороны	2	5
9	в самом деле	1	4
10	вместе с тем	4	4
11	не может быть	1	4
12	о том что	4	4
13	только потому что	2	3
14	что у нее	1	3
15	до сих пор	2	3
16	имеет в виду	1	3
17	в самом начале	2	3
18	в первом случае	1	3
19	тем не менее	1	3
20	как мы видели	1	3
21	и столь же	3	2
22	в какой мере	1	2
23	представление о том	1	2
24	в той же	2	2
25	в отличие от	2	2
26	мы находим в	1	2
27	в большинстве случаев	1	2
28	точно так же	1	2
29	то время как	2	2
30	едва ли не	5	2
31	нечто такое что	1	2
32	сделать вывод что	1	2
33	в то время	3	2
34	мере в какой	1	2
35	в свою очередь	1	2
36	к выводу что	1	2
37	друг от друга	1	2
38	той же мере	1	2
39	друг с другом	2	2
40	благодаря тому что	1	2
41	должны были бы	1	1
42	в обоих случаях	2	1
43	тех пор пока	1	1
44	в силу этого	2	1
45	это не означает	1	1
46	каждой из них	1	1
47	того чтобы убедить	1	1
48	в том числе	3	1
49	никак не может	1	1
50	в соответствии с	1	1
51	в этом смысле	2	1
52	в том же	1	1
53	ни одно из	1	1
54	только в том	1	1
55	тем обстоятельством что	1	1
56	что он не	1	1
57	и в современной	1	1
58	в первую очередь	3	1
59	с той только	1	1
60	и во всех	1	1
61	том числе и	1	1
62	в углу комнаты	1	1
63	в каком направлении	1	1
64	можно было бы	2	1
65	до тех пор	3	1
66	все это черты	1	1
67	только разницей что	1	1
68	было вызвано тем	1	1
69	в этой области	1	1
70	не только в	1	1
71	возможность судить о	1	1
72	ни до ни	1	1
73	должна была бы	1	1
74	что в ее	1	1
75	благоприятные условия для	1	1
76	в одной из	2	1
77	если в основе	1	1
78	потому что в	1	1
79	с другой стороны	1	1
80	таким же образом	1	1
81	и представим себе	1	1
82	только после того	1	1
83	само по себе	1	1
84	во всяком случае	2	1
85	бы ожидать что	1	1
86	что у него	2	1
87	вместо того чтобы	1	1
88	и во всяком	1	1
89	так и в	1	1
90	сих пор в	1	1
91	и уже в	1	1
92	той только разницей	1	1
93	той или иной	1	1
94	надо признать что	2	1
95	до ни после	1	1
96	с другом и	1	1
97	это было вызвано	1	1
98	после того как	2	1
99	иначе чем это	1	1
100	в котором по	1	1
101	но все же	1	1
102	в то же	3	1
103	мы имеем дело	1	1
104	там и здесь	1	1
105	вызвано тем обстоятельством	1	1
106	что и в	2	1
