N	2gram	Bakhtin_Pr_3	DiskursI
1	в качестве	1	34
2	не только	4	28
3	в том	14	23
4	а не	11	22
5	то есть	48	20
6	том что	5	19
7	может быть	12	17
8	как и	11	16
9	и в	53	16
10	в этом	8	15
11	еще не	5	14
12	но и	7	14
13	при этом	3	13
14	и т.п	31	12
15	по своей	9	11
16	но не	5	11
17	прежде всего	15	11
18	и не	15	11
19	как в	7	10
20	далеко не	2	10
21	с другой	2	10
22	по отношению	2	9
23	в нем	10	9
24	не может	2	9
25	состоит в	1	9
26	отношению к	1	9
27	но в	5	8
28	своего рода	3	8
29	о том	2	8
30	так и	6	8
31	а также	4	8
32	не было	4	7
33	в себе	5	7
34	то же	6	7
35	не в	2	7
36	в основе	5	7
37	в его	8	7
38	только в	4	7
39	в своем	1	6
40	литературные жанры	1	6
41	и на	18	5
42	во всех	12	5
43	отличие от	1	5
44	тому же	2	5
45	в силу	1	5
46	в котором	1	5
47	в их	2	5
48	в отличие	1	5
49	в процессе	1	5
50	в себя	6	5
51	в эпоху	10	5
52	или иной	1	5
53	можно сказать	8	5
54	данного жанра	5	5
55	как бы	14	5
56	а в	2	5
57	то что	9	5
58	в своей	3	5
59	с его	2	4
60	отношение к	6	4
61	в истории	3	4
62	и к	5	4
63	уже не	1	4
64	в целом	1	4
65	претендует на	1	4
66	на его	3	4
67	не как	1	4
68	в них	2	4
69	потому что	5	4
70	могут быть	4	4
71	жанра в	2	4
72	и т.д	2	4
73	внимание на	1	4
74	же время	5	4
75	между тем	2	4
76	одной из	4	4
77	что он	4	4
78	в особенности	2	4
79	по своим	1	4
80	что не	1	4
81	связи с	1	4
82	что в	2	4
83	также и	4	3
84	того же	2	3
85	и потому	5	3
86	имеет свою	1	3
87	жанров в	1	3
88	в каждой	1	3
89	столь же	1	3
90	той или	1	3
91	в одной	2	3
92	с этим	2	3
93	перед нами	5	3
94	в самом	2	3
95	заключается в	1	3
96	это не	6	3
97	ведет к	1	3
98	точки зрения	4	3
99	в своих	2	3
100	бы быть	1	3
101	жанры как	1	3
102	в то	5	3
103	принадлежат к	1	3
104	к той	1	3
105	таким образом	6	3
106	должны быть	1	3
107	они и	2	3
108	в строгом	1	3
109	но при	1	3
110	в ее	3	3
111	времени и	2	3
112	и даже	2	3
113	или на	2	3
114	что и	3	3
115	существенную роль	1	3
116	хотя бы	2	3
117	в жанре	1	3
118	из них	4	3
119	к ним	1	3
120	тем что	2	3
121	именно в	2	3
122	при всей	2	3
123	себе не	1	3
124	в акте	1	3
125	по своему	6	3
126	один из	6	3
127	как уже	1	3
128	на смену	1	3
129	сказать что	10	3
130	другой стороны	1	3
131	одним из	3	2
132	например в	5	2
133	в году	1	2
134	мы имеем	1	2
135	в сущности	10	2
136	ему в	1	2
137	этого термина	1	2
138	в различных	1	2
139	за пределы	1	2
140	писателя в	1	2
141	что касается	2	2
142	хотя и	4	2
143	когда он	1	2
144	целый ряд	1	2
145	более или	3	2
146	жанра и	2	2
147	эти жанры	1	2
148	в тех	1	2
149	в этой	1	2
150	так сказать	5	2
151	он ни	1	2
152	этого жанра	14	2
153	и по	3	2
154	на этом	1	2
155	так например	2	2
156	человека в	3	2
157	в каждом	4	2
158	об этом	1	2
159	и тем	2	2
160	соответствии с	2	2
161	не всегда	1	2
162	с человеком	1	2
163	или менее	3	2
164	наших дней	3	2
165	и без	3	2
166	мысли и	1	2
167	направлен на	2	2
168	по крайней	1	2
169	и относительно	1	2
170	по мере	1	2
171	не менее	3	2
172	но они	4	2
173	в науке	1	2
174	а о	1	2
175	имеем дело	1	2
176	своей природе	1	2
177	и его	10	2
178	жанры в	1	2
179	в момент	1	2
180	крайней мере	1	2
181	к себе	6	2
182	же самое	1	2
183	числе и	10	2
184	мысли о	2	2
185	и он	1	2
186	как мы	5	2
187	с ее	1	2
188	разного рода	1	2
189	строго говоря	1	2
190	этих жанрах	1	2
191	и вообще	3	2
192	до н.э	3	2
193	о нем	1	2
194	во всяком	1	2
195	жанровая ситуация	1	2
196	и что	1	2
197	это было	3	2
198	на протяжении	5	2
199	и во	4	2
200	в форме	6	2
201	уходят в	1	2
202	котором он	1	2
203	них в	2	2
204	представления о	2	2
205	в литературе	5	2
206	большей или	3	2
207	и одновременно	4	2
208	дело с	1	2
209	в литературу	4	2
210	и ее	6	2
211	есть в	3	2
212	литературы в	3	2
213	уже в	2	2
214	или даже	1	2
215	к мысли	1	2
216	как его	1	2
217	заметить что	1	2
218	никогда не	2	2
219	для освоения	1	2
220	на ее	2	2
221	здесь в	10	2
222	и др	14	2
223	более того	6	2
224	в соответствии	2	2
225	в рассказе	2	2
226	его как	1	2
227	о чем	1	2
228	из канонических	1	2
229	к его	1	2
230	для понимания	2	2
231	жизни в	3	2
232	в особом	1	2
233	в начале	2	2
234	к другим	2	2
235	рассматривать как	1	2
236	или в	1	2
237	и все	10	2
238	или меньшей	3	2
239	жанра здесь	1	2
240	одновременно и	3	2
241	что даже	1	2
242	героя в	1	2
243	это в	1	2
244	они не	3	2
245	к этому	4	2
246	том числе	11	2
247	широкое распространение	1	1
248	новое время	4	1
249	нем нет	3	1
250	обычно в	3	1
251	на жанровые	2	1
252	отделен от	1	1
253	и то	1	1
254	на самом	1	1
255	это и	1	1
256	всего это	1	1
257	даже сказать	1	1
258	от своей	1	1
259	и до	5	1
260	также весьма	1	1
261	смерть в	1	1
262	иного типа	1	1
263	видеть в	1	1
264	особое ощущение	1	1
265	жанровая сущность	2	1
266	той же	5	1
267	человеком и	1	1
268	событие это	1	1
269	правильного понимания	2	1
270	т.п так	1	1
271	жанровой традиции	7	1
272	смысле можно	1	1
273	говорить о	2	1
274	но она	1	1
275	я не	4	1
276	но уже	1	1
277	они были	1	1
278	событий и	2	1
279	мы и	2	1
280	свою жанровую	1	1
281	меньшей степени	2	1
282	в xix	1	1
283	стоят на	1	1
284	на них	1	1
285	он сам	4	1
286	не могу	3	1
287	и главное	1	1
288	хода событий	1	1
289	а только	1	1
290	не то	3	1
291	иногда и	3	1
292	себе и	1	1
293	тут же	1	1
294	нет и	1	1
295	своей жанровой	1	1
296	что они	1	1
297	форме и	1	1
298	отчасти и	2	1
299	жанра как	2	1
300	приходит на	1	1
301	независимо от	1	1
302	его на	1	1
303	с их	2	1
304	о жизни	1	1
305	и различные	1	1
306	бы я	1	1
307	и художественного	1	1
308	недостаточно оцененное	1	1
309	к числу	1	1
310	сходятся в	1	1
311	есть его	1	1
312	со своей	1	1
313	в которой	2	1
314	что это	2	1
315	образом и	1	1
316	он в	2	1
317	из этих	1	1
318	и пространства	1	1
319	следующей главе	1	1
320	рассказ о	1	1
321	жизнь как	1	1
322	человек не	1	1
323	быть только	2	1
324	что она	1	1
325	в определенном	1	1
326	быть еще	1	1
327	время и	1	1
328	он не	3	1
329	с ней	3	1
330	всех этих	1	1
331	к одному	2	1
332	не к	1	1
333	собой не	1	1
334	из виду	1	1
335	нашего времени	1	1
336	на земле	14	1
337	можно даже	1	1
338	этих жанровых	1	1
339	как от	1	1
340	одному и	2	1
341	или иных	1	1
342	и заключается	2	1
343	подход к	1	1
344	распространяется на	1	1
345	всех произведениях	1	1
346	и последующего	1	1
347	где нет	1	1
348	и может	1	1
349	есть все	1	1
350	значение в	4	1
351	в мире	5	1
352	создает особый	1	1
353	самим собой	1	1
354	на все	2	1
355	и других	9	1
356	с другими	3	1
357	что эту	1	1
358	на почве	1	1
359	этом смысле	1	1
360	сочетания и	1	1
361	рассказчика и	1	1
362	например для	1	1
363	в новое	4	1
364	здесь это	1	1
365	в жизни	8	1
366	произведении и	1	1
367	который по	1	1
368	именно через	1	1
369	для них	1	1
370	о которых	1	1
371	полифонического романа	1	1
372	с большей	1	1
373	с этой	1	1
374	в слове	1	1
375	мы видели	2	1
376	мы не	4	1
377	слова и	3	1
378	потому и	1	1
379	в этих	5	1
380	на разных	1	1
381	во время	1	1
382	она выступает	1	1
383	или точнее	1	1
384	таким же	1	1
385	с точки	2	1
386	вплоть до	4	1
387	поэтому в	1	1
388	европейских литератур	1	1
389	которые в	1	1
390	для которых	1	1
391	в россии	1	1
392	что было	1	1
393	тем не	2	1
394	и более	2	1
395	слов о	3	1
396	мере и	1	1
397	это также	2	1
398	между двумя	1	1
399	и направления	1	1
400	и вся	3	1
401	и тому	2	1
402	если и	1	1
403	тем самым	1	1
404	как можно	1	1
405	даже не	1	1
406	и художественной	1	1
407	наиболее существенные	1	1
408	самого начала	4	1
409	и притом	1	1
410	и поль	1	1
411	мы все	2	1
412	образом в	2	1
413	но только	1	1
414	всегда почти	1	1
415	под углом	3	1
416	имеются и	1	1
417	для всех	2	1
418	этих двух	2	1
419	не все	1	1
420	во всем	2	1
421	углом зрения	4	1
422	xix веке	1	1
423	сам я	1	1
424	и теперь	1	1
425	определенного жанра	1	1
426	на него	1	1
427	целом и	1	1
428	как будто	2	1
429	этом отношении	1	1
430	и делает	1	1
431	что на	1	1
432	художественной литературы	2	1
433	личности в	1	1
434	линии развития	3	1
435	встречается в	1	1
436	во все	5	1
437	про себя	1	1
438	в определенную	1	1
439	всего в	1	1
440	здесь они	1	1
441	века до	2	1
442	все еще	3	1
443	если же	1	1
444	в последующие	2	1
445	прозы и	1	1
446	и это	3	1
447	своего развития	1	1
448	описание это	1	1
449	здесь не	4	1
450	здесь также	1	1
451	средних веков	1	1
452	и от	3	1
453	и диалогические	1	1
454	с самого	3	1
455	с книгой	1	1
456	первые века	1	1
457	влияние уже	1	1
458	здесь как	3	1
459	особенно в	4	1
460	пристальное внимание	1	1
461	живет в	2	1
462	мог бы	1	1
463	но такая	1	1
464	истории литературы	1	1
465	но здесь	2	1
