N	3gram	Tiupa_Hudo_1	Myshleni
1	с точки зрения	3	21
2	в том что	6	13
3	не только не	1	9
4	с самого начала	1	7
5	к тому что	4	6
6	по отношению к	8	5
7	то же самое	1	5
8	в данном случае	1	5
9	с одной стороны	1	5
10	этой точки зрения	1	4
11	в самом деле	4	4
12	с этой точки	1	4
13	не может быть	2	4
14	о том что	9	4
15	на то что	2	4
16	по своей природе	2	4
17	такой же мере	2	3
18	только потому что	2	3
19	состоит в том	1	3
20	в том и	1	3
21	одной стороны и	1	3
22	что у нее	1	3
23	до сих пор	2	3
24	в этом отношении	3	3
25	то и другое	2	3
26	в первом случае	1	3
27	тем не менее	3	3
28	содержит в себе	1	3
29	в такой же	2	3
30	как и в	3	3
31	и в конце	1	2
32	том что в	2	2
33	потому что он	1	2
34	прежде всего в	1	2
35	на самом деле	1	2
36	том что он	1	2
37	в отличие от	1	2
38	того и другого	1	2
39	для себя и	1	2
40	именно в этом	1	2
41	как раз в	2	2
42	же как и	1	2
43	приводит к тому	1	2
44	не чем иным	1	2
45	не до конца	1	2
46	чем иным как	1	2
47	в свою очередь	1	2
48	в конечном счете	2	2
49	друг от друга	1	2
50	друг с другом	1	2
51	несмотря на то	1	1
52	дело здесь не	1	1
53	всего в том	1	1
54	но для него	1	1
55	что она не	1	1
56	по сути дела	1	1
57	та же самая	1	1
58	в этом смысле	1	1
59	мы пытались показать	1	1
60	еще не отделилась	1	1
61	потому что не	1	1
62	самом же деле	1	1
63	только в том	2	1
64	что он не	2	1
65	в первую очередь	2	1
66	вследствие того что	1	1
67	в своих мыслях	1	1
68	в гораздо большей	1	1
69	заключает в себе	1	1
70	можно было бы	4	1
71	здесь не в	1	1
72	в какой и	1	1
73	в равной мере	2	1
74	и что в	1	1
75	как мы пытались	1	1
76	не только в	2	1
77	в высшей степени	1	1
78	но при этом	1	1
79	и в этом	1	1
80	было бы дать	1	1
81	вопросов о природе	1	1
82	в одной из	1	1
83	не только для	1	1
84	прежде всего на	1	1
85	мы уже говорили	1	1
86	и другое в	1	1
87	во всяком случае	1	1
88	что у него	2	1
89	тем что при	1	1
90	время в стороне	1	1
91	вместо того чтобы	2	1
92	на самом же	1	1
93	и то и	1	1
94	состоит как раз	1	1
95	так и в	1	1
96	то что мы	1	1
97	несет на себе	2	1
98	но и для	1	1
99	она не может	1	1
100	тот момент когда	2	1
101	того что он	1	1
102	их как и	1	1
103	вопрос о природе	1	1
104	по нашему мнению	1	1
105	но все же	1	1
106	в то же	8	1
107	друг друга и	1	1
108	в конце концов	1	1
109	в центре внимания	1	1
110	опять как и	1	1
