N	3gram	Vygotskiy__1	EvropaiC
1	в том что	9	16
2	до сих пор	3	12
3	с точки зрения	2	8
4	на самом деле	2	7
5	более или менее	2	7
6	на то что	8	7
7	для того чтобы	5	6
8	в самом деле	7	5
9	по сравнению с	1	5
10	то ясно что	1	4
11	том случае если	1	4
12	совершенно так же	1	4
13	в том случае	2	4
14	в этой области	1	4
15	к тому же	1	4
16	с другой стороны	5	4
17	не может быть	8	4
18	о том что	7	4
19	тем не менее	2	4
20	в конце концов	3	4
21	и того же	1	3
22	не может не	1	3
23	в настоящее время	2	3
24	одного и того	1	3
25	в том же	1	3
26	и то что	1	3
27	так же как	4	3
28	в связи с	1	3
29	в целом ряде	2	3
30	заключается в том	6	3
31	не в состоянии	3	2
32	но так как	1	2
33	в том и	2	2
34	том что он	1	2
35	принять во внимание	1	2
36	только то что	1	2
37	в таком же	1	2
38	он не может	1	2
39	заключает в себе	1	2
40	несмотря на то	2	2
41	вместе с тем	2	2
42	то что у	3	2
43	именно потому что	1	2
44	с одной стороны	5	2
45	друг к другу	1	2
46	во всяком случае	6	2
47	как и в	4	2
48	в свою очередь	1	2
49	не может служить	1	2
50	случае если бы	1	2
51	мы все же	1	2
52	в вопросе о	1	2
53	и в том	1	2
54	и в конце	1	1
55	потому что как	1	1
56	что эта психология	1	1
57	а следовательно и	1	1
58	тогда когда оно	1	1
59	хотя и не	2	1
60	еще далеко не	1	1
61	и более или	1	1
62	таким образом психика	1	1
63	психологической точки зрения	4	1
64	и то же	1	1
65	есть как бы	1	1
66	дело в том	1	1
67	то время как	5	1
68	так точно и	1	1
69	выпадает на долю	1	1
70	никак не может	2	1
71	сознательно или бессознательно	1	1
72	то же самое	2	1
73	что и для	1	1
74	таким образом оказывается	1	1
75	и тому же	1	1
76	ничего такого что	1	1
77	таком же виде	1	1
78	вступить в противоречие	1	1
79	только в том	3	1
80	образом оказывается что	1	1
81	в зависимости от	5	1
82	таким образом как	1	1
83	должны рассматриваться как	1	1
84	и при помощи	1	1
85	у него в	1	1
86	между тем как	1	1
87	а может быть	1	1
88	независимо от того	1	1
89	совершенно ясно что	14	1
90	том числе и	1	1
91	всех других видов	1	1
92	том или ином	1	1
93	это имеет место	1	1
94	точно так же	3	1
95	в одинаковой мере	2	1
96	точки зрения на	1	1
97	широком смысле слова	1	1
98	одно и то	1	1
99	вместе с ними	1	1
100	совершенно в таком	1	1
101	в область психологии	1	1
102	ясно что и	2	1
103	во внимание что	1	1
104	в том или	1	1
105	в противоречие с	2	1
106	мы не знаем	1	1
107	от него в	1	1
108	на задний план	1	1
109	с психологической точки	3	1
110	состоит в том	2	1
111	его к жизни	1	1
112	благодаря тому что	2	1
113	что в таком	1	1
114	приводит к тому	1	1
115	не в том	5	1
116	столь же мало	1	1
117	в нем не	1	1
118	на основании этих	1	1
119	потому не может	2	1
120	все что мы	1	1
121	но вместе с	1	1
122	уже и сейчас	1	1
123	что у него	3	1
124	и так как	3	1
125	и той же	3	1
126	так что от	1	1
127	а потому не	2	1
128	вместо того чтобы	1	1
129	все то что	3	1
130	что при этом	1	1
131	разница только в	1	1
132	в широком смысле	1	1
133	образом мы видим	1	1
134	в тех случаях	1	1
135	и таким образом	2	1
136	а в том	2	1
137	надо сказать что	3	1
138	весь центр тяжести	1	1
139	до тех пор	1	1
140	в своих общих	1	1
141	но для того	1	1
142	что в настоящее	1	1
143	мы знаем и	1	1
144	таким образом мы	1	1
145	в то время	5	1
146	на точку зрения	1	1
147	та или иная	1	1
148	не принадлежат к	1	1
149	смысле этого слова	2	1
150	и что следовательно	2	1
151	то есть в	2	1
152	с самого начала	1	1
153	не только не	3	1
154	но даже в	1	1
155	если признать что	1	1
156	может показаться что	1	1
157	при этом не	2	1
158	несмотря на все	1	1
159	из этих частей	1	1
160	психологией таким образом	1	1
161	мы видели что	2	1
162	это действительно так	1	1
163	в том числе	1	1
164	мы видим что	2	1
165	одной и той	3	1
166	что мы можем	1	1
167	что это действительно	1	1
168	те же самые	1	1
169	одному и тому	1	1
170	этого слова что	1	1
171	только тогда когда	4	1
172	как мы знаем	1	1
