1	и т п	5	9
2	в пределах одного	2	9
3	в большинстве случаев	4	8
4	с точки зрения	14	8
5	до сих пор	1	7
6	сам по себе	1	5
7	по отношению к	3	5
8	в то же	7	5
9	то же время	7	5
10	и не может	4	4
11	друг с другом	1	4
12	сама по себе	1	4
13	в отличие от	2	4
14	не может быть	14	4
15	и т д	6	4
16	в самом деле	4	4
17	как и все	2	4
18	той или иной	1	3
19	можно было бы	1	3
20	как и в	1	3
21	с другой стороны	5	3
22	в этом смысле	2	2
23	но при этом	1	2
24	тем не менее	2	2
25	в отношении к	1	2
26	хотя и не	1	2
27	друг на друга	1	2
28	в одной плоскости	3	2
29	в точке пересечения	1	2
30	таким образом как	1	2
31	в том или	1	2
32	но все же	1	2
33	в конце концов	2	2
34	в этих случаях	1	2
35	на то что	1	2
36	нам кажется что	2	2
37	никогда не может	1	2
38	в плоскости одного	1	2
39	другой стороны и	1	2
40	в настоящее время	1	2
41	в пределах данного	1	1
42	то же самое	3	1
43	дело в том	2	1
44	моментом которого оно	1	1
45	отношения слова к	1	1
46	хотя бы и	1	1
47	и для всякого	1	1
48	типа т е	1	1
49	в произведении нет	1	1
50	в том числе	1	1
51	бы ни были	1	1
52	так и в	2	1
53	точки зрения своей	1	1
54	то ни было	4	1
55	мы увидим что	2	1
56	собственном смысле слова	1	1
57	вовсе не как	1	1
58	в виду что	1	1
59	мере того как	1	1
60	в каждую эпоху	1	1
61	с установкой на	2	1
62	не забывает своего	1	1
63	сказа т е	1	1
64	значительной степени определяется	1	1
65	как и всякое	2	1
66	в связи с	4	1
67	и в нем	1	1
68	если же он	1	1
69	и в жизни	1	1
70	по мере того	1	1
71	том или ином	1	1
72	а не как	1	1
73	здесь же нам	1	1
74	в значительной степени	1	1
75	а следовательно и	1	1
76	так же не	1	1
77	т п в	2	1
78	в процессе его	2	1
79	его художественного замысла	1	1
80	одна из существеннейших	1	1
81	в каждом элементе	1	1
82	в пределах одной	2	1
83	может развиваться в	1	1
84	забывает своего пути	1	1
85	как мы знаем	4	1
86	лишь тогда когда	2	1
87	смысле этого слова	2	1
88	данной социальной группы	2	1
89	до настоящего времени	1	1
90	слова как бы	1	1
91	каких бы то	1	1
92	том числе и	1	1
93	одной плоскости с	1	1
94	не может стать	2	1
95	в собственном смысле	1	1
96	не могло в	1	1
97	остается тем же	1	1
98	мы не найдем	1	1
99	в том что	3	1
100	и в других	1	1
101	как бы еще	1	1
102	т е в	1	1
103	лишь в пределах	1	1
104	можно сказать что	1	1
105	а вовсе не	4	1
106	о том как	2	1
107	с одной стороны	1	1
108	вовсе не с	1	1
109	на самом деле	12	1
110	этой точки зрения	1	1
111	нужно иметь в	1	1
112	сами по себе	2	1
113	данного поэтического высказывания	1	1
114	в данную эпоху	1	1
115	и в том	1	1
116	заложенные в них	2	1
117	иначе обстоит дело	3	1
118	не была бы	1	1
119	в таком случае	1	1
120	в самом слове	1	1
121	таким образом между	1	1
122	бы то ни	4	1
123	где может быть	1	1
124	иметь в виду	1	1
125	непосредственно ни с	1	1
126	так сказать в	1	1
127	о том что	1	1
128	можем сказать что	1	1
129	здесь не в	1	1
130	видения и понимания	4	1
131	между тем как	1	1
132	которого оно является	1	1
133	точки зрения его	3	1
134	тот же принцип	1	1
135	есть в каждом	1	1
136	же время не	1	1
137	между ними и	2	1
138	за исключением этого	1	1
139	во всяком случае	6	1
140	в следующей главе	2	1
141	в данной социальной	2	1
142	обойтись без этого	1	1
143	в том же	1	1
144	мы можем сказать	1	1
145	но в таком	1	1
146	при этом не	1	1
147	в той же	1	1
148	целое и не	1	1
149	не только не	2	1
150	так или иначе	1	1
