N	2gram	Bakhtin_Pr_5	KFilosof
1	может быть	14	43
2	в его	21	39
3	в нем	16	31
4	не может	18	27
5	и не	27	26
6	по отношению	6	25
7	и в	35	22
8	в себе	5	21
9	в котором	3	21
10	отношению к	7	21
11	для меня	1	20
12	и его	14	17
13	в ее	3	17
14	а не	4	17
15	только в	6	16
16	в этом	14	13
17	точки зрения	7	13
18	и это	5	12
19	но не	6	12
20	ни в	2	12
21	для него	14	12
22	все эти	3	11
23	в своей	4	11
24	не в	10	11
25	к нему	13	11
26	во всех	3	10
27	в своем	2	10
28	это не	3	10
29	с точки	2	10
30	от себя	5	10
31	все это	14	10
32	в их	1	9
33	в целом	3	9
34	для нее	1	9
35	его целом	2	9
36	но и	14	9
37	как бы	31	9
38	и для	8	9
39	и все	15	9
40	момент его	2	8
41	лишь в	7	8
42	было бы	3	8
43	если бы	1	8
44	то что	10	7
45	во всем	4	7
46	в себя	1	7
47	что и	3	7
48	себя в	2	7
49	конечно не	2	7
50	вовсе не	7	7
51	я не	8	6
52	момент в	1	6
53	менее всего	1	6
54	отношение к	6	6
55	отнюдь не	1	6
56	он не	13	6
57	в мире	4	6
58	этот момент	1	6
59	и только	1	6
60	и действительно	1	6
61	уже не	3	6
62	и их	1	6
63	ко мне	1	6
64	но это	6	6
65	поступка в	1	6
66	в том	5	6
67	но как	4	5
68	все же	8	5
69	но в	19	5
70	жизнь как	1	5
71	не только	10	5
72	но ведь	2	5
73	то же	15	5
74	но все	4	5
75	его в	4	5
76	как и	18	5
77	должно быть	3	5
78	что я	13	5
79	но эта	2	5
80	никогда не	4	5
81	для себя	7	5
82	ни одно	1	5
83	с ним	7	5
84	со всем	1	5
85	есть лишь	1	5
86	там где	7	5
87	в основе	1	5
88	хотя бы	2	5
89	не знает	6	5
90	ко всему	1	5
91	как его	3	4
92	проникает в	2	4
93	где я	1	4
94	быть в	2	4
95	в чем	4	4
96	при этом	2	4
97	не как	3	4
98	здесь мы	1	4
99	бы быть	1	4
100	входит в	1	4
101	меня но	1	4
102	места в	2	4
103	чем не	1	4
104	о нем	2	4
105	с ними	5	4
106	и т.д	3	4
107	времени и	2	4
108	между тем	4	4
109	во всей	1	4
110	нисколько не	1	4
111	ни было	3	4
112	в одном	6	4
113	том что	3	4
114	а в	7	4
115	что в	6	4
116	в своих	1	4
117	самом деле	10	3
118	на самом	9	3
119	из его	2	3
120	и этот	2	3
121	мы не	1	3
122	что это	4	3
123	слово не	2	3
124	в ней	2	3
125	еще не	7	3
126	и на	6	3
127	не могу	3	3
128	но конечно	2	3
129	себе и	7	3
130	нет и	4	3
131	независимо от	1	3
132	к чему	1	3
133	бы и	2	3
134	бы не	2	3
135	всех этих	2	3
136	для того	1	3
137	и совершенно	1	3
138	из него	1	3
139	в каждом	6	3
140	в другом	12	3
141	себя не	1	3
142	этом смысле	3	3
143	нет в	3	3
144	рядом с	4	3
145	когда я	5	3
146	нигде не	1	3
147	что этот	1	3
148	не менее	2	3
149	меня не	4	3
150	я буду	1	3
151	где он	4	3
152	ничего не	3	3
153	меня и	1	3
154	и делает	4	3
155	меня в	2	3
156	здесь не	1	3
157	мне как	1	3
158	с человеком	3	3
159	но здесь	1	3
160	в виду	3	3
161	о том	2	3
162	и весь	1	3
163	других людей	1	3
164	того или	1	3
165	к последнему	1	3
166	ним и	1	3
167	нем и	1	3
168	того что	3	3
169	быть и	2	3
170	а лишь	1	3
171	действительной жизни	1	3
172	я имею	1	3
173	всем его	1	3
174	тем что	4	3
175	что не	4	3
176	и пр	1	3
177	до конца	4	3
178	вступает в	2	3
179	действительно и	1	3
180	по своему	4	3
181	сознания и	4	3
182	от него	6	3
183	лишь как	1	3
184	и ни	2	3
185	не должен	1	3
186	только с	3	3
187	не я	1	3
188	в свою	1	3
189	в то	11	3
190	себя как	3	2
191	чтобы не	2	2
192	мы здесь	1	2
193	и то	5	2
194	я и	2	2
195	он может	1	2
196	своем смысле	1	2
197	это и	3	2
198	а как	2	2
199	если я	2	2
200	и свой	3	2
201	вопрос о	2	2
202	ему в	1	2
203	с его	7	2
204	совсем не	3	2
205	в данном	1	2
206	к которой	1	2
207	ее до	1	2
208	предмет значит	1	2
209	себя за	2	2
210	как в	5	2
211	как к	5	2
212	и как	2	2
213	себе как	1	2
214	та же	4	2
215	в этой	1	2
216	нами в	1	2
217	человек не	1	2
218	вследствие этого	1	2
219	нем нельзя	1	2
220	есть именно	1	2
221	в виде	7	2
222	ни был	2	2
223	так и	8	2
224	всех отношениях	1	2
225	то ни	3	2
226	и может	1	2
227	конечно в	2	2
228	ее мир	1	2
229	и мы	1	2
230	он ни	1	2
231	это целое	1	2
232	в жизни	2	2
233	кажется что	2	2
234	из нее	1	2
235	с тем	3	2
236	и само	1	2
237	сознания по	1	2
238	и того	2	2
239	но я	2	2
240	я его	1	2
241	знает и	5	2
242	тем не	1	2
243	и эти	1	2
244	войти в	2	2
245	по себе	4	2
246	тому что	2	2
247	раз и	3	2
248	дело в	1	2
249	в процессе	1	2
250	того чтобы	1	2
251	же время	10	2
252	для другого	2	2
253	к себе	18	2
254	и именно	1	2
255	его с	5	2
256	бы он	2	2
257	той или	4	2
258	оно не	1	2
259	можно и	1	2
260	на нем	1	2
261	всей своей	2	2
262	говорить о	3	2
263	котором мы	1	2
264	и себе	1	2
265	чтобы дать	1	2
266	жизнь и	2	2
267	даны в	1	2
268	сводится к	3	2
269	и та	2	2
270	бы то	3	2
271	или как	3	2
272	нем не	1	2
273	вся эта	1	2
274	в ту	1	2
275	и она	1	2
276	в него	3	2
277	мысль и	2	2
278	что только	1	2
279	тот же	4	2
280	что он	24	2
281	а с	3	2
282	всех его	1	2
283	со всеми	3	2
284	в качестве	1	2
285	него и	3	2
286	и других	1	2
287	его и	3	2
288	и навсегда	1	2
289	слова в	6	2
290	не о	4	2
291	или иной	4	2
292	ли это	2	2
293	для этого	2	2
294	себя и	8	2
295	предмет и	1	2
296	прежде всего	12	2
297	он и	5	2
298	если не	1	2
299	я уже	2	2
300	и потому	1	2
301	этого слова	5	2
302	но для	2	2
303	которой он	3	2
304	это уже	2	2
305	человек и	4	2
306	еще более	1	2
307	потому что	8	2
308	отношении к	7	2
309	его к	3	2
310	но этот	1	2
311	но ни	2	2
312	и эта	1	2
313	к этому	1	2
314	ту же	1	1
315	в движение	2	1
316	функции в	1	1
317	и через	1	1
318	в стороне	1	1
319	пробиться к	4	1
320	ты и	1	1
321	показать что	2	1
322	здесь и	1	1
323	непосредственной близости	1	1
324	и до	1	1
325	что эти	1	1
326	здесь существенно	1	1
327	ведь и	4	1
328	отношения к	1	1
329	мы уже	8	1
330	той же	2	1
331	со всех	1	1
332	и лицо	1	1
333	я как	3	1
334	смысле можно	1	1
335	что уже	1	1
336	время от	1	1
337	он как	4	1
338	совпадает с	2	1
339	котором не	1	1
340	бы ни	1	1
341	и ее	1	1
342	как я	1	1
