N	2gram	Vygotskiy__2	Mirosoze
1	может быть	9	30
2	не только	15	29
3	и в	15	28
4	не может	9	28
5	но и	10	25
6	а не	3	25
7	он не	7	24
8	в этом	19	20
9	у него	2	17
10	не в	8	16
11	потому что	7	16
12	в ней	1	15
13	в своей	4	15
14	переходит в	1	15
15	человека и	3	14
16	и есть	2	14
17	он был	1	14
18	никогда не	8	14
19	до конца	1	14
20	в нем	1	13
21	и он	1	12
22	и это	3	12
23	в самом	11	11
24	для него	3	11
25	и не	7	11
26	во имя	1	10
27	в своем	9	10
28	было бы	10	10
29	что в	14	10
30	прежде всего	4	10
31	что он	12	10
32	был бы	1	10
33	и потому	1	10
34	и все	3	10
35	с тем	1	9
36	и его	4	9
37	не есть	1	9
38	в его	2	9
39	в котором	2	8
40	но не	3	8
41	менее всего	1	7
42	но в	6	7
43	в себе	2	7
44	быть может	2	7
45	в самой	3	7
46	к нему	1	7
47	того что	17	7
48	и на	1	6
49	он сам	3	6
50	в которой	4	6
51	лишь в	3	6
52	в этой	6	6
53	только в	4	6
54	вместе с	6	6
55	все это	4	6
56	в том	33	6
57	нет и	2	5
58	это не	5	5
59	как и	6	5
60	что есть	1	5
61	у нас	1	5
62	не могут	2	5
63	то что	20	5
64	и человека	3	5
65	мира и	2	5
66	смысле слова	5	4
67	или к	2	4
68	это и	1	4
69	и этот	1	4
70	есть не	1	4
71	за пределы	2	4
72	увидим что	2	4
73	привести к	1	4
74	не к	1	4
75	и по	3	4
76	он знал	1	4
77	должен был	1	4
78	в них	4	4
79	в этих	2	4
80	точки зрения	26	4
81	в их	2	4
82	в которых	3	4
83	к ней	2	4
84	она не	1	4
85	что и	2	4
86	один из	1	4
87	уже в	5	4
88	ни с	1	4
89	а в	4	4
90	тем что	2	4
91	нет в	1	4
92	всю жизнь	1	4
93	и там	1	4
94	с этой	2	4
95	которых он	3	4
96	от него	1	4
97	не знает	1	4
98	и мира	1	3
99	с его	4	3
100	с этим	3	3
101	когда он	3	3
102	бы и	3	3
103	когда человек	1	3
104	и еще	1	3
105	на том	2	3
106	и вот	1	3
107	на этом	1	3
108	и с	4	3
109	его в	1	3
110	его личности	1	3
111	в жизни	1	3
112	для них	1	3
113	мир в	1	3
114	том что	27	3
115	но если	2	3
116	не имеет	4	3
117	ничего не	3	3
118	в движении	1	3
119	в момент	1	3
120	к тому	7	3
121	этот путь	1	3
122	в ее	1	3
123	особенно в	1	3
124	с собой	3	3
125	учение о	1	3
126	только и	1	3
127	нет у	1	3
128	социальной среды	5	3
129	конечно не	1	3
130	одно из	1	3
131	и их	5	3
132	так как	4	3
133	ко всем	1	3
134	это есть	2	3
135	для человека	2	3
136	должно быть	2	3
137	он должен	2	3
138	для нас	4	3
139	интерес к	1	3
140	хотя бы	4	3
141	в свете	1	3
142	мы увидим	2	3
143	также и	2	2
144	связана с	4	2
145	корней и	1	2
146	не хочет	1	2
147	высшей степени	7	2
148	к чему	2	2
149	вопрос о	5	2
150	в виду	6	2
151	и много	1	2
152	по отношению	6	2
153	себе и	1	2
154	в истории	6	2
155	как в	4	2
156	все же	4	2
157	и как	2	2
158	и к	6	2
159	от этого	2	2
160	за собой	2	2
161	он в	3	2
162	все эти	3	2
163	приводит к	5	2
164	самого себя	1	2
165	с их	2	2
166	только один	1	2
167	вообще не	1	2
168	как он	6	2
169	если бы	8	2
170	раз когда	1	2
171	с ней	2	2
172	тому чтобы	2	2
173	этом он	1	2
174	входит в	1	2
175	на протяжении	2	2
176	с самим	1	2
177	и мы	2	2
178	в ином	2	2
179	ли может	1	2
180	чем в	2	2
181	прийти к	2	2
182	место в	1	2
183	мысли и	1	2
