N	3gram	Tiupa_Disk_2	Literetu
1	то же время	5	9
2	в то же	4	9
3	не может быть	3	7
4	с одной стороны	4	6
5	в конечном счете	1	5
6	в том что	6	5
7	состоит в том	2	4
8	с другой стороны	1	4
9	с точки зрения	2	3
10	в этом отношении	4	3
11	в данном случае	6	3
12	между я и	1	3
13	по отношению к	4	3
14	речь идет о	1	3
15	о том что	3	2
16	присутствия в мире	2	2
17	не говоря уже	1	2
18	подобно тому как	2	2
19	в этом случае	2	2
20	говоря уже о	1	2
21	в русской литературе	2	2
22	по крайней мере	1	2
23	одно и то	2	2
24	и то же	2	2
25	в равной степени	1	2
26	в свое время	2	2
27	лирического героя в	1	2
28	в том числе	1	2
29	тем не менее	1	2
30	при всей своей	3	2
31	себя в другом	1	1
32	том что в	1	1
33	в сочетании с	2	1
34	такой же мере	1	1
35	в своих границах	1	1
36	есть по сути	1	1
37	мы имеем дело	1	1
38	я и ты	1	1
39	пребывания в мире	1	1
40	в соответствии с	2	1
41	одной стороны и	2	1
42	что же касается	2	1
43	в слово сплочены	1	1
44	и не может	2	1
45	я в мире	2	1
46	об одном из	1	1
47	в отличие от	12	1
48	бы то ни	1	1
49	только то что	1	1
50	не могут быть	1	1
51	том числе и	1	1
52	в основе своей	2	1
53	принципиальное различие между	1	1
54	своего и чужого	2	1
55	и то что	2	1
56	и в то	1	1
57	слово сплочены слова	1	1
58	в своего рода	1	1
59	другого в себе	1	1
60	в себя и	1	1
61	не более чем	2	1
62	и в пределах	1	1
63	лирический герой мандельштама	1	1
64	требует от личности	1	1
65	на этом свете	1	1
66	такой же как	1	1
67	в такой же	1	1
68	не в том	1	1
69	прежде всего в	1	1
70	все то что	1	1
71	для себя возможным	1	1
72	человеческого присутствия в	1	1
73	в одном из	1	1
74	то есть в	1	1
75	и прежде всего	2	1
76	автора с читателем	1	1
77	той или иной	3	1
78	то ни было	1	1
79	а с другой	1	1
80	в себе не	1	1
