N	3gram	Bakhtin_Fr_8	Analitik
1	не может быть	2	16
2	в том что	6	9
3	в то же	10	8
4	в отличие от	1	6
5	то же время	10	6
6	той или иной	1	6
7	по отношению к	1	5
8	большей или меньшей	3	4
9	с точки зрения	2	4
10	к тому же	1	4
11	о том что	2	3
12	в той или	1	3
13	состоит в том	1	3
14	подобно тому как	1	3
15	в том числе	3	3
16	бы то ни	2	3
17	для того чтобы	2	3
18	то ни было	1	3
19	с одной стороны	2	3
20	не в том	1	3
21	том или ином	1	3
22	в самом деле	1	2
23	то же самое	1	2
24	но и в	1	2
25	в этом отношении	1	2
26	в данном случае	2	2
27	но в то	2	2
28	с другой стороны	2	2
29	в том или	1	2
30	какой бы то	1	2
31	в свое время	1	2
32	в этом ряду	1	2
33	его позиция в	1	1
34	по своей сущности	1	1
35	бы ни был	1	1
36	более или менее	2	1
37	отвечая на вопрос	1	1
38	о том как	1	1
39	выходит за пределы	1	1
40	таит в себе	1	1
41	оно ни было	1	1
42	а не к	1	1
43	до сих пор	8	1
44	себя в своих	1	1
45	в себе предельную	1	1
46	на самом же	1	1
47	том числе и	2	1
48	к первой части	1	1
49	в этих исключительных	1	1
50	вместе с тем	1	1
51	и в частности	1	1
52	и тогда когда	1	1
53	и т.д в	1	1
54	в особенности же	1	1
55	времени и в	1	1
56	и не могут	1	1
57	в известном смысле	1	1
58	все без исключения	1	1
59	и при этом	1	1
60	а с другой	1	1
61	и как бы	1	1
62	в большей или	3	1
63	или меньшей степени	3	1
64	все же не	1	1
65	бы оно ни	1	1
66	прежде всего в	1	1
67	самом же деле	1	1
68	включает в себя	1	1
69	на вопрос о	1	1
70	при этом как	1	1
71	в той же	3	1
72	целого в этом	1	1
73	что даже в	1	1
74	и вместе с	1	1
75	и т.п по	1	1
76	в этом понимании	1	1
77	в литературе последних	1	1
78	третьей и четвертой	3	1
79	никогда не бывает	1	1
80	и в самом	1	1
81	нового но не	1	1
82	в этом смысле	1	1
83	эпизодах и в	1	1
84	в связи с	3	1
85	оно и не	1	1
86	друг с другом	1	1
87	как и в	4	1
88	то он не	1	1
89	в глубине души	1	1
90	при взгляде на	2	1
