N	2gram	Bakhtin_Fr_5	slovoVRo
1	и в	45	41
2	в нем	10	30
3	то есть	25	26
4	в романе	11	21
5	во всех	13	17
6	не только	14	16
7	и не	15	16
8	точки зрения	4	16
9	но и	10	16
10	а не	4	15
11	то же	11	14
12	и на	5	14
13	в то	11	14
14	и его	13	14
15	в пределах	2	14
16	может быть	2	14
17	и др	8	14
18	не может	5	14
19	слова и	2	13
20	в сущности	4	13
21	в его	13	13
22	в этом	14	12
23	до конца	1	12
24	же время	9	12
25	как бы	12	12
26	так и	6	11
27	в большинстве	2	10
28	в той	1	10
29	слово в	1	10
30	себя в	1	9
31	все эти	5	9
32	таким образом	8	9
33	языков и	2	9
34	той или	1	9
35	или иной	1	9
36	как в	3	8
37	но в	14	8
38	на его	1	8
39	с точки	2	8
40	как мы	8	8
41	в особенности	2	8
42	прежде всего	10	8
43	все же	2	7
44	в своей	3	7
45	не в	7	7
46	вовсе не	8	7
47	с ним	5	7
48	зрения на	4	7
49	на фоне	2	7
50	все они	4	7
51	во всяком	1	7
52	того же	3	6
53	при этом	2	6
54	это не	3	6
55	в них	6	6
56	к своему	1	6
57	в отношении	2	6
58	только в	4	6
59	большинстве случаев	2	6
60	и даже	4	6
61	а в	4	6
62	и к	5	5
63	в самом	4	5
64	он в	2	5
65	так сказать	1	5
66	далеко не	1	5
67	все это	7	5
68	в основе	4	5
69	со своим	1	5
70	в языке	1	5
71	к нему	2	5
72	еще более	1	5
73	почти вовсе	2	5
74	на своем	1	5
75	ту же	2	4
76	одним из	5	4
77	поэзии и	1	4
78	на мир	7	4
79	в ней	8	4
80	еще не	1	4
81	с его	7	4
82	за пределы	1	4
83	перед нами	4	4
84	и наконец	2	4
85	но именно	2	4
86	всех этих	6	4
87	не как	1	4
88	дистанции между	2	4
89	в каждом	2	4
90	связанных с	3	4
91	и с	10	4
92	лишь в	2	4
93	языка но	2	4
94	как и	10	4
95	в их	4	4
96	том же	2	4
97	в процессе	1	4
98	и для	3	4
99	с ее	5	4
100	ничего не	4	4
101	о нем	1	4
102	все его	1	4
103	один из	2	4
104	ли он	2	4
105	рядом с	2	4
106	и все	7	4
107	там где	3	4
108	и потому	1	4
109	мы сказали	1	4
110	и формы	1	4
111	и от	4	4
112	кроме того	4	4
113	здесь в	4	4
114	известной степени	4	4
115	быть и	1	4
116	также и	7	3
117	почти всегда	3	3
118	от всякой	1	3
119	единство и	3	3
120	данном случае	2	3
121	в своем	11	3
122	бы и	1	3
123	из этих	3	3
124	прямой и	1	3
125	в себе	1	3
126	связанные с	3	3
127	в поэзии	3	3
128	он пользуется	1	3
129	вообще не	3	3
130	и сам	1	3
131	как оно	1	3
132	его в	5	3
133	было бы	2	3
134	он не	6	3
135	в понимании	1	3
136	и ее	1	3
137	от его	3	3
138	точку зрения	2	3
139	которые в	1	3
140	не должно	1	3
141	на всю	1	3
142	а иногда	1	3
143	не могло	3	3
144	следовательно и	1	3
145	никогда не	1	3
146	и здесь	4	3
147	не могут	2	3
148	в других	1	3
149	к тому	2	3
150	образом в	1	3
151	но здесь	1	3
152	формы и	1	3
153	о том	4	3
154	и во	4	3
155	у рабле	11	3
156	переходит в	2	3
157	того что	3	3
158	в том	10	3
159	словом и	3	3
160	поэтому и	3	3
161	в качестве	2	3
162	конечно не	2	3
163	из них	1	3
164	его и	1	3
165	для него	3	3
166	так как	6	3
167	друг друга	1	3
168	у него	4	3
169	именно в	3	3
170	в свою	1	3
171	не было	3	3
172	более того	1	3
173	в истории	2	3
174	но оно	1	3
175	не были	1	3
176	с этим	4	3
177	в данном	2	3
178	и оценок	1	3
179	и там	2	3
180	по существу	3	3
181	как только	1	3
182	при всем	1	3
183	форм и	5	3
184	хотя бы	2	3
185	одной из	5	3
186	с ними	1	3
187	из этого	1	3
188	в свое	1	3
189	но эти	1	3
190	которая не	2	3
191	например в	5	2
192	связана с	1	2
193	на самом	5	2
194	то в	1	2
195	в котором	1	2
196	оно было	2	2
197	века в	3	2
198	мы уже	4	2
199	той же	4	2
200	а как	1	2
201	мы не	4	2
202	же как	4	2
203	из своих	2	2
204	конечно и	2	2
205	свою очередь	1	2
206	в прямой	1	2
207	столь же	1	2
208	по своему	4	2
209	различия между	1	2
210	он может	1	2
211	но не	4	2
212	и речи	1	2
213	между словом	2	2
214	что они	1	2
215	сих пор	3	2
216	романе все	1	2
217	хотя и	5	2
218	от этого	2	2
219	сливается с	1	2
220	в целом	2	2
221	нами в	1	2
222	другом случае	1	2
223	время и	1	2
224	перестает быть	2	2
225	они в	1	2
226	и по	1	2
227	на этом	5	2
228	самого автора	2	2
229	те же	1	2
230	на все	2	2
231	для них	2	2
232	нисколько не	3	2
233	том что	7	2
234	в эту	2	2
235	и той	1	2
236	но он	3	2
237	не его	1	2
238	уже сказали	1	2
239	даже в	2	2
240	остановимся на	1	2
241	тому что	1	2
242	в атмосфере	6	2
243	до известной	4	2
244	и форм	1	2
245	из него	1	2
246	у нас	1	2
247	ни о	1	2
248	в духе	2	2
249	на протяжении	1	2
250	мы все	1	2
251	правда не	1	2
252	и самое	1	2
253	и о	4	2
254	то время	3	2
255	так в	2	2
256	роль в	2	2
257	на том	2	2
258	можно было	4	2
259	и вообще	2	2
260	в другом	3	2
261	можно сказать	2	2
262	а также	4	2
263	нас в	2	2
264	жизни но	1	2
265	наконец в	1	2
266	исторического развития	1	2
267	слов и	1	2
268	и всякое	1	2
269	оставаясь в	2	2
270	и одновременно	3	2
271	здесь не	6	2
272	мы видим	5	2
273	между тем	2	2
274	особенно у	1	2
275	связи с	6	2
276	и у	5	2
277	если мы	2	2
278	в виде	1	2
279	вводится в	1	2
280	характерно что	4	2
281	в известной	2	2
282	в одном	3	2
283	с этими	1	2
284	для того	6	2
285	очень тесно	1	2
286	до сих	3	2
287	с другом	2	2
288	пародии на	1	2
289	романа но	1	2
290	между этими	1	2
291	что все	2	2
292	связь с	3	2
293	в частности	1	2
294	так же	8	2
295	его как	4	2
296	в речах	1	2
297	основное содержание	1	2
298	пародию на	1	2
299	со всею	1	2
300	для понимания	1	2
301	друг с	2	2
302	в условиях	2	2
303	и слово	2	2
304	как раз	5	2
305	одна из	1	2
306	и другим	1	2
307	смысле на	1	2
308	потому что	7	2
309	основе их	1	2
310	между ними	1	2
311	сказать что	4	2
312	одновременно и	2	2
313	и эта	1	2
314	к этому	2	2
315	в скрытой	1	1
316	роль этих	1	1
317	у первых	1	1
318	в зародыше	1	1
319	с жизнью	1	1
320	и через	1	1
321	не остается	1	1
322	выражения в	1	1
323	между всеми	1	1
324	это игра	1	1
325	и есть	2	1
326	далее и	1	1
327	из самых	1	1
328	мировоззрения и	1	1
329	и до	2	1
