N	2gram	Vygotskiy__5	Istorich
1	и в	30	28
2	и т	7	25
3	может быть	11	25
4	т д	3	22
5	а не	8	15
6	не может	9	15
7	никогда не	9	14
8	мы имеем	8	13
9	мы должны	3	13
10	для нас	3	13
11	то же	7	12
12	не только	16	12
13	что в	24	12
14	мы видим	8	11
15	только в	5	11
16	мы не	3	10
17	все же	7	10
18	и что	23	10
19	что он	17	10
20	мы увидим	9	10
21	но и	6	10
22	прежде всего	4	10
23	что герой	3	9
24	не в	8	9
25	так и	3	9
26	о том	10	9
27	то что	37	9
28	видим что	3	9
29	в том	27	9
30	и не	6	9
31	в этом	14	8
32	но в	5	8
33	что это	8	8
34	таким образом	20	8
35	если бы	11	8
36	в ней	4	7
37	это не	3	7
38	еще не	5	7
39	и здесь	6	7
40	этот вопрос	4	7
41	и др	1	7
42	что мы	11	7
43	так же	13	7
44	том что	21	7
45	было бы	5	7
46	в этих	3	7
47	а в	4	7
48	в этой	5	6
49	ни один	2	6
50	о смерти	5	6
51	так например	3	6
52	не менее	1	6
53	к тому	8	6
54	что и	3	6
55	вслед за	1	6
56	так как	9	6
57	представляют собой	2	6
58	с другой	9	6
59	вместе с	12	6
60	когда он	5	6
61	например в	1	5
62	должна быть	2	5
63	вопрос о	3	5
64	мы будем	1	5
65	что они	5	5
66	в своем	6	5
67	более или	1	5
68	увидим что	9	5
69	что она	6	5
70	в силу	3	5
71	по существу	2	5
72	их в	1	5
73	или менее	1	5
74	можно было	3	5
75	в его	4	5
76	что здесь	3	5
77	но не	7	5
78	показывают что	1	5
79	в качестве	2	5
80	в одном	2	5
81	до сих	5	5
82	сих пор	5	5
83	или в	6	5
84	не знает	2	5
85	сказать что	9	5
86	другой стороны	5	5
87	героя в	3	5
88	и даже	2	4
89	и для	6	4
90	и на	3	4
91	между собой	2	4
92	то мы	1	4
93	чем это	3	4
94	не то	1	4
95	не все	1	4
96	с этим	2	4
97	представляет собой	1	4
98	все эти	2	4
99	на то	17	4
100	но все	2	4
101	об этом	3	4
102	и с	2	4
103	с тем	8	4
104	как и	6	4
105	даже в	1	4
106	на него	1	4
107	в основе	7	4
108	находится в	2	4
109	связи с	2	4
110	должны быть	1	4
111	здесь не	1	4
112	так в	3	4
113	означает что	1	4
114	другими словами	1	4
115	детей и	1	4
116	того что	8	4
117	с одной	12	4
118	потому что	23	4
119	так что	3	4
120	мы знаем	2	4
121	должны будем	2	4
122	превращается в	1	4
123	один из	5	4
124	установить что	1	4
125	одной стороны	12	4
126	могут быть	8	4
127	там где	4	4
128	друг с	3	4
129	как будто	6	4
130	все это	2	4
131	хотя бы	3	4
132	но это	1	4
133	обстоит дело	3	4
134	и другие	3	4
135	исходит из	4	3
