N	3gram	Bakhtin_Fr_2	Mirosoze
1	не может быть	4	17
2	но и в	4	4
3	потому что в	1	3
4	прежде всего в	1	2
5	по отношению к	1	2
6	до сих пор	4	2
7	и не может	1	2
8	но он не	1	2
9	к нему все	1	2
10	не только в	5	2
11	в конце концов	1	2
12	не могут быть	1	2
13	для того чтобы	1	2
14	и то чего	1	1
15	имеем в виду	2	1
16	в своей книге	2	1
17	то есть во	1	1
18	в наше время	1	1
19	есть то что	1	1
20	еще до конца	1	1
21	в своих философских	1	1
22	это прежде всего	1	1
23	в значительной степени	2	1
24	отношение к свободе	1	1
25	по сравнению с	2	1
26	в жизни так	1	1
27	в самой жизни	1	1
28	все более и	1	1
29	во всяком случае	2	1
30	одна и та	1	1
31	и в самой	1	1
32	но не только	1	1
33	как и всякая	1	1
34	в себе и	2	1
35	но не было	1	1
36	но также и	1	1
37	даже и в	1	1
38	на протяжении всего	5	1
39	нужно сказать что	3	1
40	о мире в	2	1
41	мы имеем в	1	1
42	о том что	3	1
43	но не менее	1	1
44	более и более	1	1
45	в нем есть	1	1
46	и та же	1	1
47	событие в жизни	1	1
48	в себе в	1	1
49	в том что	1	1
50	была для него	1	1
51	выходит за пределы	1	1
52	на так называемый	1	1
53	не только от	1	1
