N	2gram	Losev_Vlad_2	Formalny
1	и не	18	30
2	вовсе не	4	28
3	и в	30	27
4	может быть	7	25
5	не может	9	24
6	так и	5	21
7	и его	6	19
8	в этом	20	18
9	таким образом	3	18
10	а не	7	17
11	самом деле	1	16
12	точки зрения	7	16
13	то же	4	15
14	в нем	4	15
15	между ними	1	15
16	как и	5	14
17	с точки	3	14
18	не в	9	12
19	если бы	1	12
20	и т	1	11
21	в самом	2	11
22	в жизни	1	11
23	и от	2	11
24	не могут	1	10
25	место в	1	10
26	но и	8	10
27	в действительности	1	9
28	не только	12	9
29	лишь в	1	9
30	так как	5	9
31	так же	4	9
32	как бы	5	8
33	при этом	5	8
34	ни в	7	8
35	как мы	11	8
36	только в	6	8
37	как раз	1	8
38	то что	20	8
39	и все	7	8
40	что в	12	8
41	с тем	2	7
42	не менее	7	7
43	же время	3	7
44	потому что	9	7
45	его в	4	7
46	в его	11	7
47	в том	18	7
48	для них	1	7
49	если мы	1	7
50	все это	5	7
51	в то	9	7
52	действительности и	1	6
53	еще не	1	6
54	но в	8	6
55	все эти	5	6
56	т д	1	6
57	в своей	5	6
58	и ее	1	6
59	всяком случае	6	6
60	произведения как	1	6
61	было бы	9	6
62	в литературе	1	6
63	что он	13	6
64	вместе с	8	6
65	в данном	3	6
66	все же	9	6
67	и для	3	6
68	хотя бы	3	6
69	в своих	2	6
70	во всяком	6	6
71	совсем не	4	5
72	но не	3	5
73	независимо от	1	5
74	что именно	1	5
75	так сказать	1	5
76	того чтобы	2	5
77	сводится к	1	5
78	в ней	4	5
79	что они	1	5
80	в дальнейшем	5	5
81	никогда не	7	5
82	связи с	8	5
83	и их	1	5
84	т п	1	5
85	друг друга	2	5
86	тем что	1	5
87	и потому	2	5
88	что же	8	5
89	в результате	5	5
90	можно говорить	3	4
91	не есть	4	4
92	мы не	2	4
93	он был	6	4
94	бы то	1	4
95	менее всего	1	4
96	как в	3	4
97	и как	3	4
98	в целом	4	4
99	на ее	1	4
100	то ни	1	4
101	данном случае	2	4
102	мы знаем	4	4
103	том что	12	4
104	по себе	5	4
105	она не	2	4
106	в смысле	1	4
107	тогда когда	2	4
108	и является	1	4
109	к тому	2	4
110	следовательно и	1	4
111	о том	4	4
112	же и	2	4
113	конечно не	4	4
114	уже в	3	4
115	только на	1	4
116	следует что	1	4
117	видения и	1	4
118	для того	2	4
119	со стороны	4	4
120	прежде всего	6	4
121	смысла и	1	4
122	до конца	7	4
123	в связи	8	4
124	мы видели	2	4
125	как это	7	4
126	да и	3	4
127	от всех	1	4
128	из этого	5	4
129	жизни и	6	4
130	они не	1	4
131	одним из	1	3
132	того же	5	3
133	мы уже	2	3
134	той же	4	3
135	мы и	1	3
136	в виду	2	3
137	литературы и	1	3
138	и на	4	3
139	в которых	1	3
140	время в	4	3
141	во всех	3	3
142	то он	1	3
143	нет и	1	3
144	бы и	1	3
145	что это	4	3
146	в себе	6	3
147	и с	14	3
148	те же	3	3
149	это не	2	3
150	и тем	1	3
151	ее в	1	3
152	он и	3	3
153	раз и	2	3
154	в этих	4	3
155	никаких оснований	1	3
156	для нас	7	3
157	этом отношении	1	3
158	а что	2	3
159	только то	1	3
160	в произведении	1	3
161	ясно что	1	3
162	еще в	2	3
163	никак не	3	3
164	и что	5	3
165	можно сказать	4	3
166	их в	2	3
167	в них	3	3
168	в него	1	3
169	дело с	1	3
170	в какой	1	3
171	уже не	3	3
172	его и	2	3
173	и навсегда	1	3
174	в конце	13	3
175	не о	2	3
176	у нас	6	3
177	не на	2	3
178	к его	2	3
179	она есть	1	3
180	в той	2	3
181	того что	5	3
182	является для	1	3
183	о нем	2	3
184	жизни в	2	3
185	сказать что	11	3
186	равно как	1	3
187	смысле слова	1	2
188	отношения к	3	2
189	в такой	1	2
190	его со	1	2
191	нам кажется	3	2
192	отношения между	1	2
193	в котором	5	2
194	высшей степени	1	2
195	с таким	1	2
196	из своих	1	2
197	полагать что	1	2
198	который был	2	2
199	в сущности	2	2
200	говорить о	1	2
201	в полной	1	2
202	с его	4	2
203	жизни с	2	2
204	россии и	2	2
205	в общем	2	2
206	отличие от	3	2
207	связи и	1	2
208	чем же	1	2
209	в своем	8	2
210	то в	5	2
211	из этих	3	2
212	учение о	3	2
213	в этой	4	2
214	как он	2	2
215	жизнью и	1	2
216	что она	1	2
217	главным образом	1	2
