N	2gram	Bakhtin_Pr_1	Komedia
1	и в	38	22
2	том что	3	12
3	но и	9	11
4	в том	8	11
5	не только	9	10
6	в то	4	10
7	из них	1	10
8	и т	14	9
9	как и	7	9
10	может быть	26	9
11	таким образом	10	8
12	о том	4	8
13	и его	16	8
14	в одном	1	8
15	и не	42	8
16	едва ли	3	7
17	в этой	1	7
18	и других	2	7
19	то же	5	6
20	не в	7	6
21	ни в	11	6
22	что он	2	6
23	к тому	1	6
24	а в	6	6
25	в которой	1	6
26	что в	7	6
27	в истории	2	5
28	как в	4	5
29	то время	1	5
30	при этом	5	5
31	со своим	1	5
32	так и	5	5
33	и даже	3	5
34	между тем	7	5
35	в его	43	5
36	прежде всего	13	5
37	т п	13	5
38	о которых	2	5
39	с другой	7	5
40	все это	3	5
41	другой стороны	4	5
42	из его	1	4
43	время как	1	4
44	но в	4	4
45	в нем	15	4
46	т д	1	4
47	и вот	1	4
48	в другом	2	4
49	на протяжении	1	4
50	несмотря на	3	4
51	точки зрения	8	4
52	в котором	2	4
53	в их	10	4
54	как мы	7	4
55	на него	3	4
56	же время	3	4
57	в в	1	4
58	ясно что	3	4
59	а также	1	4
60	что и	2	4
61	мы можем	6	4
62	тем что	2	4
63	именно в	1	4
64	и особенно	1	4
65	в результате	1	4
66	по поводу	2	4
67	к этому	2	4
68	в тех	3	3
69	идет о	1	3
70	и о	5	3
71	и на	3	3
72	в чем	2	3
73	с одной	3	3
74	в этом	15	3
75	все же	6	3
76	хотя и	3	3
77	и как	8	3
78	можно сделать	2	3
79	в целом	3	3
80	на то	2	3
81	да и	3	3
82	он не	3	3
83	здесь мы	2	3
84	и с	17	3
85	его в	9	3
86	в них	5	3
87	и ее	2	3
88	место в	8	3
89	вопрос о	1	3
90	не менее	4	3
91	однако в	1	3
92	по отношению	21	3
93	ничего не	6	3
94	в сознании	1	3
95	этом отношении	2	3
96	у нас	2	3
97	могут быть	5	3
98	в частности	2	3
99	одной из	3	3
100	только в	13	3
101	комедии и	1	3
102	и у	2	3
103	в виде	2	3
104	в начале	2	3
105	отношение к	10	3
106	в свои	1	3
107	к которому	4	3
108	так же	1	3
109	как это	2	3
110	по своему	1	3
111	одной стороны	3	3
112	здесь в	2	3
113	в более	4	3
114	и все	3	3
115	все остальные	1	3
116	отношению к	19	3
117	тех же	1	2
118	из всех	1	2
119	на себя	1	2
120	которую можно	1	2
121	столь же	2	2
122	бы то	3	2
123	тем как	5	2
124	отличие от	5	2
125	за пределы	12	2
126	относится к	4	2
127	независимо от	13	2
128	что по	1	2
129	было только	1	2
130	его окружения	1	2
131	в противоположность	1	2
132	в самом	7	2
133	в себе	4	2
134	только один	1	2
135	не следует	2	2
136	в принципе	1	2
137	не к	6	2
138	на этом	2	2
139	то ни	3	2
140	художественный образ	1	2
141	было бы	8	2
142	и тем	3	2
143	для них	1	2
144	ни одной	1	2
145	которую он	1	2
146	и без	1	2
147	и самого	1	2
148	но он	1	2
149	тем не	3	2
150	не раз	1	2
151	правда в	1	2
152	одна из	2	2
153	в форму	2	2
154	с достаточной	1	2
155	и теперь	1	2
156	в области	11	2
157	ли это	1	2
158	уже о	1	2
159	же самое	2	2
160	протяжении всего	1	2
161	слов но	1	2
162	с ее	1	2
163	на нем	1	2
164	всего этого	1	2
165	только при	2	2
166	в государстве	1	2
167	в себя	2	2
168	что у	1	2
169	из всего	1	2
170	мог бы	1	2
171	образом в	1	2
172	из других	1	2
173	и здесь	2	2
174	аналогии с	1	2
175	нас в	1	2
176	затем в	1	2
177	и во	2	2
178	от них	2	2
179	в форме	4	2
180	и мир	2	2
181	еще не	7	2
182	который в	1	2
183	именно на	1	2
184	для всех	1	2
185	из которых	2	2
186	могли быть	1	2
187	вовсе не	2	2
188	в других	4	2
189	точек зрения	1	2
190	до сих	1	2
191	которых мы	4	2
192	до конца	1	2
193	одну из	1	2
194	не может	27	2
195	вместе с	1	2
196	но не	12	2
197	говоря уже	1	2
198	и формы	1	2
199	к нему	10	2
200	сих пор	1	2
201	но это	3	2
202	о содержании	1	2
203	или в	2	2
204	а к	2	2
205	только что	1	2
206	ни было	3	2
207	то что	8	2
208	не говоря	1	2
209	в свою	2	2
210	в действительности	1	2
211	в своих	2	2
212	все что	3	2
213	а между	1	1
214	нравственных норм	1	1
215	можно говорить	2	1
216	в применении	3	1
