N	4gram	Bakhtin_Pr_1	Problemy
1	в одной плоскости с	3	3
2	но в то же	5	3
3	романа в его целом	1	3
4	в то же время	9	3
5	дело идет не об	2	3
6	плоскости с авторским словом	1	2
7	начала и до конца	2	2
8	отрицаемая чужая мысль не	2	2
9	как слово о присутствующем	1	2
10	в целом ряде других	2	2
11	не входит в творческий	2	2
12	в художественном мире достоевского	2	2
13	одной плоскости с авторским	1	2
14	мы имеем в виду	1	2
15	слово автора о герое	1	2
16	друг друга но только	1	2
17	и в целом ряде	2	2
18	с начала и до	2	2
19	как не выдуман герой	2	2
20	так же как и	1	2
21	видения и изображения мира	2	2
22	в пределы одного сознания	2	2
23	в полифоническом романе достоевского	2	2
24	абстрактнейшие философские выводы в	1	1
25	монологическом принципе таков утопический	1	1
26	данного произведения кто и	1	1
27	собственными законами так и	1	1
28	лишено индивидуальности то же	1	1
29	ученика и следовательно только	1	1
30	слово героя создано автором	1	1
31	как идеи но в	1	1
32	тех двух основных элементов	1	1
33	не знает последней неделимой	1	1
34	есть то оно ощущается	1	1
35	самого автора монологический художественный	1	1
36	эти ничьи предметно-верные мысли	1	1
37	элементы стиля так и	1	1
38	и следовательно весь с	1	1
39	случайна и так сказать	1	1
40	интеллектуальный жест героя интеллектуальная	1	1
41	идеологические принципы лежащие в	1	1
42	идея то она неизбежно	1	1
43	нет нужды и для	1	1
44	одноакцентного единства произведения все	1	1
45	потому что она не	3	1
46	в каждой мысли личность	1	1
47	позицией автора и позицией	1	1
48	всей полноты познания во	1	1
49	мир достоевского не потому	1	1
50	словом о мире чрезвычайно	1	1
51	и не растворяет в	1	1
52	элементов как рассказчик и	1	1
53	провоцировать вопрошать даже полемизировать	1	1
54	достоевский делал элементом своего	1	1
55	мыслится и воспринимается как	1	1
56	достоевский прямо переходит к	1	1
57	к смысловой позиции как	1	1
58	как раз и входит	1	1
59	простой носитель этой самоцельной	1	1
60	сознаний эта множественность сознаний	1	1
61	взаимодействия между сознаниями научение	1	1
62	с авторским словом и	1	1
63	метафизическую форму оно принимает	1	1
64	связано как своими собственными	1	1
65	форм эта форма возникает	1	1
66	те же что и	1	1
67	как к смысловой позиции	1	1
68	наконец авторская идея может	1	1
69	словами к системно-монологическому мировоззрению	1	1
70	идеологического творчества повсюду все	1	1
71	в зависимости от них	1	1
72	их носителем чьи они	1	1
73	понимающим видящим в первой	1	1
74	образом но с другой	1	1
75	то же что не	1	1
76	оно выпадает не из	1	1
77	свою полномысленность лишь на	1	1
78	она так сказать по	1	1
79	внутри авторского мировоззрения утвержденная	1	1
80	не вмещается фактически то	1	1
81	множество эмпирических человеческих сознаний	1	1
82	героем да иначе и	1	1
83	объект этой точки зрения	1	1
84	но создать не значит	1	1
85	значимость и индивидуальность сочетаются	1	1
86	как таковой художественное изображение	1	1
87	роман например кандид вольтера	1	1
88	диалог как особенности рассказа	1	1
89	порядка в системном единстве	1	1
90	наиболее яркое и теоретически	1	1
91	высшие принципы мировоззрения те	1	1
92	точка зрения третьего в	1	1
93	весь целиком в прокрустово	1	1
94	точку зрения на него	1	1
95	задает себе автор как	1	1
96	атмосферы в романах достоевского	1	1
97	о присутствующем а не	1	1
98	момент авторского замысла слово	1	1
99	эта масса идеологии организованная	1	1
100	взаимодействие сознаний а поэтому	1	1
101	художественную структуру должна вообще	1	1
102	таким же успехом могла	1	1
103	идея может нести в	1	1
104	в системное единство предметного	1	1
105	одна точка зрения эта	1	1
106	диалогизации всех элементов построения	1	1
107	самому герою повернуто к	1	1
108	отдельные мысли утверждения положения	1	1
109	мысль чтобы войти в	1	1
110	установленное не на произведении	1	1
111	организации и ограниченности человеческой	1	1
112	завершению идея помогает самосознанию	1	1
113	одни уста совершенно достаточны	1	1
114	автора но потому что	1	1
115	и иллюстрируя свои мысли	1	1
116	слово о мире сливается	1	1
117	и помыслить что единая	1	1
118	свое значение не разрушая	1	1
119	и устранимых сентенций автора	1	1
120	функции в произведении отвлеченных	1	1
121	на идеологический вывод перед	1	1
122	она ставится по ту	1	1
123	художественно уже не сочетается	1	1
124	бремя конечно есть правда	1	1
125	он ни был так	1	1
126	контексте данного произведения кто	1	1
127	могла бы быть вложена	1	1
128	в одном голосе единство	1	1
129	самого изображения если такое	1	1
130	мировоззрения те же что	1	1
131	зрения третьего в районе	1	1
132	типичное для него построение	1	1
133	как более или менее	1	1
134	содержательной стороны вводимых достоевским	1	1
135	бытия неизбежно превращается в	1	1
136	достигается столь характерное для	1	1
137	голосами каждую мысль он	1	1
138	ведь они придавили его	1	1
139	господствует и в других	1	1
140	лишиться своей значимости стать	1	1
141	эксцентричности в свете этого	1	1
142	почве мысль довлеет системе	1	1
143	нами идейный философский роман	1	1
144	зрения подакцентный материал только	1	1
145	ее диалогически но не	1	1
146	быть продвинута в сферу	1	1
147	не из авторского замысла	1	1
148	как случайный для данного	1	1
149	какого-нибудь другого героя автору	1	1
150	дистанции между позицией автора	1	1
151	противоречит тому что он	1	1
152	идея может быть дана	1	1
153	или лучше сказать самовластия	1	1
154	другого героя автору важно	1	1
155	того такое содержательное совпадение	1	1
156	рождается в точке соприкосновения	1	1
157	дана как более или	1	1
158	мысль как целостную личную	1	1
159	отрицается все утверждаемые идеи	1	1
160	единства бытия в идеализме	1	1
161	нею в связь на	1	1
162	сознания одного духа даже	1	1
163	в целом мире а	1	1
164	все остальное объект этой	1	1
165	воспринимается как возможное выражение	1	1
166	психическим фактом что же	1	1
167	с формообразующими акцентами самого	1	1
168	есть и др такова	1	1
169	конкретнейших личных переживаний этим	1	1
170	индивидуально-характерная или наконец простой	1	1
171	акцентами самого изображения если	1	1
172	и др такова относительная	1	1
173	самое сибирь просто жаль	1	1
174	к системно-монологическому мировоззрению самого	1	1
175	в уста героя изображенного	1	1
176	не выдумывается и художественный	1	1
177	он еще резче и	1	1
178	на которых зиждется всякая	1	1
179	ибо ничьих мыслей нет	1	1
180	статьях он в сущности	1	1
181	мышление интимно личностным и	1	1
182	системно-монологическому мировоззрению самого автора	1	1
183	отвлечемся от содержательной стороны	1	1
184	здесь действительно становится почти	1	1
185	себе могут быть верны	1	1
186	от них меняется и	1	1
187	и лишено индивидуальности то	1	1
188	могут быть верны или	1	1
189	замысел требует сплошной диалогизации	1	1
190	одна из возможных форм	1	1
191	о многообразии творящих сил	1	1
192	поэтому она и не	1	1
193	твердый и завершенный образ	1	1
194	художественную рассчитанность взвешенность и	1	1
195	каждой мысли личность как	1	1
196	вложена и в уста	1	1
197	к предмету и независимо	1	1
198	всякому внешнему завершению идея	1	1
199	находит свое объективное выражение	1	1
200	поэтому он и не	1	1
201	и полноценная авторская идея	1	1
202	абсолютного я абсолютного духа	1	1
203	утвержденность их находит свое	1	1
204	идеалистической философии монистический принцип	1	1
205	нейтрален все должно задевать	1	1
206	нет надобности выходить за	1	1
207	идеолог на авторских идеях	1	1
208	том и другом случае	1	1
209	романтический герой как не	1	1
210	героя о себе самом	4	1
211	к нему как к	1	1
212	мире поэтому высшие принципы	1	1
213	который воспринимается как один	1	1
214	на него вдруг как	1	1
215	или освещают изображенное или	1	1
216	определяя авторскую точку зрения	1	1
217	раз и входит в	1	1
218	заседать например крестьяне вчерашние	1	1
219	герое а с героем	1	1
220	рассказа от автора там	1	1
221	где почти сплошь будут	1	1
222	сложиться в чисто смысловое	1	1
223	принципы лежащие в основе	1	1
224	установки в большинстве случаев	1	1
225	все утверждаемые идеи сливаются	1	1
226	их в особом положении	1	1
227	так сказать по природе	1	1
228	достоевского уже два человека	1	1
229	которую он и должен	1	1
230	отчетливо проявляется даже в	1	1
231	с чужим словом но	1	1
232	жаль губить чужую судьбу	1	1
233	входит в творческий мир	1	1
234	или индивидуально-характерная или наконец	1	1
235	внутренней диалогической установке мое	1	1
236	о герое слово о	1	1
237	какую бы функцию они	1	1
238	этого мира эти же	1	1
239	смирение становятся теперь основными	1	1
240	единому акценту то же	1	1
241	каждого тона каждого акцента	1	1
242	мыслей для обычного идеологического	1	1
243	превращении монизма бытия в	1	1
244	как социально-типические или индивидуально	1	1
245	как и сам автор	1	1
246	лишь с точки зрения	1	1
247	и потому ее нельзя	1	1
248	не потому следовательно что	1	1
249	своей значимости стать психическим	1	1
250	то же время и	1	1
251	в теснейшей связи с	1	1
252	а путем сопоставления цельных	1	1
253	его в монологическом мире	1	1
254	людей например кажется одно	1	1
255	опровержение какую бы форму	1	1
256	переходит к оркестровке своей	1	1
257	они не опредмечены они	1	1
258	творчества нового времени определяющая	1	1
259	которой строится устойчивый образ	1	1
260	и относится к области	1	1
261	они отрешаются от индивидуальности	1	1
262	и устойчивым нейтральным образом	1	1
263	и компактными массами не	1	1
264	соприкосновения разных сознаний все	1	1
265	личной жизни с мировоззрением	1	1
266	виду прежде всего ту	1	1
267	всего ту идеологию достоевского	1	1
268	и входит в замысел	1	1
269	голосов даже в своих	1	1
270	мечтаниях мерещились заседания где	1	1
271	данного героя такой незакрытый	1	1
272	особенности кроме прочих разумеется	1	1
273	сохранить же дистанцию при	1	1
274	раз тех двух основных	1	1
275	и художественный образ каков	1	1
276	дистанции и в пределах	1	1
277	авторскую точку зрения на	1	1
278	героем определяя его собственную	1	1
279	мире чрезвычайно повышает прямую	1	1
280	и следовательно в конце	1	1
281	произведения глубинные пласты этой	1	1
282	характеристики умственными жестами героя	1	1
283	стороны вводимых достоевским идей	1	1
284	ощущение всех присяжных заседателей	1	1
285	не сочетается с ним	1	1
286	переживание даны иначе они	1	1
287	и всегда перебивая и	1	1
288	познавательно несущественно и относится	1	1
289	как дурное противоречие внутри	1	1
290	таковой художественное изображение идеи	1	1
291	сознании и подчинить единому	1	1
292	авторского замысла а лишь	1	1
293	строится устойчивый образ героя	1	1
294	не утверждая и не	1	1
295	третьего лица смысловая точка	1	1
296	единство художественного стиля и	1	1
297	мы видели всецело монологистична	1	1
298	то оно ощущается как	1	1
299	должно задевать героя за	1	1
300	убеждает а организует голоса	1	1
301	искать иных документов подтверждающих	1	1
302	художественном мире достоевского и	1	1
303	героя идея как принцип	1	1
304	в уста тому или	1	1
305	безгласный предмет авторского слова	1	1
306	точки зрения должно спаять	1	1
307	в пределах творческого замысла	1	1
308	стремился воспринять и сформулировать	1	1
309	особенностей герой например не	1	1
310	одного центра носителя всякое	1	1
311	принципом идеологической однотонности всех	1	1
312	нашего тезиса к постановке	1	1
313	не опредмечены они характеризуют	1	1
314	кто и когда ее	1	1
