N	3gram	Potebnia_M_3	Psycholo
1	для того чтобы	3	19
2	на то что	1	16
3	в том что	16	14
4	с одной стороны	3	12
5	о том что	1	6
6	заключается в том	1	6
7	к тому что	2	6
8	в самом деле	1	5
9	до сих пор	3	5
10	с другой стороны	4	5
11	именно то что	2	4
12	заключает в себе	5	4
13	не только не	2	4
14	по этому поводу	1	4
15	таким образом что	1	3
16	одним и тем	3	3
17	то же самое	1	3
18	сам по себе	5	3
19	вместе с тем	4	3
20	из того что	1	3
21	и то что	1	3
22	одно и то	5	3
23	и что в	1	3
24	и то же	5	3
25	и тем же	3	3
26	и т п	2	3
27	друг с другом	1	3
28	и т д	3	3
29	в этом отношении	2	3
30	сводится к тому	1	2
31	потому что в	1	2
32	и той же	2	2
33	мы должны будем	2	2
34	потому что он	3	2
35	одной и той	2	2
36	нечто такое что	1	2
37	то что оно	1	2
38	в данном случае	1	2
39	сами по себе	1	2
40	в том чтобы	2	2
41	если бы мы	1	2
42	не только в	4	2
43	все то что	1	2
44	именно в том	2	2
45	по себе не	1	2
46	с таким образом	1	2
47	то что мы	2	2
48	само по себе	3	2
49	не может быть	3	2
50	и в самом	2	2
51	можно сказать что	2	2
52	до тех пор	1	2
53	друг от друга	1	2
54	и таким образом	1	2
55	на самом деле	1	2
56	именно потому что	1	2
57	том что она	1	1
58	в том виде	1	1
59	с тем мы	1	1
60	в чем не	1	1
61	что в то	3	1
62	только потому что	2	1
63	к содержанию как	1	1
64	по отношению к	5	1
65	более или менее	3	1
66	равно как и	1	1
67	чувственных восприятий и	2	1
68	одной из этих	1	1
69	во многих случаях	1	1
70	том что он	2	1
71	заботясь о том	1	1
72	нам кажется что	1	1
73	том что оно	2	1
74	то есть к	3	1
75	а в том	5	1
76	одной стороны и	1	1
77	в силу того	1	1
78	и как он	1	1
79	художественного произведения и	1	1
80	того что мы	2	1
81	что он не	3	1
82	но несомненно что	1	1
83	только то что	1	1
84	увидим что оно	1	1
85	разуметь под ним	1	1
86	искусства может быть	1	1
87	с ними в	1	1
88	не прямо а	1	1
89	от нас и	1	1
90	для чего не	1	1
91	относится к содержанию	1	1
92	по крайней мере	5	1
93	так как все	1	1
94	в том случае	1	1
95	должны отказаться от	1	1
96	то время как	1	1
97	мы не можем	2	1
98	и не дает	1	1
99	он был бы	1	1
100	в этом слове	1	1
101	том смысле в	1	1
102	каждый из этих	1	1
103	в художественном произведении	1	1
104	если скажем что	1	1
105	и тот же	1	1
106	смысле этого слова	7	1
107	если бы в	1	1
108	потому что оно	2	1
109	в каждой из	1	1
110	в произведении искусства	3	1
111	не могут быть	2	1
112	но вместе с	2	1
113	то есть не	4	1
114	а не как	1	1
115	в то самое	1	1
116	потому что мы	2	1
117	только в очень	1	1
118	это и не	1	1
119	не есть еще	2	1
120	и в том	2	1
121	потому что они	1	1
122	один и тот	1	1
123	не могут иметь	1	1
124	очень редких случаях	1	1
125	в большей части	2	1
126	жизни и потому	2	1
127	в то время	4	1
128	в свою очередь	3	1
129	в собственном смысле	2	1
130	после того как	1	1
131	ничего общего с	1	1
132	в очень редких	1	1
133	но никак не	2	1
134	мало того что	1	1
135	том что ее	1	1
136	не может стать	1	1
137	только до тех	1	1
138	в каждом отдельном	1	1
139	в том смысле	3	1
140	видели в ней	1	1
141	потому что чувство	1	1
142	силу того что	1	1
143	но не только	1	1
144	формы и содержания	1	1
145	что мы видим	1	1
146	потому что для	1	1
