N	2gram	Bakhtin_Pr_2	Myshleni
1	мышления и	1	40
2	и речи	1	38
3	речи и	4	28
4	точки зрения	13	26
5	таким образом	5	26
6	в том	6	24
7	и в	43	23
8	том что	2	21
9	в целом	2	20
10	с точки	8	18
11	в этом	13	17
12	того чтобы	1	17
13	то что	7	17
14	не только	11	16
15	так же	2	16
16	говорит он	1	15
17	того что	2	15
18	как и	14	14
19	может быть	23	14
20	но и	14	14
21	в его	10	14
22	что в	4	14
23	с помощью	1	13
24	не может	18	12
25	сказать что	2	11
26	как бы	22	11
27	в отношении	3	10
28	с другой	4	10
29	прежде всего	10	10
30	внутренней речи	2	9
31	и с	5	9
32	между тем	3	9
33	в качестве	1	9
34	одной стороны	1	9
35	другой стороны	3	9
36	вместе с	1	9
37	и не	29	9
38	то же	8	8
39	мысли к	1	8
40	в процессе	2	8
41	в основе	1	8
42	и на	10	8
43	нашей работы	2	8
44	с одной	1	8
45	речи как	2	8
46	мы не	4	7
47	вопрос о	2	7
48	по отношению	5	7
49	в самом	7	7
50	в этой	1	7
51	в другом	7	7
52	в то	7	7
53	и ее	3	7
54	так как	4	7
55	что он	13	7
56	отношению к	5	7
57	же как	1	6
58	в сущности	9	6
59	все это	5	6
60	к слову	1	6
61	с этим	2	6
62	в себе	5	6
63	лишь в	8	6
64	и тем	1	6
65	мысли и	2	6
66	и его	8	6
67	о том	5	6
68	все время	1	6
69	только в	4	6
70	между этими	1	6
71	мы можем	2	6
72	тем что	3	6
73	собственном смысле	1	5
74	между собой	2	5
75	бы в	5	5
76	в собственном	1	5
77	перед нами	7	5
78	и как	2	5
79	но в	10	5
80	то время	2	5
81	на то	5	5
82	он не	9	5
83	а затем	2	5
84	если бы	3	5
85	для этого	2	5
86	по себе	11	5
87	мысли в	1	5
88	по своей	1	5
89	как мы	10	5
90	что может	2	5
91	связан с	1	5
92	и что	5	5
93	можно сказать	1	5
94	так и	3	5
95	что для	1	5
96	слова и	12	5
97	и все	6	5
98	тем более	1	5
99	из этого	1	5
100	в какой	1	5
101	в своих	2	5
102	функции в	1	4
103	в котором	6	4
104	которую мы	1	4
105	время как	2	4
106	с его	4	4
107	но не	5	4
108	как в	2	4
109	целый ряд	2	4
110	и словом	1	4
111	и к	3	4
112	все эти	5	4
113	что она	1	4
114	при этом	6	4
115	их в	4	4
116	что все	1	4
117	было бы	5	4
118	ни в	2	4
119	в своей	4	4
120	не в	11	4
121	и функции	1	4
122	с другом	4	4
123	к тому	4	4
124	для себя	2	4
125	приводит к	6	4
126	по мере	4	4
127	во всей	1	4
128	мы видим	1	4
129	в одном	12	4
130	как раз	4	4
131	и речь	2	4
132	это положение	1	4
133	до сих	7	4
134	а с	2	4
135	одну из	1	4
136	по существу	3	4
137	друг с	4	4
138	этого слова	2	4
139	сих пор	7	4
140	стоит только	1	4
141	от мысли	1	4
142	в результате	4	4
143	хотя бы	2	4
144	к этому	1	4
145	как на	1	4
146	смысле слова	1	3
147	отношения к	2	3
148	человека и	2	3
149	в такой	2	3
150	сам по	5	3
151	и то	2	3
152	связи между	3	3
153	самом деле	5	3
154	я не	4	3
155	мы и	2	3
156	из которых	1	3
157	в их	3	3
158	в общем	1	3
159	в новом	1	3
160	друг от	2	3
161	в одной	3	3
162	в своем	4	3
163	все же	3	3
164	что это	2	3
165	из этих	2	3
166	учение о	1	3
167	речи но	1	3
168	как он	2	3
169	друг другу	1	3
170	и если	1	3
171	и мы	1	3
172	речь для	1	3
173	такой же	3	3
174	речи от	1	3
175	мы говорили	1	3
176	в которых	2	3
177	образом и	3	3
178	всего его	1	3
179	она не	3	3
180	тогда когда	1	3
181	не могло	1	3
182	ничего не	3	3
183	во всем	3	3
184	могут быть	3	3
185	же самое	1	3
186	и это	4	3
187	от друга	2	3
188	не могу	2	3
189	можно было	3	3
190	об этой	1	3
191	речь как	1	3
192	об этом	2	3
193	вопроса и	1	3
194	может не	1	3
195	этих двух	1	3
196	и следовательно	3	3
197	этот вопрос	4	3
198	связи с	1	3
199	уже в	2	3
200	то и	2	3
201	всяком случае	1	3
202	мы находим	1	3
203	вовсе не	5	3
204	на этот	4	3
205	во всех	4	3
206	превращается в	2	3
207	мышления которые	1	3
208	а не	7	3
209	все более	1	3
210	речь не	1	3
211	смысле этого	1	3
212	и от	1	3
213	сознания и	3	3
214	значение в	2	3
215	во всяком	2	3
216	лишь после	1	2
217	построение в	1	2
218	он может	1	2
219	но тем	1	2
220	и должны	1	2
221	идет о	1	2
222	между двумя	1	2
223	и до	4	2
224	почти всегда	2	2
225	той же	3	2
226	есть не	1	2
227	что если	3	2
228	он как	1	2
229	вместо того	1	2
230	почти на	1	2
231	целое и	1	2
232	как если	2	2
233	в ее	1	2
234	со всеми	3	2
235	себе и	4	2
236	на речь	1	2
237	из важнейших	1	2
238	за пределы	3	2
239	к сожалению	1	2
240	речи именно	1	2
241	что как	1	2
242	хотя и	5	2
243	когда он	3	2
244	и понимания	1	2
245	и наконец	6	2
246	от этого	1	2
247	в первом	2	2
248	бы и	2	2
249	бы сказать	1	2
250	другого как	1	2
251	в нашем	1	2
252	нами в	2	2
253	направлено на	3	2
254	неизбежно должны	1	2
255	а скорее	1	2
256	из этой	1	2
257	свою собственную	1	2
258	он должен	1	2
259	не к	1	2
260	на этом	1	2
261	одно и	2	2
262	но все	2	2
263	значительной степени	1	2
264	том же	4	2
265	к другу	2	2
266	речью и	1	2
267	с другими	1	2
268	в них	4	2
269	является для	1	2
270	несмотря на	1	2
271	нигде не	1	2
272	должно быть	4	2
273	в научной	1	2
274	в этих	6	2
275	и при	2	2
276	что говорит	2	2
277	одном из	1	2
278	точку зрения	1	2
279	и эти	1	2
280	что этот	2	2
281	даже в	3	2
282	сам с	1	2
283	что с	1	2
284	есть прежде	1	2
285	этими двумя	1	2
286	не имеет	1	2
287	дело в	2	2
288	того как	2	2
289	речь и	2	2
290	никогда не	9	2
291	слова как	3	2
292	же время	5	2
293	слову и	2	2
294	и мысли	2	2
295	ибо все	1	2
296	на него	3	2
297	лежит в	2	2
298	про себя	1	2
299	бы он	2	2
300	его значение	1	2
