N	3gram	Voloshinov_1	Problema
1	с точки зрения	2	11
2	тем не менее	3	10
3	в том что	4	8
4	то же самое	2	6
5	по крайней мере	1	6
6	сам по себе	1	6
7	с другой стороны	2	6
8	в данном случае	2	5
9	можно было бы	1	4
10	ни в какой	1	4
11	во всяком случае	1	4
12	мы имеем дело	1	3
13	имеем в виду	2	3
14	на самом деле	2	3
15	в этом смысле	1	3
16	бы даже и	1	3
17	ни в коем	1	3
18	в зависимости от	2	3
19	ясно что здесь	1	3
20	в коем случае	1	3
21	тех или иных	1	3
22	о том что	1	3
23	все эти и	1	2
24	сами по себе	1	2
25	только в результате	1	2
26	и в частности	1	2
27	то время как	1	2
28	едва ли кто-нибудь	1	2
29	мы все время	2	2
30	самом же деле	1	2
31	на самом же	1	2
32	более или менее	1	2
33	не обходится без	1	2
34	в то время	1	2
35	и независимо от	1	2
36	ничего общего с	1	2
37	и прежде всего	1	2
38	является для него	1	2
39	в то же	1	2
40	сама по себе	1	2
41	но если бы	1	2
42	к тому же	1	2
43	в виду и	1	1
44	но все же	1	1
45	том что всякий	1	1
46	в чем не	1	1
47	дело в том	4	1
48	мы имеем в	1	1
49	равно как и	1	1
50	да и всякого	1	1
51	еще не вполне	1	1
52	нам кажется что	1	1
53	же как и	1	1
54	в нем и	1	1
55	и не в	3	1
56	но все это	1	1
57	и не может	3	1
58	вопросов о том	1	1
59	таким образом к	1	1
60	бы то ни	3	1
61	ни в чем	1	1
62	только то что	1	1
63	что не только	1	1
64	совершенно ясно что	1	1
65	в литературе и	1	1
66	в основе своей	1	1
67	по себе в	1	1
68	в жизни и	2	1
69	одно и то	2	1
70	до сих пор	3	1
71	отнюдь не является	1	1
72	эти и подобные	2	1
73	того чтобы не	1	1
74	в этих двух	2	1
75	так же как	1	1
76	сих пор мы	1	1
77	то ни было	3	1
78	образом каждая вещь	1	1
79	с одной стороны	2	1
80	каких бы то	1	1
81	имеем дело с	1	1
82	как единство и	1	1
83	все эти моменты	1	1
84	и подобные им	2	1
85	мы убедились что	1	1
86	друг к другу	1	1
87	этой точки зрения	3	1
88	для нас и	1	1
89	в свою очередь	1	1
90	с самого начала	1	1
91	но отнюдь не	2	1
92	в настоящее время	2	1
93	здесь вовсе не	1	1
94	относится не к	1	1
95	для нас не	1	1
96	как и в	1	1
97	коем случае нельзя	1	1
