N	2gram	Bakhtin_sl_1	Dialekti
1	не есть	2	54
2	и не	16	27
3	а не	15	26
4	точки зрения	16	25
5	и т	28	24
6	и в	41	24
7	не только	16	23
8	т д	5	23
9	не может	14	19
10	не просто	1	18
11	ничего не	4	17
12	и есть	1	16
13	и что	1	15
14	что все	2	14
15	с точки	8	14
16	в таком	1	14
17	таким образом	9	13
18	вовсе не	7	13
19	может быть	14	13
20	и даже	6	13
21	есть только	1	12
22	того что	3	12
23	есть и	1	12
24	не менее	1	11
25	в сущности	13	10
26	тем не	1	10
27	только не	1	10
28	есть не	1	9
29	что она	1	9
30	ни в	1	9
31	но и	16	9
32	нет ничего	1	9
33	в этом	12	8
34	мир как	1	8
35	отличается от	1	8
36	так что	2	8
37	в виде	2	8
38	прежде всего	8	8
39	что мы	1	8
40	том что	2	8
41	в самом	5	7
42	не суть	1	7
43	как и	4	7
44	никогда не	3	7
45	как раз	2	7
46	потому что	2	7
47	в виду	1	7
48	только на	2	7
49	но что	1	7
50	в особенности	8	7
51	ничем не	1	7
52	и нет	1	7
53	то же	14	6
54	и с	4	6
55	оно не	6	6
56	если бы	1	6
57	что и	1	6
58	и только	1	6
59	о том	3	6
60	так как	3	6
61	не на	5	6
62	и все	4	6
63	все это	5	6
64	кроме того	4	6
65	но если	1	6
66	точка зрения	8	5
67	хотя и	2	5
68	и к	5	5
69	сущности и	1	5
70	он не	3	5
71	по крайней	1	5
72	одно и	2	5
73	так и	11	5
74	было бы	3	5
75	в них	6	5
76	мы не	2	5
77	в том	3	5
78	в то	14	5
79	и его	14	5
80	всегда есть	1	5
81	только в	6	5
82	уже не	2	5
83	от всякого	2	5
84	крайней мере	1	5
85	что не	1	5
86	что для	1	5
87	ничего нет	1	5
88	с этой	3	5
89	но это	1	5
90	личности и	1	5
91	только как	1	5
92	жизни и	1	5
93	как на	1	5
94	и то	2	4
95	чего не	1	4
96	явления и	1	4
97	и ничего	1	4
98	время как	2	4
99	мы и	2	4
100	нет и	1	4
101	в истории	3	4
102	конечно не	3	4
103	это не	6	4
104	тому что	2	4
105	но только	1	4
106	от того	1	4
107	не могут	3	4
108	и это	1	4
109	нет никакой	1	4
110	то время	2	4
111	жизнь и	1	4
112	о нем	4	4
113	к тому	3	4
114	с другой	5	4
115	для него	3	4
116	или иной	9	4
117	у нас	2	4
118	так же	2	4
119	при всем	3	4
120	или только	1	4
121	хотя бы	3	4
122	сказать что	2	4
123	себя как	1	3
124	из самых	1	3
125	мы уже	2	3
126	той же	2	3
127	но даже	1	3
128	зависимости от	3	3
129	и на	14	3
130	за пределы	4	3
131	в одной	1	3
132	с этим	3	3
133	в своем	3	3
134	все же	7	3
135	перед нами	4	3
136	все эти	9	3
137	тем более	1	3
138	на то	1	3
139	в нем	30	3
140	не значит	1	3
141	он должен	1	3
142	сознание и	1	3
143	того или	2	3
144	он и	1	3
145	как целое	1	3
146	должно быть	2	3
147	как все	1	3
148	и без	1	3
149	мир и	1	3
150	не в	7	3
151	есть еще	1	3
152	она не	3	3
153	одна из	2	3
154	в основе	5	3
155	но она	1	3
156	же время	12	3
157	во всем	1	3
158	и о	2	3
159	и этим	3	3
160	движения и	1	3
161	это было	1	3
162	к нему	5	3
163	все время	3	3
164	быть и	4	3
165	или же	1	3
166	и ее	3	3
167	с одной	4	3
168	есть в	1	3
169	то и	1	3
170	из них	3	3
171	друг друга	3	3
172	случае не	1	3
173	для того	2	3
174	именно как	2	3
175	в каком	1	3
176	эти две	1	3
177	и прежде	1	3
178	не было	3	3
179	его как	2	3
180	ни о	2	3
181	одной стороны	4	3
182	как бы	12	3
183	с полной	1	3
184	и от	4	3
185	ибо и	1	3
186	не знает	1	3
187	все что	1	3
188	в слове	7	3
189	также и	3	2
190	например в	2	2
191	же как	2	2
192	в частности	2	2
193	или к	3	2
194	от самого	1	2
195	в чисто	2	2
196	в первом	3	2
197	не имеют	1	2
198	в зависимости	3	2
199	как чистое	1	2
200	его не	1	2
201	и он	1	2
202	в ней	4	2
203	еще не	4	2
204	бы то	1	2
205	с его	4	2
206	но не	2	2
207	его на	1	2
208	первых двух	1	2
209	и где	1	2
210	сознания в	1	2
211	целый ряд	1	2
212	но в	8	2
213	то в	2	2
214	в условиях	2	2
215	из этих	3	2
216	и они	1	2
217	в себе	3	2
218	и если	1	2
219	вообще не	3	2
220	при этом	6	2
221	перестает быть	2	2
222	и по	2	2
223	на этом	2	2
224	людей и	1	2
225	и логической	1	2
226	чаще всего	1	2
227	только одно	1	2
228	этого не	1	2
229	и уже	1	2
230	несмотря на	1	2
231	как таковой	1	2
232	от своего	1	2
233	к истории	1	2
234	всяком случае	5	2
235	в их	4	2
236	от его	3	2
237	и эти	2	2
238	бы быть	1	2
239	же мы	1	2
240	явления как	1	2
241	на котором	1	2
242	сама она	1	2
243	следовательно и	3	2
244	того и	1	2
245	только и	1	2
246	же он	1	2
247	могут быть	19	2
248	той или	9	2
249	как мы	8	2
250	так в	2	2
251	с первым	1	2
252	для этого	1	2
253	и вообще	2	2
254	и здесь	3	2
255	она всегда	1	2
256	нас в	2	2
257	и во	3	2
258	смысле не	1	2
259	в его	13	2
260	и следовательно	7	2
261	и она	1	2
262	только он	1	2
263	и кроме	2	2
264	не мешает	1	2
265	и тем	2	2
266	со всеми	1	2
267	себя в	9	2
268	же и	2	2
269	и у	2	2
270	же в	1	2
271	и чисто	3	2
272	у него	3	2
273	так или	1	2
274	со стороны	1	2
275	исходят из	1	2
276	или иначе	1	2
277	именно в	3	2
278	своего собственного	1	2
279	себя и	1	2
280	быть только	2	2
281	но как	1	2
282	и потому	4	2
283	в данном	3	2
284	по которому	1	2
285	по существу	3	2
286	быть не	1	2
287	и формы	4	2
