N	3gram	Ircho_Kome_1	Istorich
1	и т д	4	22
2	тем не менее	1	6
3	более или менее	1	5
4	с другой стороны	5	5
5	до сих пор	2	5
6	в большинстве случаев	1	4
7	с одной стороны	3	4
8	на то что	2	4
9	в том что	9	4
10	по отношению к	3	3
11	то же самое	2	3
12	то время как	4	3
13	в то время	5	3
14	т д все	1	3
15	о том что	3	3
16	можно было бы	1	3
17	не означает что	1	2
18	в зависимости от	1	2
19	бы то ни	2	2
20	но и в	2	2
21	вместе с тем	1	2
22	так же как	1	2
23	то ни было	2	2
24	как будто бы	1	2
25	обстоит дело с	1	2
26	в отличие от	1	2
27	том что они	1	2
28	большей или меньшей	1	2
29	с самого начала	1	2
30	и тот же	1	2
31	и в конце	1	1
32	до наших дней	1	1
33	на вопрос откуда	1	1
34	отсюда видно что	1	1
35	литературу и в	1	1
36	не говоря уже	2	1
37	подобно тому как	1	1
38	в соответствии с	1	1
39	же как и	1	1
40	может быть объяснена	1	1
41	как один из	1	1
42	к числу таких	1	1
43	можно говорить о	1	1
44	для этой цели	1	1
45	а может быть	1	1
46	из своей среды	1	1
47	но он не	1	1
48	и т п	5	1
49	так мы получаем	1	1
50	говоря уже о	2	1
51	по своей социальной	1	1
52	в значительной степени	1	1
53	едва ли не	3	1
54	в это время	1	1
55	именно потому что	2	1
56	не только в	1	1
57	о том чем	1	1
58	здесь мы не	1	1
59	и в каком	1	1
60	при этом они	1	1
61	как он был	1	1
62	в одном случае	1	1
63	главным источником для	1	1
64	мы не найдем	1	1
65	соответствии с этим	1	1
66	в стороне от	1	1
67	ни одной из	1	1
68	таким образом в	2	1
69	в тех же	2	1
70	в одном из	4	1
71	что иное как	1	1
72	и обнаруживает что	1	1
73	смысле этого слова	1	1
74	после того как	3	1
75	он действует в	1	1
76	к тому что	1	1
77	не что иное	1	1
78	в самых общих	1	1
79	оно все же	1	1
80	для того чтобы	1	1
81	несмотря на всю	3	1
82	к тому же	5	1
83	в этом отношении	3	1
