N	2gram	Medvedev_V_1	Myshleni
1	речи и	1	30
2	в этом	1	29
3	и в	2	26
4	в том	2	18
5	и не	1	18
6	том что	2	17
7	потому что	1	16
8	так как	1	14
9	и его	1	12
10	в самом	1	9
11	то же	1	8
12	только в	1	8
13	и то	1	7
14	самом деле	1	6
15	именно в	1	6
16	говорится в	1	4
17	и только	1	4
18	в конце	2	4
19	гораздо более	1	4
20	хотел сказать	1	3
21	одно и	1	3
22	и заключается	1	3
23	я не	1	3
24	но это	1	3
25	все это	1	3
26	столь же	1	2
27	время в	1	2
28	что слово	1	2
29	в их	1	2
30	в которых	1	2
31	том же	1	2
32	ведь это	1	2
33	по своим	1	2
34	этом и	1	2
35	и самым	1	2
36	к этому	1	2
37	значит и	1	1
38	чем больше	1	1
39	и зависят	1	1
40	а только	1	1
41	одном и	1	1
42	к чему	1	1
43	от других	1	1
44	в другом	1	1
45	для них	1	1
46	теснейшим образом	1	1
47	и почти	1	1
48	зависят от	1	1
49	заключается что	1	1
50	не хочу	1	1
51	ясно что	1	1
52	других и	1	1
53	и т.д	1	1
54	все время	1	1
55	ни к	1	1
56	их как	1	1
57	как же	1	1
58	вещь и	1	1
59	и том	1	1
60	под влиянием	1	1
61	в частности	1	1
62	чем к	1	1
63	по существу	1	1
64	разве это	1	1
65	конце концов	2	1
66	по поводу	1	1
67	но разве	1	1
