N	2gram	Vygotskiy__6	Sovremen
1	не может	19	17
2	может быть	13	12
3	точки зрения	13	12
4	таким образом	18	11
5	мы не	6	9
6	в каждом	3	8
7	в этом	27	7
8	не можем	1	7
9	и в	28	7
10	мы можем	9	6
11	как и	6	6
12	и не	11	6
13	в результате	1	6
14	и наконец	2	5
15	все эти	2	5
16	что же	1	5
17	прежде всего	2	5
18	с точки	10	5
19	в стадии	1	5
20	в зависимости	5	4
21	вопрос о	5	4
22	зависимости от	5	4
23	нет и	1	4
24	мы должны	3	4
25	в том	28	4
26	в целом	3	4
27	если мы	2	4
28	из них	2	4
29	так как	10	4
30	случае развития	1	4
31	мы видели	8	4
32	не только	16	4
33	системы в	4	4
34	в развитии	24	4
35	с помощью	13	4
36	как бы	11	4
37	вместе с	7	4
38	это не	5	4
39	точку зрения	2	4
40	их в	1	4
41	а в	2	4
42	ли мы	1	3
43	он может	2	3
44	в первом	4	3
45	с самого	7	3
46	то же	7	3
47	ясно что	4	3
48	и т.д	3	3
49	но мы	3	3
50	между собой	9	3
51	может не	1	3
52	видели что	3	3
53	его развития	3	3
54	отнюдь не	1	3
55	все же	2	3
56	еще не	8	3
57	но в	5	3
58	мы получаем	1	3
59	он в	1	3
60	в этой	5	3
61	в себе	4	3
62	как он	1	3
63	в наших	4	3
64	что она	1	3
65	в одном	2	3
66	в конце	2	3
67	в нем	7	3
68	при этом	3	3
69	на этой	5	3
70	было бы	9	3
71	а не	3	3
72	мы называем	2	3
73	не в	4	3
74	все это	2	3
75	самого начала	7	3
76	при таком	1	3
77	одна из	1	3
78	для нас	2	3
79	и все	5	3
80	в системе	3	3
81	у нас	2	3
82	поэтому мы	2	3
83	и к	6	3
84	когда мы	6	3
85	отличается от	3	3
86	в области	6	3
87	как известно	7	2
88	как мы	10	2
89	свою очередь	1	2
90	законов которые	1	2
91	тем же	1	2
92	приводит к	6	2
93	той же	4	2
94	в и	1	2
95	на этом	4	2
96	для его	1	2
97	и даже	1	2
98	настоящее время	1	2
99	и что	6	2
100	на их	1	2
101	и во	1	2
102	самом деле	2	2
103	в его	3	2
104	может иметь	1	2
105	с этим	4	2
106	развития но	3	2
107	возможность развития	1	2
108	только один	1	2
109	в самом	8	2
110	в которой	7	2
111	что это	1	2
112	в нашем	4	2
113	из этих	3	2
114	с одной	1	2
115	уже не	1	2
116	то и	1	2
117	развития мы	1	2
118	научного исследования	1	2
119	с другом	5	2
120	в виде	1	2
121	на его	3	2
122	тем не	1	2
123	при данной	1	2
124	мы знаем	4	2
125	этой стадии	2	2
126	у него	2	2
127	и по	3	2
128	отличие от	1	2
129	но все	1	2
130	что все	5	2
131	значение в	1	2
132	или иной	1	2
133	развития в	6	2
134	условиях развития	1	2
135	а на	1	2
136	на этот	4	2
137	которой он	1	2
138	первые два	1	2
139	конце развития	1	2
140	что такое	3	2
141	он должен	4	2
142	из которых	1	2
143	в отличие	1	2
144	знаем что	4	2
145	друг с	5	2
146	не менее	2	2
147	на котором	2	2
148	и именно	1	2
149	в настоящее	1	2
150	этих двух	1	2
151	мы видим	7	2
152	тот же	1	2
153	в свою	1	2
154	совершенно не	1	2
155	не могут	5	2
156	могут быть	5	2
157	что при	4	2
158	для развития	5	2
159	же самое	6	2
160	что в	17	2
161	должен быть	1	1
162	и это	1	1
163	оно может	1	1
164	своего развития	4	1
165	функции в	1	1
166	как происходит	1	1
167	данной области	1	1
168	начало нового	1	1
169	а из	2	1
170	на другой	1	1
171	на самом	1	1
172	ведь в	1	1
173	это и	3	1
174	если как	1	1
175	определенные условия	1	1
176	под руководством	1	1
177	мы имели	1	1
178	между двумя	2	1
179	отношению к	10	1
180	отдельной клетки	1	1
181	нас на	1	1
182	и до	1	1
183	по аналогии	1	1
184	можно было	7	1
185	и могут	1	1
186	от старого	1	1
187	этом направлении	1	1
188	мы уже	2	1
189	те же	3	1
190	есть не	1	1
191	раз он	2	1
192	различные функции	1	1
193	мы имеем	4	1
194	и само	1	1
195	же как	6	1
196	еще в	2	1
197	развития для	2	1
198	смысле можно	1	1
199	развития что	2	1
200	что уже	2	1
201	совершенно так	1	1
202	если бы	7	1
203	и вообще	2	1
204	что иное	1	1
205	мы всегда	2	1
206	к началу	1	1
207	в будущем	1	1
208	для нашей	2	1
209	того же	7	1
210	о том	1	1
211	и иначе	1	1
212	чем отличается	1	1
213	утверждает что	1	1
214	аналогии с	1	1
215	он сам	2	1
216	все его	1	1
217	иное как	1	1
218	быть в	1	1
219	наших экспериментах	1	1
220	что его	1	1
221	его в	6	1
222	с его	3	1
223	во всех	4	1
224	те или	1	1
225	раз и	2	1
226	резко расходятся	2	1
227	частном случае	1	1
228	путь для	2	1
229	никакого интереса	1	1
230	данном случае	1	1
231	но не	10	1
232	к этому	1	1
233	но как	3	1
234	точка зрения	1	1
235	вся эта	1	1
236	заключают в	1	1
237	при исследовании	1	1
238	где у	1	1
239	во втором	3	1
240	по отношению	10	1
241	а потому	1	1
242	во всей	1	1
243	предмета является	1	1
244	это или	1	1
245	один и	1	1
246	может стать	1	1
247	мы снова	2	1
248	все время	3	1
249	развития совершенно	1	1
250	говорить только	1	1
251	независимо от	3	1
252	опирается на	2	1
253	например при	1	1
254	стороны и	1	1
255	этого развития	1	1
256	к которому	2	1
257	значит что	1	1
258	к нему	1	1
259	мы получили	1	1
260	один из	3	1
261	кроме того	1	1
262	есть такой	1	1
263	процессе развития	1	1
264	собственно и	1	1
265	с понятием	2	1
266	для пояснения	1	1
267	от общей	1	1
268	которому они	2	1
269	в действительности	1	1
270	только в	18	1
271	для ее	1	1
272	в этот	1	1
273	может оказаться	1	1
274	за собой	3	1
275	правда и	1	1
276	собой но	1	1
277	он уже	1	1
278	не приходится	1	1
279	к другому	4	1
280	части на	1	1
281	развития только	2	1
282	одном случае	1	1
283	реальных условиях	1	1
284	в известном	1	1
285	остановиться на	3	1
286	нами в	2	1
287	явлений и	1	1
288	и тот	1	1
289	этот вопрос	3	1
290	конечно не	1	1
291	и у	1	1
292	только на	2	1
293	ни одного	1	1
294	в начале	1	1
295	дождевого червя	1	1
296	а это	3	1
297	по самому	2	1
298	в данной	1	1
299	он не	7	1
300	его и	1	1
301	этот раз	1	1
302	все перечисленные	1	1
303	и еще	1	1
304	сводится только	1	1
305	и их	1	1
306	и навсегда	1	1
307	к одному	2	1
308	как их	1	1
309	по существу	2	1
310	допустим что	1	1
311	сами по	1	1
312	вовсе не	1	1
313	в скрытом	2	1
314	скрытом виде	2	1
315	но что	4	1
316	одной и	3	1
317	бы все	1	1
318	одному и	1	1
319	т.е от	1	1
320	в очень	1	1
321	не из	2	1
322	и только	3	1
323	факт что	1	1
324	структур но	1	1
325	терминологии и	1	1
326	и может	1	1
327	в совершенно	2	1
328	в другом	2	1
329	одной стороны	1	1
330	чем в	2	1
331	этого объяснения	1	1
332	развития на	3	1
333	до сих	3	1
