N	3gram	Tiupa_Hudo_1	FransuaR
1	то же время	8	8
2	в то же	8	8
3	как и все	1	5
4	мы уже говорили	1	5
5	в конце концов	1	4
6	и в то	1	4
7	более или менее	1	3
8	с самого начала	1	3
9	с точки зрения	3	2
10	на самом же	1	2
11	в узком смысле	1	2
12	с одной стороны	1	2
13	это своего рода	1	2
14	самом же деле	1	2
15	не только в	2	2
16	положительных и отрицательных	1	2
17	о том что	9	2
18	и в конце	1	1
19	как она есть	1	1
20	уже знаем что	1	1
21	вокруг себя атмосферу	1	1
22	же время это	1	1
23	а как к	1	1
24	того что у	1	1
25	то же самое	1	1
26	одной стороны и	1	1
27	что у нее	1	1
28	в одной из	1	1
29	до сих пор	2	1
30	том случае если	1	1
31	и на него	1	1
32	до известной степени	1	1
33	котором только что	1	1
34	а также в	1	1
35	в чем не	1	1
36	в этом отношении	3	1
37	в таком же	1	1
38	в литературе в	1	1
39	за то что	1	1
40	есть на самом	1	1
41	именно с того	1	1
42	на них и	1	1
43	в том случае	1	1
44	себя в зеркале	1	1
45	в это время	1	1
46	как раз в	2	1
47	он вовсе не	1	1
48	в данном случае	1	1
49	но в то	3	1
50	в первый раз	1	1
51	именно в этой	1	1
52	на первый взгляд	1	1
53	ни в чем	1	1
54	выступает в форме	1	1
55	а также и	1	1
56	же как мы	1	1
57	в отличие от	1	1
58	и существенное различие	1	1
59	к одному из	1	1
60	все же не	1	1
61	в связи с	3	1
62	так и от	2	1
63	так и в	1	1
64	создают вокруг себя	1	1
65	не может быть	2	1
66	мы уже знаем	2	1
67	предыдущей главы мы	1	1
68	узком смысле слова	1	1
69	в свою очередь	1	1
70	с того что	1	1
71	в конечном счете	2	1
72	она есть на	1	1
73	мы не знаем	1	1
74	как было сказано	1	1
75	на самом деле	1	1
76	так и по	1	1
77	в том что	6	1
