N	2gram	Bakhtin_Fr_5	Problema
1	и не	15	28
2	то есть	25	27
3	не только	14	24
4	только в	4	23
5	в виде	1	22
6	вовсе не	8	21
7	и в	45	20
8	в том	10	20
9	ни в	3	17
10	не просто	1	16
11	все эти	5	16
12	то что	2	15
13	потому что	7	15
14	точки зрения	4	14
15	у нас	1	14
16	той или	1	14
17	было бы	2	14
18	но и	10	14
19	также и	7	13
20	перед нами	4	13
21	не в	7	13
22	или иной	1	13
23	в себе	1	12
24	том что	7	12
25	с точки	2	11
26	прежде всего	10	11
27	как будто	1	11
28	тем не	1	10
29	и его	13	10
30	не менее	3	10
31	так и	6	10
32	в качестве	2	10
33	в этом	14	9
34	может быть	2	9
35	и даже	4	9
36	все это	7	9
37	но в	14	8
38	таким образом	8	8
39	если бы	1	8
40	что он	6	8
41	в той	1	8
42	и все	7	8
43	во всяком	1	8
44	то же	11	7
45	мы не	4	7
46	в ней	8	7
47	еще не	1	7
48	и с	10	7
49	это не	3	7
50	здесь не	6	7
51	хотя бы	2	7
52	есть в	3	7
53	именно в	3	7
54	сказать что	4	7
55	а не	4	7
56	и потому	1	7
57	есть не	1	6
58	при этом	2	6
59	всех этих	6	6
60	об этом	4	6
61	как и	10	6
62	в данном	2	6
63	и без	2	6
64	же самое	2	6
65	и вообще	2	6
66	а также	4	6
67	в одно	2	6
68	по своему	4	6
69	но это	5	6
70	и от	4	6
71	в таком	1	6
72	на самом	5	5
73	но не	4	5
74	как в	3	5
75	хотя и	5	5
76	и если	2	5
77	в нем	10	5
78	да и	1	5
79	в них	6	5
80	и о	4	5
81	данном случае	2	5
82	о том	4	5
83	можно сказать	2	5
84	и можно	1	5
85	своему содержанию	1	5
86	жизни и	8	5
87	если мы	2	5
88	здесь перед	2	5
89	так как	6	5
90	случае не	1	5
91	здесь в	4	5
92	человеческой жизни	1	5
93	не может	5	5
94	вместе с	3	5
95	так же	8	5
96	не существует	1	5
97	и ни	3	5
98	в целях	1	5
99	ничего общего	1	5
100	это и	5	4
101	без всякого	1	4
102	кроме того	4	4
103	и есть	2	4
104	и наконец	2	4
105	тут и	1	4
106	в этой	6	4
107	что она	3	4
108	которая является	1	4
109	времени и	1	4
110	с тем	2	4
111	несмотря на	2	4
112	в своей	3	4
113	в одном	3	4
114	в отношении	2	4
115	не имеет	3	4
116	в самой	8	4
117	ни о	1	4
118	нет ни	2	4
119	указывает на	1	4
120	всегда есть	1	4
121	и образ	3	4
122	можно было	4	4
123	здесь как	4	4
124	жизнь и	2	4
125	с ним	5	4
126	никак не	1	4
127	и во	4	4
128	во всех	13	4
129	и только	2	4
130	тем более	1	4
131	одной из	5	4
132	и ее	1	4
133	что не	1	4
134	с этим	4	4
135	как бы	12	4
136	как раз	5	4
137	и для	3	4
138	а в	4	4
139	в то	11	4
140	самом деле	5	3
141	и этот	1	3
142	он как	1	3
143	но она	3	3
144	то это	1	3
145	и на	5	3
146	он был	7	3
147	коем случае	1	3
148	но как	1	3
149	тут же	2	3
150	чем же	4	3
151	в истории	2	3
152	в своем	11	3
153	и к	5	3
154	бы и	1	3
155	сливаются в	1	3
156	вообще не	3	3
157	но все	1	3
158	человека в	1	3
159	в другом	3	3
160	из них	1	3
161	здесь нет	3	3
162	в жизни	1	3
163	что всякий	1	3
164	как это	4	3
165	связи с	6	3
166	необходимо сказать	1	3
167	вплоть до	2	3
168	правда в	1	3
169	мы все	1	3
170	казалось бы	1	3
171	самой жизни	2	3
172	в коем	1	3
173	и является	1	3
174	уже и	2	3
175	в области	1	3
176	к тому	2	3
177	образы и	2	3
178	себе в	1	3
179	как мы	8	3
180	другими словами	1	3
181	можно понять	1	3
182	к нему	2	3
183	в его	13	3
184	что и	7	3
185	всякого рода	2	3
186	для всех	3	3
187	конечно не	2	3
188	не обходится	1	3
189	в начале	2	3
190	для него	3	3
191	мы можем	2	3
192	тем что	1	3
193	для того	6	3
194	не было	3	3
195	еще и	3	3
196	если не	1	3
197	в связи	5	3
198	тем больше	1	3
199	о себе	1	3
200	ни на	1	3
201	независимо от	2	3
202	это произведение	1	3
203	и более	1	3
204	в условиях	2	3
205	только для	2	3
206	это уже	1	3
207	слова но	2	3
208	и как	5	3
209	все они	4	3
210	из этого	1	3
211	что в	12	3
212	которая не	2	3
213	чтобы не	2	2
214	мы здесь	1	2
